iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,9.91500871502579281e-04,9.91500871502579281e-04,7.88000000000000000e+02,1.23930000000000000e+04
1.00000000000000000e+00,5.99999817731458607e-01,8.95243561823576885e-05,-9.91514445063857060e-05,1.97580595853546668e-04,1.97580595853546668e-04,7.88000000000000000e+02,2.86600000000000000e+04
2.00000000000000000e+00,1.19873920780109225e-05,1.33846645172787691e-04,-2.47414619213642817e-04,-9.96130105599125383e-04,-9.96130105599125383e-04,7.88000000000000000e+02,4.53390000000000000e+04
3.00000000000000000e+00,1.91640543867600269e-05,4.28460592434766755e-07,-2.46264213152641153e-04,-9.92591907301277644e-04,-9.92591907301277644e-04,7.88000000000000000e+02,6.15160000000000000e+04
4.00000000000000000e+00,3.51375707969112465e-06,2.41001211823165782e-07,-2.45566153783587278e-04,-9.86899614544864499e-04,-9.86899614544864499e-04,7.88000000000000000e+02,6.79090000000000000e+04
5.00000000000000000e+00,4.95390847327350407e-08,1.44400537337600107e-07,-2.45556503397954416e-04,-9.86814004210783118e-04,-9.86814004210783118e-04,7.88000000000000000e+02,7.40400000000000000e+04
6.00000000000000000e+00,3.33443832209307867e-08,8.50394580329425722e-08,-2.45558005055422439e-04,-9.86821780823689699e-04,-9.86821780823689699e-04,7.88000000000000000e+02,7.99840000000000000e+04
7.00000000000000000e+00,2.19528027437401988e-08,4.86804160325512546e-08,-2.45558920585953330e-04,-9.86826512852624627e-04,-9.86826512852624627e-04,7.88000000000000000e+02,8.60490000000000000e+04
8.00000000000000000e+00,1.43077935826208627e-08,2.28852441920599772e-08,-2.45559517086166540e-04,-9.86829440507422688e-04,-9.86829440507422688e-04,7.88000000000000000e+02,9.21600000000000000e+04
9.00000000000000000e+00,7.44986693040990084e-11,4.23053477882867510e-11,-2.45560183712127298e-04,-9.86833163081004975e-04,-9.86833163081004975e-04,7.88000000000000000e+02,9.81530000000000000e+04
