iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,3.03252449012237067e-08,1.49042408465214264e-09,7.87440528913614242e-09,0.00000000000000000e+00,1.01216878208197185e-02,4.69502781156690908e+04,-1.14693821183660184e+04,2.73016000000000000e+05,9.41100000000000000e+03,0.00000000000000000e+00
