iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.82803431045260943e-15,0.00000000000000000e+00,0.00000000000000000e+00,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
