iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,8.35950675591708575e-02,7.04099564609495299e-01,6.11130360303211830e+01,6.11130360303211830e+01,7.88000000000000000e+02,1.40400000000000000e+04
1.00000000000000000e+00,6.00054033241497087e-01,5.00603798063156483e-02,7.03951983880938048e-01,6.10950612997579441e+01,6.10950612997579441e+01,7.87000000000000000e+02,2.18930000000000000e+04
2.00000000000000000e+00,7.60723042513402128e-05,1.72357848455781046e-04,7.03733492599602384e-01,6.10683507711535540e+01,6.10683507711535540e+01,7.87000000000000000e+02,2.97020000000000000e+04
3.00000000000000000e+00,2.70200536512730398e-06,6.39836554922755612e-07,7.03736162058776871e-01,6.10686039406139116e+01,6.10686039406139116e+01,7.87000000000000000e+02,3.68640000000000000e+04
4.00000000000000000e+00,2.87449580690954059e-07,3.48125598147631967e-07,7.03736181579949438e-01,6.10686071865136526e+01,6.10686071865136526e+01,7.87000000000000000e+02,4.33830000000000000e+04
5.00000000000000000e+00,1.10563712784728404e-07,1.50769389697600453e-07,7.03736187799856139e-01,6.10686089161431482e+01,6.10686089161431482e+01,7.87000000000000000e+02,4.97610000000000000e+04
6.00000000000000000e+00,3.95572837978123812e-08,4.65808285269005474e-08,7.03736190976995135e-01,6.10686098938678938e+01,6.10686098938678938e+01,7.87000000000000000e+02,5.60360000000000000e+04
7.00000000000000000e+00,1.62036809730806030e-08,1.33153521268405403e-08,7.03736191941260580e-01,6.10686102521427827e+01,6.10686102521427827e+01,7.87000000000000000e+02,6.21360000000000000e+04
8.00000000000000000e+00,1.53136940824871843e-08,2.55594379770253453e-09,7.03736192212740863e-01,6.10686103952208583e+01,6.10686103952208583e+01,7.87000000000000000e+02,6.82710000000000000e+04
9.00000000000000000e+00,2.68357692341490326e-10,1.85517011161518811e-10,7.03736192207161770e-01,6.10686104833497012e+01,6.10686104833497012e+01,7.87000000000000000e+02,7.44460000000000000e+04
1.00000000000000000e+01,1.04074592976709645e-11,2.73715808654838094e-12,7.03736192198255450e-01,6.10686104804454573e+01,6.10686104804454573e+01,7.87000000000000000e+02,8.05090000000000000e+04
