y,z,n_c,n_p,S_c,S_p,M_eff,v_x,L_s,rho,p_y,p_3,p_t,conservation_residual,homo_a,homo_b,volume_factor
-3.00000000000000000e+00,1.52299797447126292e-08,2.24730021931362381e-06,1.47557663042448638e+02,0.00000000000000000e+00,0.00000000000000000e+00,1.00000000000000000e+00,8.82373212740006074e-02,6.51004598117841748e+00,-5.29931535843497947e+00,-1.87320738029510636e+01,1.09876318100303010e+01,6.51004598117841748e+00,4.88955483977093763e-03,2.58089222095682640e-04,0.00000000000000000e+00,1.52299797447126292e-08
-2.99000000000000021e+00,1.61717490960814157e-08,2.29299684289068361e-06,1.41790280647274017e+02,-7.67365668995410770e-09,-4.74510001630776945e-01,1.00425625204511793e+00,8.47885110207089454e-02,6.01008313155730534e+00,-4.84118941035907735e+00,-1.71498100243003506e+01,1.02711263780775468e+01,6.01008313155730534e+00,-2.72632105693659810e-03,2.61654374866480738e-04,-2.07674851475985163e-05,1.61717490960814157e-08
-2.97999999999999998e+00,1.71717542117811704e-08,2.34020109091681786e-06,1.36282004858377036e+02,-1.53461597297975175e-08,-8.93686197725148457e-01,1.00801617178415803e+00,8.14946426323887169e-02,5.54954427704053188e+00,-4.41067463448354324e+00,-1.56937504317696579e+01,9.60846467971237317e+00,5.54954427704053188e+00,-6.61050629904735843e-04,2.67170477454106421e-04,-4.14545970314019504e-05,1.71717542117811704e-08
-2.97000000000000020e+00,1.82335961903634286e-08,2.38892240835316920e-06,1.31017621724875653e+02,-2.30614833727660998e-08,-1.26477975776134843e+00,1.01134480062955578e+00,7.83466184151829503e-02,5.12521912252996170e+00,-4.00635651069129395e+00,-1.43538963731424474e+01,8.99599209737026584e+00,5.12521912252996170e+00,-6.18069558271372443e-05,2.74621637823373719e-04,-6.22071969933064151e-05,1.82335961903634286e-08
-2.95999999999999996e+00,1.93610988098781699e-08,2.43917817697448082e-06,1.25983457908390747e+02,-3.08621701593500484e-08,-1.59402988758075792e+00,1.01429810290248956e+00,7.53362619344837420e-02,4.73416528772184808e+00,-3.62678530311174985e+00,-1.31210688029174491e+01,8.43026954831981357e+00,4.73416528772184808e+00,-1.99684884982787025e-04,2.84005551061927198e-04,-8.31642082684693433e-05,1.93610988098781699e-08
-2.95000000000000018e+00,2.05583222976044118e-08,2.49099125954827353e-06,1.21167049698337493e+02,-3.87904048578147188e-08,-1.88684681056560866e+00,1.01692460713435562e+00,7.24561200919530413e-02,4.37367982195614058e+00,-3.27050209980072371e+00,-1.19867910044746253e+01,7.90805822062712238e+00,4.37367982195614058e+00,-1.48147816791066589e-04,2.95332430412737499e-04,-1.04458813825668770e-04,2.05583222976044118e-08
-2.93999999999999995e+00,2.18295779512547846e-08,2.54439026137740938e-06,1.16557006601731203e+02,-4.68882765627644596e-08,-2.14792409947024598e+00,1.01926641365906412e+00,6.96993815539709155e-02,4.04128402172123646e+00,-2.93606711402359144e+00,-1.09432495993164487e+01,7.42631940388505996e+00,4.04128402172123646e+00,-1.46650390341562797e-04,3.08624229724871794e-04,-1.26219464628972699e-04,2.18295779512547813e-08
-2.93000000000000016e+00,2.31794436643030764e-08,2.59940914216988894e-06,1.12142861572344131e+02,-5.51982141242317526e-08,-2.38134335420821142e+00,1.02136013354644284e+00,6.70597871918942878e-02,3.73470512812721145e+00,-2.62207731030211377e+00,-9.98324018514813361e+00,6.98220708320821792e+00,3.73470512812721145e+00,-1.33214954413318765e-04,3.23913938365899524e-04,-1.48570797969912880e-04,2.31794436643030731e-08
-2.91999999999999993e+00,2.46127804113463500e-08,2.65608708789664761e-06,1.07914954893605071e+02,-6.37633340933038494e-08,-2.59065952840944869e+00,1.02323765396512112e+00,6.45315606458304603e-02,3.45185965510526671e+00,-2.32717914298063189e+00,-9.10012159498477757e+00,6.57306021643127192e+00,3.45185965510526671e+00,-1.23879289798622949e-04,3.41244990146577346e-04,-1.71634451202882908e-04,2.46127804113463467e-08
-2.91000000000000014e+00,2.61347497528632502e-08,2.71446838296320043e-06,1.03864334215245776e+02,-7.26277801945339703e-08,-2.77897362252634839e+00,1.02492679022258226e+00,6.21093485477364551e-02,3.19083750331744653e+00,-2.05007686058541605e+00,-8.28777231341413589e+00,6.19639378300393950e+00,3.19083750331744653e+00,-1.14426383348131822e-04,3.60670757172137815e-04,-1.95529790604942846e-04,2.61347497528632469e-08
