iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,6.52468392621611409e-02,3.68491870499181168e-02,6.52468392621611409e-02,2.15346153332918178e-03,1.47452133260230145e+00,1.27454534523129084e+02,1.27454534523129084e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,3.91600929981505627e-02,2.55362118528530968e-02,3.91600929981505627e-02,1.52151896954115062e-03,1.47449817099332714e+00,1.27451591338186375e+02,1.27451591338186375e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,4.37760638653340238e-05,7.13185430436889464e-03,2.06642234209879699e-04,4.06792605604907210e-04,1.47446933600938945e+00,1.27449948773780491e+02,1.27449948773780491e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,4.69129011383453344e-05,4.00703527332102547e-04,4.69129011383453344e-05,1.23034572140875070e-04,1.47447752113883501e+00,1.27449951995350489e+02,1.27449951995350489e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,3.00446341019967407e-07,1.93698954738587777e-05,5.61267762636443593e-07,2.34479626226580251e-05,1.47447740482543321e+00,1.27449952027459574e+02,1.27449952027459574e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,2.95469791655332842e-07,5.46267552740702058e-06,2.95469791655332842e-07,8.56890307228871070e-06,1.47447698599523447e+00,1.27449952028810955e+02,1.27449952028810955e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,1.58883452264987381e-07,2.01868196044791318e-06,1.58883452264987381e-07,3.45741150065137504e-06,1.47447682793519541e+00,1.27449952029013303e+02,1.27449952029013303e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,2.25548262113415892e-08,4.77295327626278011e-07,2.25548262113415892e-08,4.91960992240099924e-07,1.47447672697358856e+00,1.27449952029055993e+02,1.27449952029055993e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,6.30415260729588313e-09,7.30285149505512216e-08,6.30415260729588313e-09,4.51205401930110384e-08,1.47447671095404687e+00,1.27449952029057542e+02,1.27449952029057542e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,1.32702819714058517e-10,5.35320236995517890e-09,1.55115259337255145e-10,5.82399121521840877e-09,1.47447671080827036e+00,1.27449952029057869e+02,1.27449952029057869e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,2.51164056506590924e-11,1.21494710430767449e-09,3.52045041560239130e-11,1.39318704720873642e-09,1.47447671074957509e+00,1.27449952029058096e+02,1.27449952029058096e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
