iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.27037796891990037e-02,9.76199983268609545e-02,2.27037796891990037e-02,4.35906044041948562e-02,1.47248229421459809e+00,1.27537958111044645e+02,1.27537958111044645e+02,8.70000000000000000e+01,2.90000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,1.48832718348444956e-02,6.26776697802368943e-02,1.48832718348444956e-02,3.24801329454729171e-02,1.47356453684153066e+00,1.27549728467501112e+02,1.27549728467501112e+02,8.60000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,3.67993252316314379e-04,4.60155560898242808e-03,3.67993252316314379e-04,9.63939966344184995e-03,1.47572950823948745e+00,1.27560555317729211e+02,1.27560555317729211e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,3.00321840790847013e-05,1.44878873481250610e-03,4.47150714923643845e-05,1.78686769859096972e-03,1.47587070575540791e+00,1.27560816386100711e+02,1.27560816386100711e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,3.80708191341465798e-05,5.34746445480282552e-04,3.80708191341465798e-05,1.18595469743384041e-03,1.47588900837086623e+00,1.27560821003392661e+02,1.27560821003392661e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,1.13223541972315902e-06,1.68401333225541225e-05,1.13223541972315902e-06,6.62445176769684425e-05,1.47592380314549998e+00,1.27560825574548261e+02,1.27560825574548261e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,2.03879738918774466e-07,4.00271224550584815e-06,2.03879738918774466e-07,9.79491785813024762e-06,1.47592483275223829e+00,1.27560825577639335e+02,1.27560825577639335e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,2.49778812107521286e-07,2.70793023817704190e-06,2.49778812107521286e-07,6.62749967691074905e-06,1.47592476961992913e+00,1.27560825577753491e+02,1.27560825577753491e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,2.22271519879516230e-09,3.78062496193038094e-08,2.22271519879516230e-09,1.78619285288543012e-07,1.47592457867989357e+00,1.27560825577893596e+02,1.27560825577893596e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,4.13197759034213984e-10,6.22736622894582007e-09,4.13197759034213984e-10,2.72558106454804764e-08,1.47592457626979900e+00,1.27560825577894235e+02,1.27560825577894235e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,1.65678013854848783e-11,5.29127100682254865e-10,1.65678013854848783e-11,1.32417439976014362e-09,1.47592457607518091e+00,1.27560825577895329e+02,1.27560825577895329e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
