iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,3.48929764609675064e-02,1.19603970788747481e-02,3.48929764609675064e-02,9.46737842228845272e-04,1.47408777659707146e+00,1.27420025569039893e+02,1.27420025569039893e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,2.09373784005370232e-02,8.49008576112546265e-03,2.09373784005370232e-02,5.68132838066194080e-04,1.47408069235528583e+00,1.27419610541918104e+02,1.27419610541918104e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,1.09022171853372245e-05,2.14806986907356556e-03,6.00938398980893529e-05,1.04186283861551487e-04,1.47407160546096527e+00,1.27419378178859688e+02,1.27419378178859688e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,1.59254346993429050e-05,1.24599600782515104e-04,1.59254346993429050e-05,3.13154427876346161e-05,1.47407374461742235e+00,1.27419378411567664e+02,1.27419378411567664e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,1.06777150129734338e-07,7.47710775456853097e-06,2.09181157597637026e-07,5.90564282380394000e-06,1.47407373370792505e+00,1.27419378413538809e+02,1.27419378413538809e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,4.82862393055018015e-08,2.01629575692073787e-06,5.64082852763244940e-08,2.79781143304920964e-06,1.47407364435962518e+00,1.27419378413616769e+02,1.27419378413616769e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,3.95356434859810832e-08,5.64343199043846601e-07,3.95356434859810832e-08,9.66703853707192143e-07,1.47407358895913077e+00,1.27419378413637190e+02,1.27419378413637190e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,1.24160205442116044e-08,2.20101812680060837e-07,1.24160205442116044e-08,2.73311538882362980e-07,1.47407356560118008e+00,1.27419378413640445e+02,1.27419378413640445e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,2.37623085573348499e-09,2.15688313973762082e-08,2.37623085573348499e-09,1.79261558190072882e-08,1.47407355663283468e+00,1.27419378413640743e+02,1.27419378413640743e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,3.76100154341866274e-11,2.24443964537563443e-09,6.27908493151628341e-11,1.68774046590177318e-09,1.47407355637647686e+00,1.27419378413641624e+02,1.27419378413641624e+02,8.80000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
