y,z,W6,n_c,S_c,n_p,S_p,M_eff,v_x,rho,p_y,p_3,p_t,L_s
-3.00000000000000000e+00,1.52299797447126292e-08,1.52299797447126292e-08,3.02922528257372887e-05,0.00000000000000000e+00,1.98898838563812319e+03,0.00000000000000000e+00,1.00000000000000000e+00,-1.96435284405074517e-01,2.70302694555678545e+03,2.69149405201438867e+03,-1.91522535089420785e+02,-1.95366832936886709e+02,-1.95366832936886709e+02
-2.95000000000000018e+00,2.05583222976044118e-08,2.05583222976044118e-08,3.40743668671725182e-05,4.57999650600665431e-06,1.65744881191706395e+03,2.22780654943829887e+02,1.33003195214586367e+00,-1.63691970806217502e-01,2.18835687153697245e+03,1.95626444587506785e+03,-9.57890540184266968e+01,-9.88929775911187789e+01,-9.88929775911187789e+01
-2.89999999999999991e+00,2.77508324224075661e-08,2.77508324224075628e-08,3.92163991193189259e-05,9.60336461774295812e-06,1.41316118098329230e+03,3.46056812695415431e+02,1.51265584741206283e+00,-1.39565781530495897e-01,1.79080344439815917e+03,1.43665696680233987e+03,-7.21377702842948398e+00,-9.91033199523127095e+00,-9.91033199523127095e+00
-2.85000000000000009e+00,3.74597055629524578e-08,3.74597055629524512e-08,4.55445450171088938e-05,1.51587498630791073e-05,1.21582762951965969e+03,4.04668153026570224e+02,1.59948392084713631e+00,-1.20076843040799436e-01,1.48289819373275486e+03,1.07068105968314785e+03,5.08160505580279249e+01,4.82997235503488156e+01,4.82997235503488156e+01
-2.79999999999999982e+00,5.05653134833554077e-08,5.05653134833553878e-08,5.29269014801412013e-05,2.13088772948573958e-05,1.04670371513791133e+03,4.21412937583619566e+02,1.62428999719617218e+00,-1.03373927900035675e-01,1.23941378290841385e+03,8.10530992783503393e+02,7.99309947264320897e+01,7.74410438793352398e+01,7.74410438793352398e+01
-2.75000000000000000e+00,6.82560337633487521e-08,6.82560337633486991e-08,6.12485020472698936e-05,2.80936012581381603e-05,8.97334618938236304e+02,4.11591469781877606e+02,1.60974026803605352e+00,-8.86220263277705672e-02,1.04161298243263741e+03,6.22335534242717586e+02,8.82821554595258391e+01,8.57201626568450195e+01,8.57201626568450195e+01
-2.70000000000000018e+00,9.21360083456611503e-08,9.21360083456610180e-08,7.04021059093539673e-05,3.55293937105743198e-05,7.64110657423216139e+02,3.85618981639413676e+02,1.57126407733671369e+00,-7.54646409158000880e-02,8.76883324540428703e+02,4.83192125458634735e+02,8.40042185257347427e+01,8.13134793782745220e+01,8.13134793782745220e+01
-2.64999999999999991e+00,1.24370602360287510e-07,1.24370602360287193e-07,8.02866285655067289e-05,4.36078705773308307e-05,6.45543456748128506e+02,3.50628442330800169e+02,1.51942835579450874e+00,-6.37547777743660005e-02,7.37169107554927564e+02,3.78003522566443166e+02,7.33306579103172425e+01,7.04849436910892280e+01,7.04849436910892280e+01
-2.60000000000000009e+00,1.67882752999566821e-07,1.67882752999566027e-07,9.08099761150391434e-05,5.22943025400802119e-05,5.40913074705618442e+02,3.11493000952965133e+02,1.46145228906971414e+00,-5.34213344006692556e-02,6.17427688008721589e+02,2.96917906242195841e+02,6.04270264215413633e+01,5.74214328170211417e+01,5.74214328170211417e+01
-2.54999999999999982e+00,2.26618012776573347e-07,2.26618012776571415e-07,1.01894132333095895e-04,6.15263407237668074e-05,4.49629449506981473e+02,2.71498015404570765e+02,1.40220287551578537e+00,-4.44060354643370653e-02,5.14446118052470183e+02,2.33478949899606874e+02,4.77718960951194305e+01,4.46155118456886370e+01,4.46155118456886370e+01
