iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.33961147641270802e-02,8.74796382497440225e-03,2.33961147641270802e-02,7.68628101452195622e-03,1.38615326079363999e+00,1.12741681164552347e+03,1.12741681164552347e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,1.40375861987185515e-02,5.24873937624528979e-03,1.40375861987185515e-02,4.55914245300736987e-03,1.38615322217993819e+00,1.12741681154014009e+03,1.12741681154014009e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,3.15728940784278925e-07,9.24989331846715715e-07,3.15728940784278925e-07,3.25692294634638557e-04,1.38615316423955126e+00,1.12741681152745832e+03,1.12741681152745832e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,3.03436465357513202e-08,2.73351887905745471e-07,3.37998634770618840e-08,3.08994551879160362e-05,1.38615316411291389e+00,1.12741681152605179e+03,1.12741681152605179e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,5.59905012055082384e-09,6.93324335537591687e-08,8.57293068453003624e-09,6.10903965236886393e-06,1.38615316399549848e+00,1.12741681152603405e+03,1.12741681152603405e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,7.89755741317444686e-10,2.89841247863071128e-09,7.89755741317444686e-10,1.87962706799105206e-06,1.38615316395665733e+00,1.12741681152603155e+03,1.12741681152603155e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,4.55644920493908703e-10,8.63384440241082513e-10,4.55644920493908703e-10,1.01458183054958795e-06,1.38615316395535904e+00,1.12741681152602973e+03,1.12741681152602973e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,2.63575090202109206e-10,4.88294168942341476e-10,2.63575090202109206e-10,5.47888101998239563e-07,1.38615316395511123e+00,1.12741681152602814e+03,1.12741681152602814e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,1.51488402141312596e-10,2.75809715876637198e-10,1.51488402141312596e-10,2.94291844005201142e-07,1.38615316395499266e+00,1.12741681152603041e+03,1.12741681152603041e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,9.13446891517372212e-13,2.53636969566079898e-12,9.13446891517372212e-13,2.04219774424529987e-09,1.38615316395483301e+00,1.12741681152602473e+03,1.12741681152602473e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
