iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.20219043922785275e-02,7.77148836721792882e-03,1.38758260662402044e+00,1.12849277423668877e+03,1.12849277423668877e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,1.32125459006448755e-02,4.66230935917295169e-03,1.38758227216174146e+00,1.12849277842517949e+03,1.12849277842517949e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,8.21538357301170617e-07,1.13150812071177304e-05,1.38758173744213020e+00,1.12849278025769831e+03,1.12849278025769831e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,2.66378390992171636e-07,3.49265449813723706e-06,1.38758168975816965e+00,1.12849278028470621e+03,1.12849278028470621e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,3.58043390105683041e-08,1.36167875583538575e-07,1.38758167128635512e+00,1.12849278029174593e+03,1.12849278029174593e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,3.91998089786085822e-09,1.56132697366272073e-08,1.38758167143461408e+00,1.12849278029181824e+03,1.12849278029181824e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,1.31302433671978838e-09,4.68060875677519656e-09,1.38758167145369771e+00,1.12849278029181687e+03,1.12849278029181687e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,7.89485073201505254e-10,2.74910246165326784e-09,1.38758167145613243e+00,1.12849278029181824e+03,1.12849278029181824e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,4.37322980499621675e-10,1.50691353548940994e-09,1.38758167145729794e+00,1.12849278029181937e+03,1.12849278029181937e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.10033901331324041e-11,1.99260144949332756e-11,1.38758167145823097e+00,1.12849278029182210e+03,1.12849278029182210e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
