iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.22654025162872873e-02,5.82170348196862225e-03,7.54528355571301934e-01,5.21607703786523302e+02,5.21607703786523302e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
2.00000000000000000e+00,1.33593218706000664e-02,3.49236940682129014e-03,7.54528111691104120e-01,5.21607704959146190e+02,5.21607704959146190e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
3.00000000000000000e+00,1.42582379909094917e-07,6.68221695833803311e-06,7.54527731116561573e-01,5.21607705685723317e+02,5.21607705685723317e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
4.00000000000000000e+00,3.74794963541629828e-09,3.66909476124676010e-08,7.54527706880755988e-01,5.21607705687588123e+02,5.21607705687588123e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
5.00000000000000000e+00,2.29427267210149276e-09,1.86986142414758785e-08,7.54527706862690106e-01,5.21607705687589373e+02,5.21607705687589373e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
6.00000000000000000e+00,1.21450461582265167e-09,9.84763414489088908e-09,7.54527706867714976e-01,5.21607705687591306e+02,5.21607705687591306e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
7.00000000000000000e+00,5.18340310822466434e-10,4.18075891497472071e-09,7.54527706871145121e-01,5.21607705687584485e+02,5.21607705687584485e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
8.00000000000000000e+00,1.81415514132413173e-10,1.45290320969424452e-09,7.54527706872896164e-01,5.21607705687592443e+02,5.21607705687592443e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
9.00000000000000000e+00,2.62235629565698249e-11,2.01359207828358393e-10,7.54527706873758475e-01,5.21607705687587782e+02,5.21607705687587782e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
1.00000000000000000e+01,4.78337762587336803e-13,1.83427339061057226e-12,7.54527706873975967e-01,5.21607705687586076e+02,5.21607705687586076e+02,1.32100000000000000e+03,3.00000000000000000e+02,1.66000000000000000e+02
