iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.38119299741739524e-02,0.00000000000000000e+00,2.38119299741739524e-02,0.00000000000000000e+00,-9.82534421410706039e-15,0.00000000000000000e+00,0.00000000000000000e+00,1.28000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
