excitation,eps_hole,eps_particle,k_hole,k_particle
4.30943911466929397e-01,-2.45560183712127298e-04,4.30698351283217262e-01,0.00000000000000000e+00,2.50000000000000000e-01
4.30943911466929397e-01,-2.45560183712127298e-04,4.30698351283217262e-01,0.00000000000000000e+00,2.50000000000000000e-01
5.88183503308727262e-01,-2.45560183712127298e-04,5.87937943125015128e-01,0.00000000000000000e+00,3.53553390593273786e-01
5.88183503308727262e-01,-2.45560183712127298e-04,5.87937943125015128e-01,0.00000000000000000e+00,3.53553390593273786e-01
7.04331684434379657e-01,-2.45560183712127298e-04,7.04086124250667522e-01,0.00000000000000000e+00,4.33012701892219298e-01
7.04331684434379657e-01,-2.45560183712127298e-04,7.04086124250667522e-01,0.00000000000000000e+00,4.33012701892219298e-01
7.99880627936854660e-01,-2.45560183712127298e-04,7.99635067753142526e-01,0.00000000000000000e+00,5.00000000000000000e-01
7.99880627936854660e-01,-2.45560183712127298e-04,7.99635067753142526e-01,0.00000000000000000e+00,5.00000000000000000e-01
8.82556060360114802e-01,-2.45560183712127298e-04,8.82310500176402668e-01,0.00000000000000000e+00,5.59016994374947451e-01
8.82556060360114802e-01,-2.45560183712127298e-04,8.82310500176402668e-01,0.00000000000000000e+00,5.59016994374947451e-01
9.56244568273957762e-01,-2.45560183712127298e-04,9.55999008090245628e-01,0.00000000000000000e+00,6.12372435695794470e-01
9.56244568273957762e-01,-2.45560183712127298e-04,9.55999008090245628e-01,0.00000000000000000e+00,6.12372435695794470e-01
