iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.22729694410416408e-02,5.80979884813405140e-03,7.03541780911911663e-01,6.10581623880052362e+01,6.10581623880052362e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,1.33635640724869362e-02,3.48633614935417446e-03,7.03542053790959021e-01,6.10581622963350341e+01,6.10581622963350341e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,3.20228120572609319e-07,4.72496541946975568e-06,7.03542453761274555e-01,6.10581622433906119e+01,6.10581622433906119e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,9.58194898914648509e-09,9.50978749507988261e-08,7.03542439587538149e-01,6.10581622436297735e+01,6.10581622436297735e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,4.53550205682544705e-09,5.38441567102812504e-08,7.03542439384064466e-01,6.10581622436261213e+01,6.10581622436261213e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,9.79899904761389193e-10,2.00013457123589859e-08,7.03542439234240202e-01,6.10581622436251834e+01,6.10581622436251834e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,4.72497221571931431e-10,4.56293731184459516e-09,7.03542439166806144e-01,6.10581622436261782e+01,6.10581622436261782e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,3.92824507225783954e-10,1.24842770801814343e-09,7.03542439152696208e-01,6.10581622436263842e+01,6.10581622436263842e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,2.48660858428798812e-10,4.84975116541994910e-10,7.03542439149755006e-01,6.10581622436253824e+01,6.10581622436253824e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.36133558067013267e-12,2.64677515672161289e-12,7.03542439148238996e-01,6.10581622436266684e+01,6.10581622436266684e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
