iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.14211539459811873e-02,1.62237818119249683e-03,7.03503636372919794e-01,6.10546591413025084e+01,6.10546591413025084e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,6.85263731168540488e-03,9.73471812128400612e-04,7.03503705110688271e-01,6.10546591388110187e+01,6.10546591388110187e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,8.15472561240272868e-08,1.18862796262721365e-06,7.03503805871873444e-01,6.10546591373144594e+01,6.10546591373144594e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,2.58633421045542294e-09,2.38545876398379961e-08,7.03503802322399507e-01,6.10546591373299918e+01,6.10546591373299918e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.27232805920386072e-09,1.38324371387672353e-08,7.03503802267888001e-01,6.10546591373299989e+01,6.10546591373299989e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,4.49214685828892491e-10,6.46785352879242587e-09,7.03503802235198483e-01,6.10546591373279171e+01,6.10546591373279171e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,1.00243448103417346e-10,2.17255230150449866e-09,7.03503802216392748e-01,6.10546591373287413e+01,6.10546591373287413e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,8.72682732353756693e-11,6.36587311814376504e-10,7.03503802209733298e-01,6.10546591373294802e+01,6.10546591373294802e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,6.74239725267706154e-11,1.64991151338493437e-10,7.03503802207745665e-01,6.10546591373312779e+01,6.10546591373312779e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,9.75794039083824422e-13,5.04036217678258652e-13,7.03503802207180784e-01,6.10546591373274623e+01,6.10546591373274623e+01,3.30000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
