node,k,t,a,H,K,u_re_0,u_re_1,u_re_2,u_re_3,u_re_4,u_re_5,u_re_6,u_re_7,u_re_8,u_re_9,u_re_10,u_re_11,u_re_12,u_re_13,u_re_14,u_re_15,u_im_0,u_im_1,u_im_2,u_im_3,u_im_4,u_im_5,u_im_6,u_im_7,u_im_8,u_im_9,u_im_10,u_im_11,u_im_12,u_im_13,u_im_14,u_im_15,E,eps,p1,s,norm_hilbert,norm_krein,beta2,beta2_adiabatic
1.00000000000000000e+00,3.88189664018954161e-01,1.00000000000000000e+01,1.00000000000000000e+00,5.00000000000000028e-02,3.88189664018954161e-01,4.99996136627859411e-01,0.00000000000000000e+00,1.80938596593237799e-01,0.00000000000000000e+00,-4.66108743648576629e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.83232722371025987e-03,0.00000000000000000e+00,-7.11290489344868718e-04,0.00000000000000000e+00,1.96554247346176960e-03,0.00000000000000000e+00,0.00000000000000000e+00,1.83232722371025987e-03,0.00000000000000000e+00,7.11290489344868718e-04,0.00000000000000000e+00,1.96554247346176960e-03,0.00000000000000000e+00,0.00000000000000000e+00,-4.99996136627859411e-01,0.00000000000000000e+00,1.80938596593237799e-01,0.00000000000000000e+00,-4.66108743648576629e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.07270276183626412e+00,1.07266960796462829e+00,1.40473729741547676e-01,9.32195878223080365e-01,9.99999999999999889e-01,9.99999999999999889e-01,1.54534288599288478e-05,6.16308725009737806e-33
1.00000000000000000e+00,3.88189664018954161e-01,1.16591440117983165e+01,1.07977516232770965e+00,4.28847949295447090e-02,3.59509717913977511e-01,-9.94413494432604822e-02,0.00000000000000000e+00,-3.33754725882520614e-02,0.00000000000000000e+00,9.37149966980031640e-02,0.00000000000000000e+00,2.80014240696223760e-03,0.00000000000000000e+00,0.00000000000000000e+00,-4.89966381103026705e-01,0.00000000000000000e+00,1.71675227624689120e-01,0.00000000000000000e+00,-4.58945741284130626e-01,0.00000000000000000e+00,6.04339404909350671e-03,-4.89966381103026705e-01,0.00000000000000000e+00,-1.71675227624689120e-01,0.00000000000000000e+00,4.58945741284130626e-01,0.00000000000000000e+00,6.04339404909350671e-03,0.00000000000000000e+00,0.00000000000000000e+00,9.94413494432604822e-02,0.00000000000000000e+00,-3.33754725882520614e-02,0.00000000000000000e+00,9.37149966980031640e-02,0.00000000000000000e+00,-2.80014240696223760e-03,1.06266045248451202e+00,1.06263993297766435e+00,1.21367585619655535e-01,9.41272347358008687e-01,9.99999999997699729e-01,9.99999999997699729e-01,9.65477935841216979e-06,1.59679906728227300e-07
1.00000000000000000e+00,3.88189664018954161e-01,1.35935639087852582e+01,1.16591440117983169e+00,3.67821127229820619e-02,3.32948682704434173e-01,-3.89843360691232599e-01,0.00000000000000000e+00,-1.32987814824019335e-01,0.00000000000000000e+00,3.66561554541865176e-01,0.00000000000000000e+00,8.67676695445457509e-03,0.00000000000000000e+00,0.00000000000000000e+00,3.12841329266664581e-01,0.00000000000000000e+00,-1.05021724484737164e-01,0.00000000000000000e+00,2.94817409978458012e-01,0.00000000000000000e+00,-8.78467659168510363e-03,3.12841329266664581e-01,0.00000000000000000e+00,1.05021724484737164e-01,0.00000000000000000e+00,-2.94817409978458012e-01,0.00000000000000000e+00,-8.78467659168510363e-03,0.00000000000000000e+00,0.00000000000000000e+00,3.89843360691232599e-01,0.00000000000000000e+00,-1.32987814824019335e-01,0.00000000000000000e+00,3.66561554541865176e-01,0.00000000000000000e+00,-8.67676695445457509e-03,1.05397097935124284e+00,1.05395394948632348e+00,1.05117369833807789e-01,9.48836579652515777e-01,9.99999999999882427e-01,9.99999999999882427e-01,8.07890593243697898e-06,5.97741102052503818e-08
1.00000000000000000e+00,3.88189664018954161e-01,1.58489319246111364e+01,1.25892541179416728e+00,3.15478672240096583e-02,3.08350010558387788e-01,4.97330111111011108e-01,0.00000000000000000e+00,1.63439954759550976e-01,0.00000000000000000e+00,-4.70041682607733935e-01,0.00000000000000000e+00,-1.77359178737282949e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.84534964841998386e-02,0.00000000000000000e+00,-1.69045099922867786e-02,0.00000000000000000e+00,4.54140434449140998e-02,0.00000000000000000e+00,-6.75631964530301653e-04,4.84534964841998386e-02,0.00000000000000000e+00,1.69045099922867786e-02,0.00000000000000000e+00,-4.54140434449140998e-02,0.00000000000000000e+00,-6.75631964530301653e-04,0.00000000000000000e+00,0.00000000000000000e+00,-4.97330111111011108e-01,0.00000000000000000e+00,1.63439954759550976e-01,0.00000000000000000e+00,-4.70041682607733935e-01,0.00000000000000000e+00,1.77359178737282949e-02,1.04646057212460608e+00,1.04645135376611065e+00,9.09452326673139411e-02,9.55506121098796735e-01,1.00000000000243960e+00,1.00000000000243960e+00,4.40454293927959027e-06,2.29418889666935285e-08
1.00000000000000000e+00,3.88189664018954161e-01,1.84784979742229112e+01,1.35935639087852578e+00,2.70584763273231804e-02,2.85568719596834109e-01,-4.39304032022170055e-01,0.00000000000000000e+00,-1.39795406792587729e-01,0.00000000000000000e+00,4.16975516441779881e-01,0.00000000000000000e+00,2.05743656344252734e-02,0.00000000000000000e+00,0.00000000000000000e+00,-2.37662333280645843e-01,0.00000000000000000e+00,7.64401326448444635e-02,0.00000000000000000e+00,-2.25267771885633294e-01,0.00000000000000000e+00,1.02605199029195404e-02,-2.37662333280645843e-01,0.00000000000000000e+00,-7.64401326448444635e-02,0.00000000000000000e+00,2.25267771885633294e-01,0.00000000000000000e+00,1.02605199029195404e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.39304032022170055e-01,0.00000000000000000e+00,-1.39795406792587729e-01,0.00000000000000000e+00,4.16975516441779881e-01,0.00000000000000000e+00,-2.05743656344252734e-02,1.03997571779930276e+00,1.03997083923423750e+00,7.84620103445550637e-02,9.61508828889682365e-01,1.00000000000509415e+00,1.00000000000509415e+00,2.34552128463760061e-06,4.29951288774779352e-08
1.00000000000000000e+00,3.88189664018954161e-01,2.15443469003188426e+01,1.46779926762206969e+00,2.32079441680638904e-02,2.64470539386388093e-01,4.47755038453460208e-01,0.00000000000000000e+00,1.38489745575861134e-01,0.00000000000000000e+00,-4.26547778569964675e-01,0.00000000000000000e+00,-2.52555453748150791e-02,0.00000000000000000e+00,0.00000000000000000e+00,2.20768895085787814e-01,0.00000000000000000e+00,-6.89138187789316708e-02,0.00000000000000000e+00,2.10067771328008801e-01,0.00000000000000000e+00,-1.17761594763437817e-02,2.20768895085787814e-01,0.00000000000000000e+00,6.89138187789316708e-02,0.00000000000000000e+00,-2.10067771328008801e-01,0.00000000000000000e+00,-1.17761594763437817e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.47755038453460208e-01,0.00000000000000000e+00,1.38489745575861134e-01,0.00000000000000000e+00,-4.26547778569964675e-01,0.00000000000000000e+00,2.52555453748150791e-02,1.03438129633289821e+00,1.03437823237279813e+00,6.76801486189849144e-02,9.66698083753813053e-01,1.00000000000820233e+00,1.00000000000820233e+00,1.48106341220714820e-06,4.47308411801407974e-08
1.00000000000000000e+00,3.88189664018954161e-01,2.51188643150958022e+01,1.58489319246111360e+00,1.99053585276748601e-02,2.44931119564057720e-01,-4.96987695006910757e-01,0.00000000000000000e+00,-1.49814455480794945e-01,0.00000000000000000e+00,4.74963649894278694e-01,0.00000000000000000e+00,3.22191061890423278e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.41950051740165328e-02,0.00000000000000000e+00,-1.27691206599285650e-02,0.00000000000000000e+00,4.24512634507407741e-02,0.00000000000000000e+00,-3.45857321169212948e-03,4.41950051740165328e-02,0.00000000000000000e+00,1.27691206599285650e-02,0.00000000000000000e+00,-4.24512634507407741e-02,0.00000000000000000e+00,-3.45857321169212948e-03,0.00000000000000000e+00,0.00000000000000000e+00,4.96987695006910757e-01,0.00000000000000000e+00,-1.49814455480794945e-01,0.00000000000000000e+00,4.74963649894278694e-01,0.00000000000000000e+00,-3.22191061890423278e-02,1.02955876633191901e+00,1.02955581993977852e+00,5.83627232625125517e-02,9.71193096677266388e-01,1.00000000001157807e+00,1.00000000001157807e+00,1.43090620793056448e-06,4.29840224936416067e-08
1.00000000000000000e+00,3.88189664018954161e-01,2.92864456462523677e+01,1.71132830416178083e+00,1.70727443691680060e-02,2.26835296929826596e-01,1.67233827143820457e-01,0.00000000000000000e+00,4.94403134709534633e-02,0.00000000000000000e+00,-1.60199969574343237e-01,0.00000000000000000e+00,-1.18836823652209538e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.69757742226919239e-01,0.00000000000000000e+00,1.37444210672887146e-01,0.00000000000000000e+00,-4.50556005518326974e-01,0.00000000000000000e+00,3.49183157381601633e-02,-4.69757742226919239e-01,0.00000000000000000e+00,-1.37444210672887146e-01,0.00000000000000000e+00,4.50556005518326974e-01,0.00000000000000000e+00,3.49183157381601633e-02,0.00000000000000000e+00,0.00000000000000000e+00,-1.67233827143820457e-01,0.00000000000000000e+00,4.94403134709534633e-02,0.00000000000000000e+00,-1.60199969574343237e-01,0.00000000000000000e+00,1.18836823652209538e-02,1.02540443334971143e+00,1.02540216690108110e+00,5.00826499199067826e-02,9.75319516981174028e-01,1.00000000001539902e+00,1.00000000001539902e+00,1.10515633983306446e-06,6.47600454116781261e-08
1.00000000000000000e+00,3.88189664018954161e-01,3.41454887383360202e+01,1.84784979742229094e+00,1.46432228231261809e-02,2.10076416687368234e-01,4.96710105357301090e-01,0.00000000000000000e+00,1.41953197545202497e-01,0.00000000000000000e+00,-4.77717537787269331e-01,0.00000000000000000e+00,-4.05441418552426672e-02,0.00000000000000000e+00,0.00000000000000000e+00,4.03313340625011188e-02,0.00000000000000000e+00,-1.18569484219604570e-02,0.00000000000000000e+00,3.86607886131747000e-02,0.00000000000000000e+00,-2.93722569997121328e-03,4.03313340625011188e-02,0.00000000000000000e+00,1.18569484219604570e-02,0.00000000000000000e+00,-3.86607886131747000e-02,0.00000000000000000e+00,-2.93722569997121328e-03,0.00000000000000000e+00,0.00000000000000000e+00,-4.96710105357301090e-01,0.00000000000000000e+00,1.41953197545202497e-01,0.00000000000000000e+00,-4.77717537787269331e-01,0.00000000000000000e+00,4.05441418552426672e-02,1.02182782348505508e+00,1.02182670740502957e+00,4.32804401341141051e-02,9.78546267270915426e-01,1.00000000001964962e+00,1.00000000001964962e+00,5.46129239300971796e-07,4.93559731921506053e-08
1.00000000000000000e+00,3.88189664018954161e-01,3.98107170553497340e+01,1.99526231496887996e+00,1.25594321575478972e-02,1.94555703832359872e-01,4.15359844638541753e-01,0.00000000000000000e+00,1.15677340752350644e-01,0.00000000000000000e+00,-4.00652904458382420e-01,0.00000000000000000e+00,-3.71509956302791822e-02,0.00000000000000000e+00,0.00000000000000000e+00,2.74777835241800106e-01,0.00000000000000000e+00,-7.67326844656615464e-02,0.00000000000000000e+00,2.64968107753270843e-01,0.00000000000000000e+00,-2.43545529929440306e-02,2.74777835241800106e-01,0.00000000000000000e+00,7.67326844656615464e-02,0.00000000000000000e+00,-2.64968107753270843e-01,0.00000000000000000e+00,-2.43545529929440306e-02,0.00000000000000000e+00,0.00000000000000000e+00,-4.15359844638541753e-01,0.00000000000000000e+00,1.15677340752350644e-01,0.00000000000000000e+00,-4.00652904458382420e-01,0.00000000000000000e+00,3.71509956302791822e-02,1.01875017638953325e+00,1.01874987660910699e+00,3.71946373399201224e-02,9.81555239269186863e-01,1.00000000002451883e+00,1.00000000002451883e+00,1.47143731407664928e-07,5.40254141628019248e-08
