m,node,k,t0,a_end,beta2_initial,beta2_kink,beta2_adiabatic_kink,beta2_end,beta2_adiabatic_end,beta2_kink_tail_theory
1.00000000000000006e-01,3.80000000000000000e+01,1.04086226108091351e+00,-5.25826789971279052e+00,3.16227766016837904e+02,3.90624707031244115e-13,2.68678303725146709e-04,1.67782992738247511e-04,1.75839499459748904e-04,1.75834057250586336e-04,4.73761107247293734e-04
1.00000000000000006e-01,3.90000000000000000e+01,1.32740758536630099e+00,-5.01508951038062989e+00,3.16227766016837904e+02,3.90624707031244721e-13,1.20118044112581322e-04,4.99007590177744269e-05,5.11704925915483546e-05,5.11555298104740576e-05,1.11692253604754751e-04
1.00000000000000006e-01,4.00000000000000000e+01,1.68525527618748816e+00,-4.77640031499749806e+00,3.16227766016837904e+02,3.90624707031244721e-13,5.28795085762585667e-05,1.45831632323023433e-05,1.47824282972652668e-05,1.47864392733090968e-05,2.69017137771044847e-05
1.00000000000000006e-01,4.10000000000000000e+01,2.12878396580140450e+00,-4.54276645793122835e+00,3.16227766016837904e+02,3.90624707031244115e-13,2.30601565999400326e-05,4.21893715577322309e-06,4.24760075464244207e-06,4.25292747883512230e-06,6.65673586539871378e-06
1.00000000000000006e-01,4.20000000000000000e+01,2.67399945190777633e+00,-4.31474209283921972e+00,3.16227766016837904e+02,3.90624707031244721e-13,1.00267893889328335e-05,1.21801891642754203e-06,1.22799075509729821e-06,1.22388757450569166e-06,1.70013850924357837e-06
1.00000000000000006e-01,4.30000000000000000e+01,3.33825861500252241e+00,-4.09286806827519722e+00,3.16227766016837904e+02,3.90624707031244115e-13,4.37628007638752188e-06,3.53932772361850877e-07,3.55164414497726389e-07,3.54982923479069588e-07,4.49989101532694722e-07
1.00000000000000006e-01,4.40000000000000000e+01,4.13979687115265715e+00,-3.87767064485350899e+00,3.16227766016837904e+02,3.90624707031243458e-13,1.92988761414318044e-06,1.04417774088253782e-07,1.06683831733371687e-07,1.04613316859052788e-07,1.23877512309986950e-07
1.00000000000000006e-01,4.50000000000000000e+01,5.09702542480015275e+00,-3.66966024701341231e+00,3.16227766016837904e+02,3.90624707031243458e-13,8.65102634287397124e-07,3.15383681333473173e-08,3.03467212883918759e-08,3.15764581657817961e-08,3.55885815065249984e-08
1.00000000000000006e-01,4.60000000000000000e+01,6.22757563998749220e+00,-3.46933025234355652e+00,3.16227766016837904e+02,3.90624707031244115e-13,3.96297623167913246e-07,9.82953515777220316e-09,8.94352922781556046e-09,9.83737693747194685e-09,1.07033094569566172e-08
1.00000000000000006e-01,4.70000000000000000e+01,7.54708612615929475e+00,-3.27715582133754557e+00,3.16227766016837904e+02,3.90624707031243458e-13,1.86353533103226611e-07,3.18246006491384911e-09,2.61787200759457681e-09,3.18415221139646671e-09,3.37986393754930882e-09
1.00000000000000006e-01,4.80000000000000000e+01,9.06775392998833496e+00,-3.09359277035515978e+00,3.16227766016837904e+02,3.90624707031243458e-13,9.03024896497519963e-08,1.07655834348306224e-09,9.52677281142700741e-10,1.07700880011348506e-09,1.12375179724163837e-09
1.00000000000000006e-01,4.90000000000000000e+01,1.07967037162728214e+01,-2.91907649046057882e+00,3.16227766016837904e+02,3.90624707031244115e-13,4.52285834618286112e-08,3.82473713782488086e-10,5.22632281564479063e-10,3.82607508349706185e-10,3.94442675680909137e-10
1.00000000000000006e-01,5.00000000000000000e+01,1.27342657645902868e+01,-2.75402091469900112e+00,3.16227766016837904e+02,3.90624707031243458e-13,2.34803457433623448e-08,1.43331066801872110e-10,3.90663140381313875e-10,1.43350556123095551e-10,1.46530974563325316e-10
1.00000000000000006e-01,5.10000000000000000e+01,1.48722911947225658e+01,-2.59881753625585743e+00,3.16227766016837904e+02,3.90624707031243458e-13,1.26610843418705182e-08,5.67519680843387955e-11,4.27963236403807740e-11,5.67703540583878221e-11,5.77476344110020891e-11
1.00000000000000006e-01,5.20000000000000000e+01,1.71926658141778326e+01,-2.45383447981803604e+00,3.16227766016837904e+02,3.90624707031244115e-13,7.10458754098625403e-09,2.38869391847326030e-11,1.96068774936256892e-10,2.38916708663454970e-11,2.41970219581108187e-11
1.00000000000000006e-01,5.30000000000000000e+01,1.96662061374947257e+01,-2.31941562832215942e+00,3.16227766016837904e+02,3.90624707031243458e-13,4.15644243887402674e-09,1.07162967391735976e-11,1.50864644256538824e-10,1.07206104976950271e-11,1.08021842200695891e-11
1.00000000000000006e-01,5.40000000000000000e+01,2.22521261070736998e+01,-2.19587980712681263e+00,3.16227766016837904e+02,3.90624707031243458e-13,2.53896712127249574e-09,5.12109390161857655e-12,1.16759466754255757e-10,5.12461787498812949e-12,5.14773117750789387e-12
1.00000000000000006e-01,5.50000000000000000e+01,2.48982454983727131e+01,-2.08352002747267440e+00,3.16227766016837904e+02,3.90624707031244115e-13,1.62128960836719553e-09,2.60779115248149135e-12,7.00560019715835356e-11,2.60935015420653135e-12,2.62324906227195909e-12
1.00000000000000006e-01,5.60000000000000000e+01,2.75420678463661233e+01,-1.98260279086780078e+00,3.16227766016837904e+02,3.90624707031244115e-13,1.08339589383886157e-09,1.41863321995470639e-12,6.70802497150435861e-11,1.41832770955992724e-12,1.43178515070459928e-12
1.00000000000000006e-01,5.70000000000000000e+01,3.01127873630250846e+01,-1.89336745567125808e+00,3.16227766016837904e+02,3.90624707031244115e-13,7.58334557738520726e-10,8.29820542224417228e-13,7.00376182271318726e-11,8.30458168905916508e-13,8.38214395403563965e-13
1.00000000000000006e-01,5.80000000000000000e+01,3.25341953289832375e+01,-1.81602566638017882e+00,3.16227766016837904e+02,3.90624707031244115e-13,5.56651509040962498e-10,5.26882692587451481e-13,8.89819766628139855e-11,5.26943641278895923e-13,5.27015255318919260e-13
1.00000000000000006e-01,5.90000000000000000e+01,3.47283557754230685e+01,-1.75076084397574161e+00,3.16227766016837904e+02,3.90624707031244115e-13,4.29041285846493972e-10,3.57975237479337431e-13,7.01199822038292472e-11,3.58443212520526814e-13,3.56254436737331406e-13
1.00000000000000006e-01,6.00000000000000000e+01,3.66198205416665630e+01,-1.69772772786893467e+00,3.16227766016837904e+02,3.90624707031244115e-13,3.47018019342811803e-10,2.55275174520730867e-13,6.78136796678014754e-11,2.55610014982630810e-13,2.59161087153040243e-13
1.00000000000000006e-01,6.10000000000000000e+01,3.81400703290875143e+01,-1.65705192240558352e+00,3.16227766016837904e+02,3.90624707031243458e-13,2.94967568979795289e-10,2.05297005094725278e-13,5.82773359849541322e-11,2.05058045468740296e-13,2.03038846779898112e-13
1.00000000000000006e-01,6.20000000000000000e+01,3.92318231007019804e+01,-1.62882913530078843e+00,3.16227766016837904e+02,3.90624707031244115e-13,2.63393482180273405e-10,1.69886894311120872e-13,5.49623649050146355e-11,1.69708165737211707e-13,1.71410645043995999e-13
1.00000000000000006e-01,6.30000000000000000e+01,3.98529864484775231e+01,-1.61312002187448433e+00,3.16227766016837904e+02,3.90624707031243458e-13,2.47460305094337008e-10,1.53184744005688143e-13,5.59731004219761739e-11,1.52981126299347124e-13,1.55992547541064374e-13
5.00000000000000000e-01,0.00000000000000000e+00,1.00368889673331171e-03,-1.22023905360897889e+01,1.41421356237309510e+02,9.76544189672470034e-12,4.11905307865885612e-02,4.12651051309618419e-02,4.13371718396514862e-02,4.13371717877814362e-02,4.02950065676133944e-06
5.00000000000000000e-01,1.00000000000000000e+00,1.01958045378942029e-03,-1.21866814226634865e+01,1.41421356237309510e+02,9.76544189672466318e-12,4.11843326539060792e-02,4.12663502407702026e-02,4.13345685899470724e-02,4.13345685351666770e-02,4.15810804596598381e-06
5.00000000000000000e-01,2.00000000000000000e+00,1.04876576406032380e-03,-1.21584586355586914e+01,1.41421356237309510e+02,9.76544189672470034e-12,4.11730029121729069e-02,4.12688881079495279e-02,4.13297955018145646e-02,4.13297954416409416e-02,4.39956108503563590e-06
5.00000000000000000e-01,3.00000000000000000e+00,1.09230464290471915e-03,-1.21177828300953401e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.11562423835655014e-02,4.12732580805749705e-02,4.13227002994679057e-02,4.13227002311435873e-02,4.77242662502985003e-06
5.00000000000000000e-01,4.00000000000000000e+00,1.15179653936589815e-03,-1.20647497139885331e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.11336471357252320e-02,4.12803030483751277e-02,4.13130709905229834e-02,4.13130709108876434e-02,5.30642843636269692e-06
5.00000000000000000e-01,5.00000000000000000e+00,1.22947562082058835e-03,-1.19994848915840961e+01,1.41421356237309510e+02,9.76544189672470034e-12,4.11047426548772077e-02,4.12912426813455830e-02,4.13006457088858150e-02,4.13006456142418002e-02,6.04629497317403680e-06
5.00000000000000000e-01,6.00000000000000000e+00,1.32833933696603667e-03,-1.19221431022930169e+01,1.41421356237309510e+02,9.76544189672466318e-12,4.10690456155888423e-02,4.13077718166614122e-02,4.12851324186941232e-02,4.12851323046700899e-02,7.05774232188411932e-06
5.00000000000000000e-01,7.00000000000000000e+00,1.45232377696279460e-03,-1.18329077670964740e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.10261654818957974e-02,4.13321847609825835e-02,4.12662433941676232e-02,4.12662432555895090e-02,8.43669268818002901e-06
5.00000000000000000e-01,8.00000000000000000e+00,1.60653890261521783e-03,-1.17319905304916006e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.09759651584644044e-02,4.13675232328327633e-02,4.12437524034664493e-02,4.12437522342539095e-02,1.03234426643845545e-05
5.00000000000000000e-01,9.00000000000000000e+00,1.79758104045996776e-03,-1.16196307508374623e+01,1.41421356237309510e+02,9.76544189672470034e-12,4.09188066088797403e-02,4.14177402254705673e-02,4.12175855978469743e-02,4.12175853909659828e-02,1.29245221674906279e-05
5.00000000000000000e-01,1.00000000000000000e+01,2.03394593346287308e-03,-1.14960949296421155e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.08559146811893897e-02,4.14878626485132990e-02,4.11879604821787509e-02,4.11879602297000880e-02,1.65466489749535974e-05
5.00000000000000000e-01,1.10000000000000000e+01,2.32657346058656126e-03,-1.13616760781462389e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.07898994651586244e-02,4.15841205282199422e-02,4.11555910497903854e-02,4.11555907431293416e-02,2.16499011738593166e-05
5.00000000000000000e-01,1.20000000000000000e+01,2.68956541236860637e-03,-1.12166930217084175e+01,1.41421356237309510e+02,9.76544189672465025e-12,4.07254823738337837e-02,4.17139878061667385e-02,4.11219804993334034e-02,4.11219801297806747e-02,2.89316997237684608e-05
5.00000000000000000e-01,1.30000000000000000e+01,3.14113123908773325e-03,-1.10614896432652738e+01,1.41421356237309510e+02,9.76544189672466318e-12,4.06704703843015353e-02,4.18860474329710367e-02,4.10898237413581530e-02,4.10898233010548522e-02,3.94605919392838222e-05
5.00000000000000000e-01,1.40000000000000000e+01,3.70483446162478977e-03,-1.08964340675036961e+01,1.41421356237309510e+02,9.76544189672466318e-12,4.06370109885130781e-02,4.21095501581677384e-02,4.10635399326498701e-02,4.10635394162106870e-02,5.48911377643202290e-05
5.00000000000000000e-01,1.50000000000000000e+01,4.41123571601500716e-03,-1.07219177876091152e+01,1.41421356237309510e+02,9.76544189672466318e-12,4.06431293548689399e-02,4.23934826353019947e-02,4.10499444575723182e-02,4.10499438646136777e-02,7.78117731109671492e-05
5.00000000000000000e-01,1.60000000000000000e+01,5.30005876855628097e-03,-1.05383547366267276e+01,1.41421356237309510e+02,9.76544189672470034e-12,4.07144880925944183e-02,4.27449002882021797e-02,4.10590479380562451e-02,4.10590472769320411e-02,1.12312004665294197e-04
5.00000000000000000e-01,1.70000000000000000e+01,6.42304522857314094e-03,-1.03461803056207184e+01,1.41421356237309510e+02,9.76544189672466318e-12,4.08862055885259590e-02,4.31662244143837318e-02,4.11049289788182545e-02,4.11049282718842710e-02,1.64913155862823907e-04
5.00000000000000000e-01,1.80000000000000000e+01,7.84771443465348897e-03,-1.01458503109508626e+01,1.41421356237309510e+02,9.76544189672465995e-12,4.12044072641558554e-02,4.36511722136853769e-02,4.12065617248428481e-02,4.12065610155336187e-02,2.46103890449736365e-04
5.00000000000000000e-01,1.90000000000000000e+01,9.66230982943438316e-03,-9.93783991311076420e+00,1.41421356237309510e+02,9.76544189672470034e-12,4.17269547857435918e-02,4.41790193190974290e-02,4.13883814243892478e-02,4.13883807862541753e-02,3.72883612867190171e-04
5.00000000000000000e-01,2.00000000000000000e+01,1.19822951464081725e-02,-9.72264248968907729e+00,1.41421356237309510e+02,9.76544189672465995e-12,4.25225012096814223e-02,4.47070449802908498e-02,4.16802387386216375e-02,4.16802382861761953e-02,5.72984190648393138e-04
5.00000000000000000e-01,2.10000000000000000e+01,1.49588661925348504e-02,-9.50076846512505568e+00,1.41421356237309510e+02,9.76544189672465995e-12,4.36666770456332967e-02,4.51613667651008591e-02,4.21162297881332234e-02,4.21162296888740115e-02,8.91873262809751125e-04
5.00000000000000000e-01,2.20000000000000000e+01,1.87900701257591105e-02,-9.27274410003304617e+00,1.41421356237309510e+02,9.76544189672467449e-12,4.52338827913256677e-02,4.54270564394234980e-02,4.27317130877119811e-02,4.27317135738762496e-02,1.40431703793998403e-03
5.00000000000000000e-01,2.30000000000000000e+01,2.37352765276552212e-02,-9.03911024296677468e+00,1.41421356237309510e+02,9.76544189672471165e-12,4.72829657352748095e-02,4.53396050439073758e-02,4.35576766137475979e-02,4.35576779913769072e-02,2.23325511617604054e-03
5.00000000000000000e-01,2.40000000000000000e+01,3.01339245315235399e-02,-8.80042104758364374e+00,1.41421356237309510e+02,9.76544189672467772e-12,4.98351941590336259e-02,4.46816752052394128e-02,4.46115713051770113e-02,4.46115739569245273e-02,3.57991746522488179e-03
5.00000000000000000e-01,2.50000000000000000e+01,3.84296765245968619e-02,-8.55724265825148400e+00,1.41421356237309510e+02,9.76544189672466318e-12,5.28437244430813441e-02,4.31918401007889557e-02,4.58838950185825878e-02,4.58838993959359634e-02,5.76980991466881192e-03
5.00000000000000000e-01,2.60000000000000000e+01,4.92013360351236523e-02,-8.31015186721516663e+00,1.41421356237309510e+02,9.76544189672467772e-12,5.61556463161742361e-02,4.05956577037543537e-02,4.73203551446571558e-02,4.73203617458540296e-02,9.31694343948152870e-03
5.00000000000000000e-01,2.70000000000000000e+01,6.32021234210165678e-02,-8.05973474650797073e+00,1.41421356237309510e+02,9.76544189672465995e-12,5.94713310649787608e-02,3.66730770646092608e-02,4.88005702534125216e-02,4.88005795872646711e-02,1.49963669180755380e-02
5.00000000000000000e-01,2.80000000000000000e+01,8.14091266456725832e-02,-7.80658525785255453e+00,1.41421356237309510e+02,9.76544189672469226e-12,6.23120126256524534e-02,3.13760829684536641e-02,5.01162465283600672e-02,5.01162590747315784e-02,2.38755734192200274e-02
5.00000000000000000e-01,2.90000000000000000e+01,1.05084921732945966e-01,-7.55130384384865838e+00,1.41421356237309510e+02,9.76544189672470034e-12,6.40160061787482942e-02,2.49956893702562855e-02,5.09548545499638739e-02,5.09548707487555499e-02,3.71581161836819773e-02
5.00000000000000000e-01,3.00000000000000000e+01,1.35853437845778968e-01,-7.29449600378898921e+00,1.41421356237309510e+02,9.76544189672465995e-12,6.37959526350340284e-02,1.83244076270132512e-02,5.08992285426143332e-02,5.08992488751794508e-02,5.55223473968659981e-02
5.00000000000000000e-01,3.10000000000000000e+01,1.75792054511413470e-01,-7.03677085748128572e+00,1.41421356237309510e+02,9.76544189672469226e-12,6.08974860065231785e-02,1.26445705127777516e-02,4.94589978928150764e-02,4.94590231414528611e-02,7.75521691685765319e-02
5.00000000000000000e-01,3.20000000000000000e+01,2.27541569561683199e-01,-6.77873970048298791e+00,1.41421356237309510e+02,9.76544189672469226e-12,5.48829216384338278e-02,9.25436603249241846e-03,4.61547222441979280e-02,4.61547539152021985e-02,9.75455666052533338e-02
5.00000000000000000e-01,3.30000000000000000e+01,2.94434948679090813e-01,-6.52101455417528619e+00,1.41421356237309510e+02,9.76544189672466318e-12,4.59833236862516870e-02,8.44944188339970086e-03,4.06745091174427198e-02,4.06745493413143838e-02,1.05406615259129754e-01
5.00000000000000000e-01,3.40000000000000000e+01,3.80644523879958785e-01,-6.26420671411561614e+00,1.41421356237309510e+02,9.76544189672470034e-12,3.53064669070489653e-02,8.80483242175837851e-03,3.31017737116373612e-02,3.31018212672752887e-02,9.31008270391377457e-02
5.00000000000000000e-01,3.50000000000000000e+01,4.91345401285253169e-01,-6.00892530011171910e+00,1.41421356237309510e+02,9.76544189672470034e-12,2.45977792968987349e-02,8.22376086813576129e-03,2.41471709640135763e-02,2.41472048517673461e-02,6.46817013153560827e-02
5.00000000000000000e-01,3.60000000000000000e+01,6.32890128287980525e-01,-5.75577581145630468e+00,1.41421356237309510e+02,9.76544189672469226e-12,1.55155215550040540e-02,6.09703731211931870e-03,1.51958229605854075e-02,1.51957916790212318e-02,3.49425160164131138e-02
5.00000000000000000e-01,3.70000000000000000e+01,8.12986053294263544e-01,-5.50535869074910700e+00,1.41421356237309510e+02,9.76544189672470034e-12,8.91813406301793406e-03,3.54506947360560664e-03,7.89690344683118342e-03,7.89688705154292271e-03,1.49973686978489926e-02
5.00000000000000000e-01,3.80000000000000000e+01,1.04086226108091351e+00,-5.25826789971279052e+00,1.41421356237309510e+02,9.76544189672469226e-12,4.73250058708701935e-03,1.67330816789740570e-03,3.27950427691962648e-03,3.27949762595103203e-03,5.35515744002551183e-03
5.00000000000000000e-01,3.90000000000000000e+01,1.32740758536630099e+00,-5.01508951038062989e+00,1.41421356237309510e+02,9.76544189672470034e-12,2.35620144633521189e-03,6.72513198424144428e-04,1.10596272324748604e-03,1.10597238389014254e-03,1.67999233966624017e-03
5.00000000000000000e-01,4.00000000000000000e+01,1.68525527618748816e+00,-4.77640031499749806e+00,1.41421356237309510e+02,9.76544189672470034e-12,1.11867763188210068e-03,2.40870097234579129e-04,3.31397482407733157e-04,3.31383591616137355e-04,4.86709159099243103e-04
5.00000000000000000e-01,4.10000000000000000e+01,2.12878396580140450e+00,-4.54276645793122835e+00,1.41421356237309510e+02,9.76544189672469226e-12,5.14134408732264256e-04,7.98535175823978218e-05,9.68278104261461269e-05,9.68340920922271156e-05,1.35439771793499555e-04
5.00000000000000000e-01,4.20000000000000000e+01,2.67399945190777633e+00,-4.31474209283921972e+00,1.41421356237309510e+02,9.76544189672470034e-12,2.31794694746991718e-04,2.52501768955949710e-05,2.83882243622217875e-05,2.83977950717703221e-05,3.72521782321446888e-05
5.00000000000000000e-01,4.30000000000000000e+01,3.33825861500252241e+00,-4.09286806827519722e+00,1.41421356237309510e+02,9.76544189672469226e-12,1.03712867918182906e-04,7.79721071580202043e-06,8.38882284982777505e-06,8.38840757543884784e-06,1.03314102633366866e-05
5.00000000000000000e-01,4.40000000000000000e+01,4.13979687115265715e+00,-3.87767064485350899e+00,1.41421356237309510e+02,9.76544189672467449e-12,4.65174217809096322e-05,2.39585580656316446e-06,2.51380526396787544e-06,2.50972324036839528e-06,2.92946114979718047e-06
5.00000000000000000e-01,4.50000000000000000e+01,5.09702542480015275e+00,-3.66966024701341231e+00,1.41421356237309510e+02,9.76544189672467449e-12,2.10932653470379851e-05,7.43634957051136045e-07,7.66298215922672205e-07,7.66369001951763041e-07,8.57595393486083694e-07
5.00000000000000000e-01,4.60000000000000000e+01,6.22757563998749220e+00,-3.46933025234355652e+00,1.41421356237309510e+02,9.76544189672467772e-12,9.73812469468083406e-06,2.36044348944349288e-07,2.42926787395478793e-07,2.40794989305589813e-07,2.61062051814548292e-07
5.00000000000000000e-01,4.70000000000000000e+01,7.54708612615929475e+00,-3.27715582133754557e+00,1.41421356237309510e+02,9.76544189672467449e-12,4.60334880078446901e-06,7.73690361482277029e-08,7.96668087238091083e-08,7.84168069336705387e-08,8.30875823139080429e-08
5.00000000000000000e-01,4.80000000000000000e+01,9.06775392998833496e+00,-3.09359277035515978e+00,1.41421356237309510e+02,9.76544189672467449e-12,2.23862347489078502e-06,2.63903478501944397e-08,2.57401277481653343e-08,2.66359630285983792e-08,2.77682075399513901e-08
5.00000000000000000e-01,4.90000000000000000e+01,1.07967037162728214e+01,-2.91907649046057882e+00,1.41421356237309510e+02,9.76544189672467772e-12,1.12394451444750557e-06,9.42896389430720373e-09,1.01912558136400269e-08,9.49046612417582475e-09,9.78027946739466146e-09
5.00000000000000000e-01,5.00000000000000000e+01,1.27342657645902868e+01,-2.75402091469900112e+00,1.41421356237309510e+02,9.76544189672467449e-12,5.84461508732607900e-07,3.54710806051817841e-09,3.07065841533109961e-09,3.56367661715103868e-09,3.64166902608659314e-09
5.00000000000000000e-01,5.10000000000000000e+01,1.48722911947225658e+01,-2.59881753625585743e+00,1.41421356237309510e+02,9.76544189672467449e-12,3.15513883857275271e-07,1.40822381238140618e-09,1.33774857034539081e-09,1.41298719245414478e-09,1.43744211296605217e-09
5.00000000000000000e-01,5.20000000000000000e+01,1.71926658141778326e+01,-2.45383447981803604e+00,1.41421356237309510e+02,9.76544189672467772e-12,1.77187506951472976e-07,5.93838433797438049e-10,7.27917016781498001e-10,5.95319331675302834e-10,6.02964939750486694e-10
5.00000000000000000e-01,5.30000000000000000e+01,1.96662061374947257e+01,-2.31941562832215942e+00,1.41421356237309510e+02,9.76544189672467449e-12,1.03719610939387841e-07,2.66760856645770645e-10,1.62105319611428711e-10,2.67260729142296175e-10,2.69385342208996332e-10
5.00000000000000000e-01,5.40000000000000000e+01,2.22521261070736998e+01,-2.19587980712681263e+00,1.41421356237309510e+02,9.76544189672467449e-12,6.33826631307793204e-08,1.27595620002059094e-10,5.41968692242942556e-11,1.27801954168864648e-10,1.28444078738466616e-10
5.00000000000000000e-01,5.50000000000000000e+01,2.48982454983727131e+01,-2.08352002747267440e+00,1.41421356237309510e+02,9.76544189672467772e-12,4.04854631247200431e-08,6.50172868340344462e-11,1.14704375243887315e-10,6.50811633334297347e-11,6.54797686111866664e-11
5.00000000000000000e-01,5.60000000000000000e+01,2.75420678463661233e+01,-1.98260279086780078e+00,1.41421356237309510e+02,9.76544189672467772e-12,2.70592906301288802e-08,3.53867936545762174e-11,6.98956100329771946e-11,3.54110646368269446e-11,3.57493654006271206e-11
5.00000000000000000e-01,5.70000000000000000e+01,3.01127873630250846e+01,-1.89336745567125808e+00,1.41421356237309510e+02,9.76544189672467772e-12,1.89433488764898594e-08,2.07076438791757562e-11,9.09892641048223716e-11,2.07160356624768674e-11,2.09331895453730394e-11
5.00000000000000000e-01,5.80000000000000000e+01,3.25341953289832375e+01,-1.81602566638017882e+00,1.41421356237309510e+02,9.76544189672467772e-12,1.39068635517248424e-08,1.31519262730260279e-11,1.48959024995146642e-10,1.31599083751194073e-11,1.31634386410193380e-11
5.00000000000000000e-01,5.90000000000000000e+01,3.47283557754230685e+01,-1.75076084397574161e+00,1.41421356237309510e+02,9.76544189672467772e-12,1.07196641682314584e-08,8.93666268619475902e-12,1.05410160502643475e-10,8.94764348828296444e-12,8.89927520709004259e-12
5.00000000000000000e-01,6.00000000000000000e+01,3.66198205416665630e+01,-1.69772772786893467e+00,1.41421356237309510e+02,9.76544189672467772e-12,8.67079051374318707e-09,6.37389371863166343e-12,8.58062070916297692e-11,6.38228683425990007e-12,6.47439109706103099e-12
5.00000000000000000e-01,6.10000000000000000e+01,3.81400703290875143e+01,-1.65705192240558352e+00,1.41421356237309510e+02,9.76544189672467449e-12,7.37056263766964197e-09,5.12649456098171696e-12,1.00138419662784335e-10,5.13324309409515486e-12,5.07262270802098157e-12
5.00000000000000000e-01,6.20000000000000000e+01,3.92318231007019804e+01,-1.62882913530078843e+00,1.41421356237309510e+02,9.76544189672467772e-12,6.58175852714677127e-09,4.24282180266777796e-12,5.28021279142328300e-11,4.24413451776885433e-12,4.28259435068614664e-12
5.00000000000000000e-01,6.30000000000000000e+01,3.98529864484775231e+01,-1.61312002187448433e+00,1.41421356237309510e+02,9.76544189672467449e-12,6.18369832259077478e-09,3.82551452498321012e-12,6.69592459793875881e-11,3.83009319252652830e-12,3.89745741029866757e-12
1.00000000000000000e+00,0.00000000000000000e+00,1.00368889673331171e-03,-1.22023905360897889e+01,1.00000000000000000e+02,3.90595704574526917e-11,1.86888613491229265e-03,1.85460711729630210e-03,1.86843933632860316e-03,1.86843933698253861e-03,6.29617088803883415e-08
1.00000000000000000e+00,1.00000000000000000e+00,1.01958045378942029e-03,-1.21866814226634865e+01,1.00000000000000000e+02,3.90595704574525625e-11,1.86836451144819994e-03,1.85438613652507528e-03,1.86832484637919284e-03,1.86832484635326263e-03,6.49712486969532868e-08
1.00000000000000000e+00,2.00000000000000000e+00,1.04876576406032380e-03,-1.21584586355586914e+01,1.00000000000000000e+02,3.90595704574526917e-11,1.86737183564876790e-03,1.85400188922024765e-03,1.86809617525864730e-03,1.86809617395708688e-03,6.87440492920989966e-08
1.00000000000000000e+00,3.00000000000000000e+00,1.09230464290471915e-03,-1.21177828300953401e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.86581562765445624e-03,1.85348138419842603e-03,1.86771334067487743e-03,1.86771333741454640e-03,7.45702336685510452e-08
1.00000000000000000e+00,4.00000000000000000e+00,1.15179653936589815e-03,-1.20647497139885331e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.86356567378147698e-03,1.85287348489623200e-03,1.86711681766372432e-03,1.86711681164385157e-03,8.29142642671293251e-08
1.00000000000000000e+00,5.00000000000000000e+00,1.22947562082058835e-03,-1.19994848915840961e+01,1.00000000000000000e+02,3.90595704574526917e-11,1.86046159138487108e-03,1.85225984058578000e-03,1.86622689234168071e-03,1.86622688262730275e-03,9.44750726477429696e-08
1.00000000000000000e+00,6.00000000000000000e+00,1.32833933696603667e-03,-1.19221431022930169e+01,1.00000000000000000e+02,3.90595704574525625e-11,1.85633012311050812e-03,1.85176932933302208e-03,1.86494532179531979e-03,1.86494530732674935e-03,1.10279558784467484e-07
1.00000000000000000e+00,7.00000000000000000e+00,1.45232377696279460e-03,-1.18329077670964740e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.85101851187751115e-03,1.85159489295955485e-03,1.86316183091289221e-03,1.86316181055992073e-03,1.31826659848646903e-07
1.00000000000000000e+00,8.00000000000000000e+00,1.60653890261521783e-03,-1.17319905304916006e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.84445208388127422e-03,1.85200992029116700e-03,1.86076908781314474e-03,1.86076906050008949e-03,1.61308787513771487e-07
1.00000000000000000e+00,9.00000000000000000e+00,1.79758104045996776e-03,-1.16196307508374623e+01,1.00000000000000000e+02,3.90595704574526917e-11,1.83672463575730951e-03,1.85337839370269971e-03,1.85769084548406010e-03,1.85769081041823464e-03,2.01953489513867819e-07
1.00000000000000000e+00,1.00000000000000000e+01,2.03394593346287308e-03,-1.14960949296421155e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.82822773890894486e-03,1.85614875056769476e-03,1.85392833776386995e-03,1.85392829480163788e-03,2.58554225249893271e-07
1.00000000000000000e+00,1.10000000000000000e+01,2.32657346058656126e-03,-1.13616760781462389e+01,1.00000000000000000e+02,3.90595704574525366e-11,1.81981698337304936e-03,1.86081614752144010e-03,1.84962879418192430e-03,1.84962874435664584e-03,3.38301679327362042e-07
1.00000000000000000e+00,1.20000000000000000e+01,2.68956541236860637e-03,-1.12166930217084175e+01,1.00000000000000000e+02,3.90595704574525237e-11,1.81299608372084394e-03,1.86783279962303211e-03,1.84517551708843512e-03,1.84517546329355771e-03,4.52097050121111707e-07
1.00000000000000000e+00,1.30000000000000000e+01,3.14113123908773325e-03,-1.10614896432652738e+01,1.00000000000000000e+02,3.90595704574525625e-11,1.81007049790996846e-03,1.87744413533070371e-03,1.84128942606947774e-03,1.84128937382607846e-03,6.16644753954465290e-07
