m,a,n_a3,rho_a3,p_a3,w,n_a3_tail_corrected,rho_a3_tail_corrected,p_a3_tail_corrected,w_tail_corrected,rho_a3_instantaneous,p_a3_instantaneous,w_instantaneous
5.00000000000000000e-01,6.19577776177694304e+01,4.98966594788631968e-03,2.49703745076076088e-03,1.45530781461021570e-06,5.82813771642405197e-04,4.98973188746886995e-03,2.49711009563597427e-03,1.47410558085008599e-06,5.90324625024053924e-04,2.49781248512158816e-03,1.59303327579943768e-06,6.37771364058936619e-04
5.00000000000000000e-01,6.72880198612483582e+01,4.98966594788631968e-03,2.49670486277313959e-03,1.23716058797145706e-06,4.95517354260814917e-04,4.98973188746886995e-03,2.49677307975956254e-03,1.25415521264260340e-06,5.02310451362034723e-04,2.49744776003808268e-03,1.35927718663870042e-06,5.44266514154423528e-04
5.00000000000000000e-01,7.30768241039882582e+01,4.98966594788631968e-03,2.49642216887117213e-03,1.05141207017116816e-06,4.21167574652084504e-04,4.98973188746886995e-03,2.49648638690575615e-03,1.06674338906353556e-06,4.27297899423236774e-04,2.49713661848468497e-03,1.15932221924357415e-06,4.64260629819715400e-04
5.00000000000000000e-01,7.93636405431021785e+01,4.98966594788631968e-03,2.49618195011997715e-03,8.93316898999666463e-07,3.57873310860504310e-04,4.98973188746886995e-03,2.49624256460342399e-03,9.07116124661911681e-07,3.63392619581432580e-04,2.49687130328191164e-03,9.88350562746421057e-07,3.95835604921776930e-04
5.00000000000000000e-01,8.61913132854795663e+01,4.98966594788631968e-03,2.49597787605056838e-03,7.58810865545261648e-07,3.04013458142482398e-04,4.98973188746886995e-03,2.49603525088182721e-03,7.71201373832832785e-07,3.08970545812754089e-04,2.49664516367863751e-03,8.42225126003845788e-07,3.37342742275351668e-04
5.00000000000000000e-01,9.36063723266454986e+01,4.98966594788631968e-03,2.49580454805620666e-03,6.44415906514078610e-07,2.58199668325777125e-04,4.98973188746886995e-03,2.49585901749093363e-03,6.55513872780428247e-07,2.62640585139865346e-04,2.49645249900117168e-03,7.17393461375447144e-07,2.87365155821100364e-04
5.00000000000000000e-01,1.01659350648631019e+02,4.98966594788631968e-03,2.49565736470321519e-03,5.47157807713881455e-07,2.19243961712247993e-04,4.98973188746886995e-03,2.49570923507260942e-03,5.57072700358115894e-07,2.23212180541499885e-04,2.49628842440288452e-03,6.10805030758765840e-07,2.44685279468405685e-04
5.00000000000000000e-01,1.10405128597847977e+02,4.98966594788631968e-03,2.49553240600959873e-03,4.64495029394277085e-07,1.86130634198821316e-04,4.98973188746886995e-03,2.49558195733327187e-03,4.73329975243446248e-07,1.89667173162782858e-04,2.49614875561638945e-03,5.19840173615091736e-07,2.08256888715241812e-04
5.00000000000000000e-01,1.19903307889872721e+02,4.98966594788631968e-03,2.49542633411659835e-03,3.94257237012518744e-07,1.57991935735537977e-04,4.98973188746886995e-03,2.49547382163879282e-03,4.02109278957029672e-07,1.61135442684372498e-04,2.49602991000233117e-03,4.42249251318281169e-07,1.77181070445533301e-04
5.00000000000000000e-01,1.30218617789951679e+02,4.98966594788631968e-03,2.49533630810889464e-03,3.34592281503654575e-07,1.34087048874477076e-04,4.98973188746886995e-03,2.49538196378174155e-03,3.41552552996988567e-07,1.36873856569583847e-04,2.49592882155141600e-03,3.76100566582126385e-07,1.50685613842285092e-04
5.00000000000000000e-01,1.41421356237309510e+02,4.98966594788631968e-03,2.49525991103162871e-03,2.83920520674678893e-07,1.13783946682049692e-04,4.98973188746886995e-03,2.49530394496276682e-03,2.90074363568551385e-07,1.16248108433491721e-04,2.49584286782652664e-03,3.19735793550185872e-07,1.28107341079778704e-04
1.00000000000000000e+00,1.00000000000000000e+00,4.41220180472606457e-03,9.02437674024723566e-03,2.15324788259589226e-03,2.38603500781695094e-01,4.41246526663055614e-03,9.04019087577884704e-03,2.15851761508671809e-03,2.38769030958182443e-01,9.06331262287926077e-03,2.16619704200125829e-03,2.39007207644250291e-01
1.00000000000000000e+00,1.07977516232770965e+00,4.41220180472606457e-03,8.55119625174463258e-03,1.95928131913215104e-03,2.29123652580469600e-01,4.41246526663055614e-03,8.56584239820535123e-03,1.96416159068257736e-03,2.29301626083395271e-01,8.58726228337998269e-03,1.97127160832451069e-03,2.29557633535866557e-01
1.00000000000000000e+00,1.16591440117983169e+00,4.41220180472606457e-03,8.12096370418598570e-03,1.78004803483875298e-03,2.19191723997143290e-01,4.41246526663055614e-03,8.13452818434334118e-03,1.78456760925000952e-03,2.19381821392517384e-01,8.15437242976482270e-03,1.79115014682432313e-03,2.19655180365116220e-01
1.00000000000000000e+00,1.25892541179416728e+00,4.41220180472606457e-03,7.73039376046845070e-03,1.61462834360818694e-03,2.08867542021603680e-01,4.41246526663055614e-03,7.74295652186330220e-03,1.61881385877603746e-03,2.09069217191791529e-01,7.76134205714193448e-03,1.62490774095715271e-03,2.09359119723620951e-01
1.00000000000000000e+00,1.35935639087852578e+00,4.41220180472606457e-03,7.37640570346879618e-03,1.46216329471001816e-03,1.98221647979913540e-01,4.41246526663055614e-03,7.38804078961636038e-03,1.46603941962662374e-03,1.98434126363662228e-01,7.40507593989997263e-03,1.47168059592998456e-03,1.98739433312261737e-01
1.00000000000000000e+00,1.46779926762206969e+00,4.41220180472606457e-03,7.05611033817066333e-03,1.32184710958291080e-03,1.87333679071351816e-01,4.41246526663055614e-03,7.06688632496359041e-03,1.32543668973445503e-03,1.87555965779778400e-01,7.08267144819623665e-03,1.33065844696145892e-03,1.87875218650773557e-01
1.00000000000000000e+00,1.58489319246111360e+00,4.41220180472606457e-03,6.76679853581402518e-03,1.19292049130300813e-03,1.76290233112356642e-01,4.41246526663055614e-03,6.77677893569957404e-03,1.19624468332010922e-03,1.76521131155449096e-01,6.79140701279143388e-03,1.20107784232037951e-03,1.76852578568503033e-01
1.00000000000000000e+00,1.71132830416178083e+00,4.41220180472606457e-03,6.50593121400469283e-03,1.07466484722174363e-03,1.65182325461482898e-01,4.41246526663055614e-03,6.51517485031809576e-03,1.07774324357635455e-03,1.65420463508164334e-01,6.52873203170340703e-03,1.08221634147883327e-03,1.65762101465278394e-01
1.00000000000000000e+00,1.84784979742229116e+00,4.41220180472606457e-03,6.27113054032813096e-03,9.66397439127767051e-04,1.54102586912056416e-01,4.41246526663055614e-03,6.27969189398831871e-03,9.69248183611620077e-04,1.54346455204195876e-01,6.29225800579294187e-03,9.73387642591166621e-04,1.54696079165066225e-01
1.00000000000000000e+00,1.99526231496887996e+00,4.41220180472606457e-03,6.06017214701683529e-03,8.67467446267399683e-04,1.43142377018847050e-01,4.41246526663055614e-03,6.06810167762777183e-03,8.70107340932746724e-04,1.43390369370491738e-01,6.07975069043132851e-03,8.73937624501111500e-04,1.43745635142007749e-01
1.00000000000000000e+00,2.15443469003188426e+00,4.41220180472606457e-03,5.87097815099200688e-03,7.77252897239529396e-04,1.32388995027719281e-01,4.41246526663055614e-03,5.87832259424200376e-03,7.79697501432644524e-04,1.32639454356653030e-01,5.88912305720040025e-03,7.83241259170790790e-04,1.32997944101907045e-01
1.00000000000000000e+00,2.32630506715362628e+00,4.41220180472606457e-03,5.70161078691075116e-03,6.95158399710137684e-04,1.21923159207222673e-01,4.41246526663055614e-03,5.70841343002238214e-03,6.97422121781484587e-04,1.22174423827383860e-01,5.71842887291308145e-03,7.00700323363062302e-04,1.22533713181626341e-01
1.00000000000000000e+00,2.51188643150958013e+00,4.41220180472606457e-03,5.55026647991760120e-03,6.20613574283977796e-04,1.11816896815590622e-01,4.41246526663055614e-03,5.55656741677142390e-03,6.22709756515836673e-04,1.12067344784895023e-01,5.56585672233550315e-03,6.25741815808045546e-04,1.12425067159378195e-01
1.00000000000000000e+00,2.71227257933202859e+00,4.41220180472606457e-03,5.41527020839376472e-03,5.53072082373921967e-04,1.02131945607561822e-01,4.41246526663055614e-03,5.42110657582918140e-03,5.55013079626361528e-04,1.02380034751755444e-01,5.42972432461037713e-03,5.57816969593666681e-04,1.02733939376138436e-01
1.00000000000000000e+00,2.92864456462523659e+00,4.41220180472606457e-03,5.29507003359074111e-03,4.92011128454008812e-04,9.29187197398334969e-02,4.41246526663055614e-03,5.30047623027630772e-03,4.93808380993146197e-04,9.31630214984295046e-02,5.30847301999676398e-03,4.96400740071140361e-04,9.35110225108468085e-02
1.00000000000000000e+00,3.16227766016837952e+00,4.41220180472606457e-03,5.18823170097019917e-03,4.36931314845703160e-04,8.42158446323815896e-02,4.41246526663055614e-03,5.19323959013285718e-03,4.38595415784010802e-04,8.44550705146246417e-02,5.20066233149818306e-03,4.40991646335741878e-04,8.47952853360320058e-02
1.00000000000000000e+00,3.41454887383360228e+00,4.41220180472606457e-03,5.09343324573536052e-03,3.87356731649324130e-04,7.60502225043689223e-02,4.41246526663055614e-03,5.09807234294278391e-03,3.88897489396112909e-04,7.62832426131536262e-02,5.10496453363389578e-03,3.91111848812852121e-04,7.66140188116928578e-02
1.00000000000000000e+00,3.68694506451957560e+00,4.41220180472606457e-03,5.00945956100198875e-03,3.42835174524955949e-04,6.84375570558318491e-02,4.41246526663055614e-03,5.01375720810399821e-03,3.44261670615910679e-04,6.86634107569992630e-02,5.02015918658895496e-03,3.46307355580659226e-04,6.89833415055438742e-02
1.00000000000000000e+00,3.98107170553497358e+00,4.41220180472606457e-03,4.93519691018258749e-03,3.02938397323858268e-04,6.13832442427612174e-02,4.41246526663055614e-03,4.93917843643578228e-03,3.04259039971462530e-04,6.16011435681239339e-02,4.94512761711975949e-03,3.06148264368816074e-04,6.19090725402005049e-02
1.00000000000000000e+00,4.29866234708227690e+00,4.41220180472606457e-03,4.86962738465788157e-03,2.67262323497689509e-04,5.48835264767318920e-02,4.41246526663055614e-03,4.87331625598185630e-03,2.68484897179391692e-04,5.50928532187571762e-02,4.87884734710490684e-03,2.70228964111549671e-04,5.53878703075025916e-02
1.00000000000000000e+00,4.64158883361278018e+00,4.41220180472606457e-03,4.81182332325842243e-03,2.35427158232773422e-04,4.89268084916611654e-02,4.41246526663055614e-03,4.81524128050166145e-03,2.36558869610685349e-04,4.91271061677806889e-02,4.82038648608974253e-03,2.38168237967309812e-04,4.94085357376623791e-02
1.00000000000000000e+00,5.01187233627272377e+00,4.41220180472606457e-03,4.76094172138515244e-03,2.07077361020080160e-04,4.34950421867026996e-02,4.41246526663055614e-03,4.76410890841352710e-03,2.08124881464730405e-04,4.36860041333599694e-02,4.76889811548546726e-03,2.09609227493326645e-04,4.39533876416205865e-02
1.00000000000000000e+00,5.41169526546463686e+00,4.41220180472606457e-03,4.71621866494839614e-03,1.81881454808003327e-04,3.85651021993047155e-02,4.41246526663055614e-03,4.71915374730874203e-03,1.82850959779079264e-04,3.87465570248386668e-02,4.72361469943820451e-03,1.84219234110055973e-04,3.89996318141625289e-02
1.00000000000000000e+00,5.84341413373517771e+00,4.41220180472606457e-03,4.67696382809893157e-03,1.59531662244427049e-04,3.41100910992661391e-02,4.41246526663055614e-03,4.67968410295401590e-03,1.60428867763426087e-04,3.42819866114801516e-02,4.68384256117969616e-03,1.61689348355664833e-04,3.45206625209325893e-02
1.00000000000000000e+00,6.30957344480193338e+00,4.41220180472606457e-03,4.64255507449608078e-03,1.39743371362992881e-04,3.01005306605137309e-02,4.41246526663055614e-03,4.64507657247514340e-03,1.40573567796169983e-04,3.02629172206013639e-02,4.64895646444385587e-03,1.41733909278969833e-04,3.04872524324499433e-02
1.00000000000000000e+00,6.81292069057961402e+00,4.41220180472606457e-03,4.61243320020714685e-03,1.22254442250770699e-04,2.65054119906343970e-02,4.41246526663055614e-03,4.61477077976764957e-03,1.23022525605627790e-04,2.66584260576907539e-02,4.61839433788501213e-03,1.24089805494619868e-04,2.68686033318338603e-02
1.00000000000000000e+00,7.35642254459641531e+00,4.41220180472606457e-03,4.58609685286988714e-03,1.06824372818197679e-04,2.32930913247828900e-02,4.41246526663055614e-03,4.58826428772095372e-03,1.07534873742927067e-04,2.34369397662445751e-02,4.59165217697559119e-03,1.08515635994208795e-04,2.36332439417668155e-02
1.00000000000000000e+00,7.94328234724281756e+00,4.41220180472606457e-03,4.56309765704976389e-03,9.32333460041348284e-05,2.04320295140065326e-02,4.41246526663055614e-03,4.56510771714562728e-03,9.38904566668219762e-05,2.05669750823596759e-02,4.56827915316935628e-03,9.47907529992925635e-05,2.07497724681577622e-02
1.00000000000000000e+00,8.57695898590894146e+00,4.41220180472606457e-03,4.54303557029602650e-03,8.12811829152272728e-05,1.78913815790200728e-02,4.41246526663055614e-03,4.54490009686844658e-03,8.18887819281521228e-05,1.80177298032525753e-02,4.54787295470230560e-03,8.27142112849911249e-05,1.81874498493780866e-02
1.00000000000000000e+00,9.26118728128793833e+00,4.41220180472606457e-03,4.52555448867452640e-03,7.07862268924187084e-05,1.56414483726945545e-02,4.41246526663055614e-03,4.52728446373628756e-03,7.13479024363741971e-05,1.57595359884879077e-02,4.53007537769600701e-03,7.21036488719818994e-05,1.59166554329287467e-02
1.00000000000000000e+00,1.00000000000000018e+01,4.41220180472606457e-03,4.51033811487090101e-03,6.15841826977611744e-05,1.36540057816760575e-02,4.41246526663055614e-03,4.51194372558792658e-03,6.21032539918218491e-05,1.37641907277399646e-02,4.51456818056858271e-03,6.27941231633633197e-05,1.39092202513718104e-02
1.00000000000000000e+00,1.07977516232770974e+01,4.41220180472606457e-03,4.49710609657240357e-03,5.35269332783822784e-05,1.19025284547276625e-02,4.41246526663055614e-03,4.49859679486956480e-03,5.40064705318654554e-05,1.20051813919970028e-02,4.50106920940172503e-03,5.46369248519360594e-05,1.21386546862713787e-02
1.00000000000000000e+00,1.16591440117983218e+01,4.41220180472606457e-03,4.48561043792777663e-03,4.64813542078984426e-05,1.03623252288871284e-02,4.41246526663055614e-03,4.48699499566291606e-03,4.69241971831893594e-05,1.04578224911206306e-02,4.48932879703436115e-03,4.74983895627138252e-05,1.05802875463457107e-02
1.00000000000000000e+00,1.25892541179416799e+01,4.41220180472606457e-03,4.47563218256392687e-03,4.03281431951878146e-05,9.01060264788901624e-03,4.41246526663055614e-03,4.47691874257588260e-03,4.07369185024240187e-05,9.09932050251714870e-03,4.47912643436320593e-03,4.12587244936959291e-05,9.21133285659565294e-03
1.00000000000000000e+00,1.35935639087852564e+01,4.41220180472606457e-03,4.46697836296101360e-03,3.49606792005143299e-05,7.82647157872957272e-03,4.41246526663055614e-03,4.46817448627043982e-03,3.53378164375577484e-05,7.90878166153578810e-03,4.47026770868052658e-03,3.58108644897660251e-05,8.01089930704311157e-03
1.00000000000000000e+00,1.46779926762206987e+01,4.41220180472606457e-03,4.45947920796682662e-03,3.02839228735489376e-05,6.79091020750739998e-03,4.41246526663055614e-03,4.46059191738337919e-03,3.06316697168689287e-05,6.86717599014027846e-03,4.46258150087891318e-03,3.10593691923963965e-05,6.95995561902436940e-03
1.00000000000000000e+00,1.58489319246111435e+01,4.41220180472606457e-03,4.45298559784619227e-03,2.62133673456262496e-05,5.88669484094111149e-03,4.41246526663055614e-03,4.45402141821227716e-03,2.65338036892630165e-05,5.95726899308736662e-03,4.45591743098007042e-03,2.69193702668126405e-05,6.04126326032297656e-03
1.00000000000000000e+00,1.71132830416178052e+01,4.41220180472606457e-03,4.44736675446955835e-03,2.26740459494545211e-05,5.09830810033090609e-03,4.41246526663055614e-03,4.44833174974955826e-03,2.29690971796803115e-05,5.16353061593786793e-03,4.45014353965453302e-03,2.33155752932927025e-05,5.23928612313990724e-03
1.00000000000000000e+00,1.84784979742229112e+01,4.41220180472606457e-03,4.44250815298856926e-03,1.95996012513022450e-05,4.41183236503847002e-03,4.41246526663055614e-03,4.44340796039350422e-03,1.98710507335001239e-05,4.47202933213009836e-03,4.44514419213541678e-03,2.01813327625834815e-05,4.54008506592190175e-03
1.00000000000000000e+00,1.99526231496888045e+01,4.41220180472606457e-03,4.43830964056079677e-03,1.69314178858809157e-05,3.81483475851891393e-03,4.41246526663055614e-03,4.43914950188225091e-03,1.71809187271457193e-05,3.87031766329582047e-03,4.44081819012647882e-03,1.74577607542711993e-05,3.93120366717241917e-03
1.00000000000000000e+00,2.15443469003188532e+01,4.41220180472606457e-03,4.43468374730187666e-03,1.46178200859413644e-05,3.29624859829859328e-03,4.41246526663055614e-03,4.43546853761606508e-03,1.48469062217822041e-05,3.34731406521530245e-03,4.43707707689802808e-03,1.50929403006979298e-05,3.40155017348705646e-03
1.00000000000000000e+00,2.32630506715362628e+01,4.41220180472606457e-03,4.43155417459445509e-03,1.26133334862580881e-05,2.84625505845528164e-03,4.41246526663055614e-03,4.43228842848812817e-03,1.28234301226634188e-05,2.89318493811052463e-03,4.43384362068840673e-03,1.30411731352682183e-05,2.94127945208032000e-03
1.00000000000000000e+00,2.51188643150958093e+01,4.41220180472606457e-03,4.42885444610538123e-03,1.08780097349431049e-05,2.45616781208715098e-03,4.41246526663055614e-03,4.42954238157016855e-03,1.10704431585202332e-05,2.49922953770136905e-03,4.43105046172379263e-03,1.12623024733441754e-05,2.54167777384391386e-03
1.00000000000000000e+00,2.71227257933202992e+01,4.41220180472606457e-03,4.42652670729771960e-03,9.37681163780479260e-06,2.11832261676990876e-03,4.41246526663055614e-03,4.42717224743877525e-03,9.55281838783918025e-06,2.15776975774225038e-03,4.42863890857887830e-03,9.72109465331937797e-06,2.19505244252094943e-03
1.00000000000000000e+00,2.92864456462523677e+01,4.41220180472606457e-03,4.42452065982027604e-03,8.07905596466422651e-06,1.82597315863644257e-03,4.41246526663055614e-03,4.42512745252855461e-03,8.23979134345195213e-06,1.86204610643331118e-03,4.42655787017592461e-03,8.38667885000797972e-06,1.89462763076328391e-03
1.00000000000000000e+00,3.16227766016838032e+01,4.41220180472606457e-03,4.42279261786945096e-03,6.95791063034271772e-06,1.57319395945236160e-03,4.41246526663055614e-03,4.42336405361410008e-03,7.10445651419672756e-06,1.60612068735152980e-03,4.42476291041482301e-03,7.23204163628978968e-06,1.63444726479407753e-03
1.00000000000000000e+00,3.41454887383360344e+01,4.41220180472606457e-03,4.42130467440843191e-03,5.98994269854972323e-06,1.35479075514088475e-03,4.41246526663055614e-03,4.42184390231549571e-03,6.12331460383083262e-06,1.38478759972154668e-03,4.42321541320462100e-03,6.23357288548155572e-06,1.40928539606560341e-03
1.00000000000000000e+00,3.68694506451957551e+01,4.41220180472606457e-03,4.42002396596451966e-03,5.15471351736155831e-06,1.16621845425598667e-03,4.41246526663055614e-03,4.42053390835882905e-03,5.27586687586444368e-06,1.19349087355449476e-03,4.42188184649483940e-03,5.37065934956619739e-06,1.21456419144791027e-03
1.00000000000000000e+00,3.98107170553497340e+01,4.41220180472606457e-03,4.41892202558177242e-03,4.43441725647216938e-06,1.00350656354665068e-03,4.41246526663055614e-03,4.41940539117853873e-03,4.54425286386094595e-06,1.02824983490575734e-03,4.42073311475697263e-03,4.62532219170674833e-06,1.04627944543108265e-03
1.00000000000000000e+00,4.29866234708227921e+01,4.41220180472606457e-03,4.41797421436134277e-03,3.81355915816571953e-06,8.63191809895387323e-04,4.41246526663055614e-03,4.41843351030031615e-03,3.91292777799196422e-06,8.85591639858354803e-04,4.41974399022241563e-03,3.98189477259505254e-06,9.00933353018637355e-04
1.00000000000000000e+00,4.64158883361278072e+01,4.41220180472606457e-03,4.41715922286020635e-03,3.27866991836149670e-06,7.42257580707830311e-04,4.41246526663055614e-03,4.41759676577632883e-03,3.36837605103305701e-06,7.62490609629263736e-04,4.41889261402680835e-03,3.42673707053264497e-06,7.75474167363836286e-04
1.00000000000000000e+00,5.01187233627272377e+01,4.41220180472606457e-03,4.41645863442731434e-03,2.81805276621246396e-06,6.38079737517542318e-04,4.41246526663055614e-03,4.41687656074604782e-03,2.89885762411049155e-06,6.56313932309860555e-04,4.41816005923064380e-03,2.94798324100554220e-06,6.67242291244398464e-04
1.00000000000000000e+00,5.41169526546463899e+01,4.41220180472606457e-03,4.41585654332557823e-03,2.42155999792067471e-06,5.48378321207192002e-04,4.41246526663055614e-03,4.41625681895778388e-03,2.49418376058272578e-06,5.64773259987027100e-04,4.41752994847258596e-03,2.53531898357902625e-06,5.73922307975669311e-04
1.00000000000000000e+00,5.84341413373517753e+01,4.41220180472606457e-03,4.41533922121083774e-03,2.08039593169277361e-06,4.71174654418116850e-04,4.41246526663055614e-03,4.41572365080162080e-03,2.14551938413242264e-06,4.85881715841282266e-04,4.41698811975750356e-03,2.17978557571242687e-06,4.93500438899097419e-04
1.00000000000000000e+00,6.30957344480193640e+01,4.41220180472606457e-03,4.41489482621190438e-03,1.78694347645380060e-06,4.04753351279048485e-04,4.41246526663055614e-03,4.41526506207142073e-03,1.84520915532293872e-06,4.17915828241863046e-04,4.41652233458001559e-03,1.87360764894684069e-06,4.24226915887431909e-04
1.00000000000000000e+00,6.81292069057961811e+01,4.41220180472606457e-03,4.41451314947531159e-03,1.53461173860164063e-06,3.47628761460148190e-04,4.41246526663055614e-03,4.41487070028930961e-03,1.58662472233376939e-06,3.59381923060577227e-04,4.41612202323113986e-03,1.61004201652017881e-06,3.64582773766328313e-04
1.00000000000000000e+00,7.35642254459641549e+01,4.41220180472606457e-03,4.41418539460501375e-03,1.31770232147352334e-06,2.98515400618200083e-04,4.41246526663055614e-03,4.41453163399127199e-03,1.36403080078779899e-06,3.08986527649944543e-04,4.41577806272711992e-03,1.38324510517735555e-06,3.13250594918505407e-04
1.00000000000000000e+00,7.94328234724281970e+01,4.41220180472606457e-03,4.41390398594135053e-03,1.13129219543824366e-06,2.56301949258865372e-04,4.41246526663055614e-03,4.41424016088778296e-03,1.17246795037717847e-06,2.65610367275842605e-04,4.41548258333495161e-03,1.18815678923475938e-06,2.69088772701569893e-04
1.00000000000000000e+00,8.57695898590894785e+01,4.41220180472606457e-03,4.41366240208766400e-03,9.71131228252880729e-07,2.20028434388986195e-04,4.41246526663055614e-03,4.41398964128080201e-03,1.00765011940555165e-06,2.28285565054738785e-04,4.41522880014827077e-03,1.02039866344803397e-06,2.31108898232808984e-04
1.00000000000000000e+00,9.26118728128793691e+01,4.41220180472606457e-03,4.41345503150970906e-03,8.33552662680697558e-07,1.88866241239477278e-04,4.41246526663055614e-03,4.41377435354015340e-03,8.65875220366304209e-07,1.96175687973675463e-04,4.41501086659337478e-03,8.76185015852606353e-07,1.98455913774153698e-04
1.00000000000000000e+00,1.00000000000000000e+02,4.41220180472606457e-03,4.41327704740634812e-03,7.15395009894316193e-07,1.62100634564682223e-04,4.41246526663055614e-03,4.41358936882149232e-03,7.43947179008751570e-07,1.68558313164370976e-04,4.41482374712123902e-03,7.52244967550136606e-07,1.70390713341761555e-04
2.00000000000000000e+00,1.00000000000000000e+00,2.42122903395375084e-03,9.88031906937326607e-03,2.36613734853397895e-03,2.39479852008875366e-01,2.42227815853691877e-03,9.94336879441634451e-03,2.38712773470038751e-03,2.40072332029047208e-01,9.90555109466282127e-03,2.37460409733473207e-03,2.39724582170313061e-01
2.00000000000000000e+00,1.07355611502036297e+00,2.42122903395375084e-03,9.39787684598401493e-03,2.16772401686202631e-03,2.30661036783894186e-01,2.42227815853691877e-03,9.45661221656517170e-03,2.18727436208726806e-03,2.31295765544431875e-01,9.42136822157163892e-03,2.17561362095761114e-03,2.30923319181625508e-01
2.00000000000000000e+00,1.15252273209761480e+00,2.42122903395375084e-03,8.95618273411653842e-03,1.98326251236603324e-03,2.21440603797781660e-01,2.42227815853691877e-03,9.01089976360838589e-03,2.00147134718495255e-03,2.22116703069779764e-01,8.97805208486039154e-03,1.99061457496035529e-03,2.21720096535985872e-01
2.00000000000000000e+00,1.23729782674337008e+00,2.42122903395375084e-03,8.55235184610931946e-03,1.81195486419816112e-03,2.11866267525284868e-01,2.42227815853691877e-03,8.60332629607833688e-03,1.82891395840162688e-03,2.12582191522283970e-01,8.57270965794818159e-03,1.81880626100044095e-03,2.12162353978025603e-01
2.00000000000000000e+00,1.32830864800175052e+00,2.42122903395375084e-03,8.18366393075614824e-03,1.65305161825193923e-03,2.01994074077184366e-01,2.42227815853691877e-03,8.23115270069860183e-03,1.66884644343307073e-03,2.02747598558271291e-01,8.20261311153638178e-03,1.65943668256673190e-03,2.02305857901898895e-01
2.00000000000000000e+00,1.42601387169671034e+00,2.42122903395375084e-03,7.84755368023385205e-03,1.50584595549312387e-03,1.91887308689075525e-01,2.42227815853691877e-03,7.89179610224000939e-03,1.52055611586250790e-03,1.92675545105747581e-01,7.86519008248720737e-03,1.51179665066692890e-03,1.92213619100335048e-01
2.00000000000000000e+00,1.53090591206386661e+00,2.42122903395375084e-03,7.54160221959594181e-03,1.36966847222017387e-03,1.81615051064514643e-01,2.42227815853691877e-03,7.58282126446491265e-03,1.38336810586374924e-03,1.82434486798017326e-01,7.55801512786719379e-03,1.37521455230823542e-03,1.81954458815208664e-01
2.00000000000000000e+00,1.64351340341699026e+00,2.42122903395375084e-03,7.26352963458264719e-03,1.24388265026413743e-03,1.71250440604226895e-01,2.42227815853691877e-03,7.30193303546333109e-03,1.25664080286901222e-03,1.72097004555626459e-01,7.27880221972969626e-03,1.24905180970998997e-03,1.71601284387745662e-01
2.00000000000000000e+00,1.76440386435623853e+00,2.42122903395375084e-03,7.01118838954690581e-03,1.12788102592461430e-03,1.60868737688776187e-01,2.42227815853691877e-03,7.04696968876415784e-03,1.13976199886000901e-03,1.61737888652660228e-01,7.02539813227418333e-03,1.13269903898124535e-03,1.61229159921585929e-01
2.00000000000000000e+00,1.89418655794519930e+00,2.42122903395375084e-03,6.78255748757468011e-03,1.02108204618065260e-03,1.50545284437503979e-01,2.42227815853691877e-03,6.81589701191182007e-03,1.03214572069273416e-03,1.51432118016000233e-01,6.79577657331157346e-03,1.02557289674752388e-03,1.50913274691101773e-01
2.00000000000000000e+00,2.03351556227144181e+00,2.42122903395375084e-03,6.57573722944453445e-03,9.22927580954214458e-04,1.40353476538200406e-01,2.42227815853691877e-03,6.60680299879167193e-03,9.33229720114203990e-04,1.41252845027297430e-01,6.58803291654179619e-03,9.27113583459720342e-04,1.40726920342465867e-01
2.00000000000000000e+00,2.18309306686557836e+00,2.42122903395375084e-03,6.38894443666559227e-03,8.32881042344182682e-04,1.30362855805154831e-01,2.42227815853691877e-03,6.41789301060614881e-03,8.42473572278199163e-04,1.31269494659062624e-01,6.40037939975259245e-03,8.36782954268369184e-04,1.30739586203392127e-01
2.00000000000000000e+00,2.34367291159209978e+00,2.42122903395375084e-03,6.22050801592373935e-03,7.50426046935509625e-04,1.20637421415503487e-01,2.42227815853691877e-03,6.24748528251717165e-03,7.59357318761641541e-04,1.21546075648487031e-01,6.23114066614567641e-03,7.54063173541214731e-04,1.21015270548794518e-01
2.00000000000000000e+00,2.51606438584727732e+00,2.42122903395375084e-03,6.06886475711197922e-03,6.75065546318993274e-04,1.11234237923640941e-01,2.42227815853691877e-03,6.09400666783748834e-03,6.83380580121581015e-04,1.12139782145017672e-01,6.07874954084755992e-03,6.78455838138089106e-04,1.11611086059566794e-01
2.00000000000000000e+00,2.70113630721129860e+00,2.42122903395375084e-03,5.93255527385339737e-03,6.06321344245844989e-04,1.02202392772991146e-01,2.42227815853691877e-03,5.95598852840574337e-03,6.14062056328479821e-04,1.03099939397104171e-01,5.94174295139924310e-03,6.09481487846962630e-04,1.02576212541041267e-01
2.00000000000000000e+00,2.89982140011021139e+00,2.42122903395375084e-03,5.81022001312707630e-03,5.43733916423016161e-04,9.35823282413667246e-02,2.42227815853691877e-03,5.83206269750010872e-03,5.50939330999906051e-04,9.44673196390813930e-02,5.81875791872530843e-03,5.46679418964411017e-04,9.39512223399336516e-02
2.00000000000000000e+00,3.11312099655522800e+00,2.42122903395375084e-03,5.70059527839067957e-03,4.86862450534155408e-04,8.54055456944489977e-02,2.42227815853691877e-03,5.72095745944541448e-03,4.93568896943914976e-04,8.62738274917641546e-02,5.70852756287186687e-03,4.89607718577941809e-04,8.57677769241825538e-02
