m,a,n_a3,rho_a3,p_a3,w,n_a3_tail_corrected,rho_a3_tail_corrected,p_a3_tail_corrected,w_tail_corrected,rho_a3_instantaneous,p_a3_instantaneous,w_instantaneous
1.00000000000000006e-01,8.25404185268018331e+00,1.45363729276271666e-03,1.69988203140112085e-04,1.35565410736619206e-05,7.97498933645883479e-02,1.45363993129562922e-03,1.70007385163264225e-04,1.35629337204146477e-05,7.97784973128648073e-02,1.74588298668552580e-04,1.50885067030805612e-05,8.64233560791227984e-02
1.00000000000000006e-01,9.08517575651686649e+00,1.45363729276271666e-03,1.66360587647067481e-04,1.16918248839529038e-05,7.02800167354361988e-02,1.45363993129562922e-03,1.66378015244550182e-04,1.16976325851529085e-05,7.03075617770724248e-02,1.70540257266764292e-04,1.30835184794805675e-05,7.67180646327683680e-02
1.00000000000000006e-01,9.99999999999999822e+00,1.45363729276271666e-03,1.63235451161885186e-04,1.00606158533178361e-05,6.16325423289358909e-02,1.45363993129562922e-03,1.63251284872301312e-04,1.00658921080529889e-05,6.16588844365099364e-02,1.67033193737471620e-04,1.13248588128200048e-05,6.78000495555358962e-02
1.00000000000000006e-01,1.10069417125220976e+01,1.45363729276271666e-03,1.60549240146523663e-04,8.63784499715662759e-06,5.38018429067206108e-02,1.45363993129562922e-03,1.60563625825986967e-04,8.64263840896924841e-06,5.38268761963299619e-02,1.64000035895890971e-04,9.78628473269404090e-06,5.96724548213299344e-02
1.00000000000000006e-01,1.21152765862858853e+01,1.45363729276271666e-03,1.58245332658614414e-04,7.40041091474683901e-06,4.67654292889123149e-02,1.45363993129562922e-03,1.58258402824337704e-04,7.40476563935881015e-06,4.67890835949980391e-02,1.61380965368534003e-04,8.44362812344284279e-06,5.23210906822916960e-02
1.00000000000000006e-01,1.33352143216332450e+01,1.45363729276271666e-03,1.56273476898335912e-04,6.32714321984944119e-06,4.04876332531180563e-02,1.45363993129562922e-03,1.56285351949343867e-04,6.33109937191566610e-06,4.05098705217603466e-02,1.59122826701736620e-04,7.27474932882628508e-06,4.57178236436324575e-02
1.00000000000000006e-01,1.46779926762206987e+01,1.45363729276271666e-03,1.54589242728208227e-04,5.39874886786095647e-06,3.49231859383177870e-02,1.45363993129562922e-03,1.54600032054419900e-04,5.40234289049822846e-06,3.49439959274819509e-02,1.57178552139694864e-04,6.25947455290312005e-06,3.98239738672482232e-02
1.00000000000000006e-01,1.61559809843987345e+01,1.45363729276271666e-03,1.53153491076534040e-04,4.59774177427664621e-06,3.00204829936201560e-02,1.45363993129562922e-03,1.53163294066431386e-04,4.60100677477217459e-06,3.00398786981989560e-02,1.55506606735864239e-04,5.37951736922524694e-06,3.45934972291088993e-02
1.00000000000000006e-01,1.77827941003892285e+01,1.45363729276271666e-03,1.51931865784581458e-04,3.90835765787912508e-06,2.57244103315405863e-02,1.45363993129562922e-03,1.51940772740745861e-04,3.91132371267149529e-06,2.57424234596024155e-02,1.54070458133710514e-04,4.61838619611162964e-06,2.99758062126585581e-02
1.00000000000000006e-01,1.95734178148766027e+01,1.45363729276271666e-03,1.50894311754415518e-04,3.31645696622307787e-06,2.19786745283062704e-02,1.45363993129562922e-03,1.50902404725365539e-04,3.31915139796545800e-06,2.19953512603469729e-02,1.52838074670448050e-04,3.96128052638284911e-06,2.59181524952092381e-02
1.00000000000000006e-01,2.15443469003188355e+01,1.45363729276271666e-03,1.50014622361900667e-04,2.80941915127959103e-06,1.87276353934488285e-02,1.45363993129562922e-03,1.50021975897893413e-04,2.81186678053797171e-06,1.87430325704532712e-02,1.51781454584037434e-04,3.39497911645352404e-06,2.23675489588473567e-02
1.00000000000000006e-01,2.37137370566165586e+01,1.45363729276271666e-03,1.49270018147875495e-04,2.37603158532754204e-06,1.59176746597143697e-02,1.45363993129562922e-03,1.49276699987632824e-04,2.37825495923331728e-06,1.59318564747904338e-02,1.50876188169408315e-04,2.90772336816402770e-06,1.92722483477588170e-02
1.00000000000000006e-01,2.61015721568253696e+01,1.45363729276271666e-03,1.48640757883277091e-04,2.00637616632186713e-06,1.34981561914358054e-02,1.45363993129562922e-03,1.48646829577961745e-04,2.00839576628600682e-06,1.35111914057517834e-02,1.50101053828061317e-04,2.48909890230883844e-06,1.65828209651350394e-02
1.00000000000000006e-01,2.87298483335366583e+01,1.45363729276271666e-03,1.48109782280711672e-04,1.69171626628251573e-06,1.14220427593108940e-02,1.45363993129562922e-03,1.48115299760899981e-04,1.69355069668601162e-06,1.14340024252719448e-02,1.49437648145445313e-04,2.12991793367012871e-06,1.42528871412451099e-02
1.00000000000000006e-01,3.16227766016837890e+01,1.45363729276271666e-03,1.47662389927424533e-04,1.42438621018739527e-06,9.64623565206736318e-03,1.45363993129562922e-03,1.47667404018296799e-04,1.42605236978783647e-06,9.65719130276808217e-03,1.48870049444622092e-04,1.82210459766418981e-06,1.22395646704073352e-02
1.00000000000000006e-01,3.48070058842841021e+01,1.45363729276271666e-03,1.47285944453873734e-04,1.19768499638202645e-06,8.13169919793067103e-03,1.45363993129562922e-03,1.47290501343365674e-04,1.19919823401747158e-06,8.14172144897438999e-03,1.48384513713902249e-04,1.55858490798795380e-06,1.05036898324378774e-02
1.00000000000000006e-01,3.83118684955728810e+01,1.45363729276271666e-03,1.46969611525175545e-04,1.00577552113291578e-06,6.84342505022290850e-03,1.45363993129562922e-03,1.46973753189400447e-04,1.00714977716028712e-06,6.85258255507978278e-03,1.47969201387589106e-04,1.33318258092929437e-06,9.00986535324448112e-03
1.00000000000000006e-01,4.21696503428582261e+01,1.45363729276271666e-03,1.46704123937993545e-04,8.43590171266431021e-07,5.75028260025591161e-03,1.45363993129562922e-03,1.46707888527849946e-04,8.44838106041149812e-07,5.75864130087845941e-03,1.47613933161544779e-04,1.14052156647746995e-06,7.72638152815366928e-03
1.00000000000000006e-01,4.64158883361278072e+01,1.45363729276271666e-03,1.46481572907110840e-04,7.06743309323182695e-07,4.82479328489566171e-03,1.45363993129562922e-03,1.46484995099631821e-04,7.07876419908568769e-07,4.83241590326098820e-03,1.47309972833561519e-04,9.75935788262102126e-07,6.62504900034680769e-03
1.00000000000000006e-01,5.10896977450692873e+01,1.45363729276271666e-03,1.46295223516541221e-04,5.91450896758862998e-07,4.04285856053249182e-03,1.45363993129562922e-03,1.46298334834215097e-04,5.92479622946897312e-07,4.04980428258663178e-03,1.47049835055600956e-04,8.35386315111041035e-07,5.68097417311058846e-03
1.00000000000000006e-01,5.62341325190349153e+01,1.45363729276271666e-03,1.46139352272582190e-04,4.94457279041865687e-07,3.38346428496270847e-03,1.45363993129562922e-03,1.46142181373576786e-04,4.95391099670366604e-07,3.38978859501227981e-03,1.46827115854271660e-04,7.15385963594003741e-07,4.87230140993872088e-03
1.00000000000000006e-01,6.18965818891260611e+01,1.45363729276271666e-03,1.46009104715014496e-04,4.12968986093658126e-07,2.82837831859667193e-03,1.45363993129562922e-03,1.46011677656967089e-04,4.13816506557932410e-07,2.83413294880518595e-03,1.46636343802122795e-04,6.12931158027953399e-07,4.17994026675316127e-03
1.00000000000000006e-01,6.81292069057961243e+01,1.45363729276271666e-03,1.45900371103962578e-04,3.44595275416254398e-07,2.36185331681377326e-03,1.45363993129562922e-03,1.45902711583749877e-04,3.45364307195134233e-07,2.36708628267604925e-03,1.46472849791752133e-04,5.25440745948717533e-07,3.58729106927163123e-03
1.00000000000000006e-01,7.49894209332455688e+01,1.45363729276271666e-03,1.45809678292003943e-04,2.87295056379454346e-07,1.97034284517181701e-03,1.45363993129562922e-03,1.45811807863681147e-04,2.87992689325669226e-07,1.97509854342463407e-03,1.46332653465483975e-04,4.50701376766255856e-07,3.07997815998439783e-03
1.00000000000000006e-01,8.25404185268018153e+01,1.45363729276271666e-03,1.45734096004222324e-04,2.39329775847411138e-07,1.64223597915258684e-03,1.45363993129562922e-03,1.45736034277113444e-04,2.39962443929841013e-07,1.64655532943594712e-03,1.46212364475352977e-04,3.86818993131367788e-07,2.64559700213707911e-03
1.00000000000000006e-01,9.08517575651687253e+01,1.45363729276271666e-03,1.45671155875102344e-04,1.99221811633649213e-07,1.36761330983369771e-03,1.45363993129562922e-03,1.45672920693834442e-04,1.99795352763536148e-07,1.37153392553618532e-03,1.46109096882946578e-04,3.32175952585939575e-07,2.27347892549125850e-03
1.00000000000000006e-01,9.99999999999999574e+01,1.45363729276271666e-03,1.45618781724165028e-04,1.65717905974251792e-07,1.13802563111782551e-03,1.45363993129562922e-03,1.45620389332263916e-04,1.66237616498200050e-07,1.14158200826460876e-03,1.46020395149570387e-04,2.85393285759473717e-07,1.95447550643279696e-03
1.00000000000000006e-01,1.10069417125220994e+02,1.45363729276271666e-03,1.45575229687104000e-04,1.37757171850234089e-07,9.46295411288899523e-04,1.45363993129562922e-03,1.45576694875607944e-04,1.38227856248934585e-07,9.49519127131215725e-04,1.45944170309024544e-04,2.45297601522599091e-07,1.68076327408763220e-03
1.00000000000000006e-01,1.21152765862858871e+02,1.45363729276271666e-03,1.45539036952172364e-04,1.14443216832354016e-07,7.86340347091638481e-04,1.45363993129562922e-03,1.45540373194571186e-04,1.14869233124280624e-07,7.89260262310261581e-04,1.45878645054247350e-04,2.10892164533898174e-07,1.44566851752341474e-03
1.00000000000000006e-01,1.33352143216332422e+02,1.45363729276271666e-03,1.45508977979911928e-04,9.50199490644046267e-08,6.53017775147334868e-04,1.45363993129562922e-03,1.45510197554579853e-04,9.54052503766968664e-08,6.55660235365366920e-04,1.45822306602609147e-04,1.81331692808566845e-07,1.24351134633144214e-03
1.00000000000000006e-01,1.46779926762206969e+02,1.45363729276271666e-03,1.45484027206071385e-04,7.88506555074874835e-08,5.41988402587998070e-04,1.45363993129562922e-03,1.45485141307235031e-04,7.91988282397814266e-08,5.44377436267045353e-04,1.45773866331086758e-04,1.55900449667750272e-07,1.06946775572010731e-03
1.00000000000000006e-01,1.61559809843987381e+02,1.45363729276271666e-03,1.45463327341412087e-04,6.53999715899939874e-08,4.49597660010181909e-04,1.45363993129562922e-03,1.45464346179577478e-04,6.57142705584370583e-08,4.51755170832803280e-04,1.45732225290833820e-04,1.33993234198139220e-07,9.19448213535013141e-04
1.00000000000000006e-01,1.77827941003892420e+02,1.45363729276271666e-03,1.45446162487304864e-04,5.42183923188624581e-08,3.72772931177162289e-04,1.45363993129562922e-03,1.45447095379961787e-04,5.45017732237952742e-08,3.74718883738560859e-04,1.45696444820019938e-04,1.15098906600461015e-07,7.89991181614923274e-04
1.00000000000000006e-01,1.95734178148765977e+02,1.45363729276271666e-03,1.45431935382205892e-04,4.49290064381594962e-08,3.08934941421791184e-04,1.45363993129562922e-03,1.45432790835537030e-04,4.51841559466703221e-08,3.10687539495593682e-04,1.45665721573538451e-04,9.87861195008775314e-08,6.78169980100678410e-04
1.00000000000000006e-01,2.15443469003188483e+02,1.45363729276271666e-03,1.45420148181238791e-04,3.72161664045628679e-08,2.55921664707561283e-04,1.45363993129562922e-03,1.45420933963485408e-04,3.74455300755900861e-08,2.57497521539728970e-04,1.45639366377561189e-04,8.46909634677801509e-08,5.81511479857883947e-04
1.00000000000000006e-01,2.37137370566165629e+02,1.45363729276271666e-03,1.45410386249418522e-04,3.08158370718159734e-08,2.11923218599793822e-04,1.45363993129562922e-03,1.45411109456499847e-04,3.10216452756988225e-08,2.13337518650726175e-04,1.45616786395280867e-04,7.25062743120015708e-08,4.97925246854310079e-04
1.00000000000000006e-01,2.61015721568253525e+02,1.45363729276271666e-03,1.45402304518899342e-04,2.55073945319751957e-08,1.75426342906826154e-04,1.45363993129562922e-03,1.45402971632851530e-04,2.56916864305439306e-08,1.76692994249226862e-04,1.45597470157001488e-04,6.19723903374061439e-08,4.25641944675135683e-04
1.00000000000000006e-01,2.87298483335366541e+02,1.45363729276271666e-03,1.45395616022529414e-04,2.11066732145823902e-08,1.45167191363678106e-04,1.45363993129562922e-03,1.45396232963323032e-04,2.12713187788435701e-08,1.46298967623249024e-04,1.45580975062899805e-04,5.28691878151349952e-08,3.63160006259693623e-04
1.00000000000000006e-01,3.16227766016837904e+02,1.45363729276271666e-03,1.45390082270516506e-04,1.74600838969030167e-08,1.20091299380492388e-04,1.45363993129562922e-03,1.45390654441831119e-04,1.76068038590892339e-08,1.21099969779236963e-04,1.45566917010777339e-04,4.50092598790075702e-08,3.09199787996301530e-04
5.00000000000000000e-01,1.00000000000000000e+00,4.98966594788631968e-03,5.67971790265876884e-03,1.44231481642133428e-03,2.53941276862740539e-01,4.98973188746886995e-03,5.68367467942139208e-03,1.44363363898793564e-03,2.53996528727238824e-01,5.71412427603575340e-03,1.45378000048206491e-03,2.54418687843212865e-01
5.00000000000000000e-01,1.08603023620960593e+00,4.98966594788631968e-03,5.33957818802740028e-03,1.30718237365475801e-03,2.44810044468638105e-01,4.98973188746886995e-03,5.34322155297529446e-03,1.30839671675457938e-03,2.44870384613944725e-01,5.37125994371357666e-03,1.31773903973978032e-03,2.45331459201120539e-01
5.00000000000000000e-01,1.17946167396149248e+00,4.98966594788631968e-03,5.03154534890672654e-03,1.18282813224833828e-03,2.35082474712336176e-01,4.98973188746886995e-03,5.03490013125464531e-03,1.18394627152420282e-03,2.35147915680539138e-01,5.06071839565093873e-03,1.19254822376490101e-03,2.35648010920692347e-01
5.00000000000000000e-01,1.28093104037257710e+00,4.98966594788631968e-03,4.75304372703959453e-03,1.06851199623925848e-03,2.24805841814709112e-01,4.98973188746886995e-03,4.75613278933691066e-03,1.06954155171338073e-03,2.24876301627081748e-01,4.77990687677738377e-03,1.07746175557355429e-03,2.25414800612178390e-01
5.00000000000000000e-01,1.39112984034404596e+00,4.98966594788631968e-03,4.50167360415701379e-03,9.63551612068807304e-04,2.14042975301236338e-01,4.98973188746886995e-03,4.50451799809397768e-03,9.64499600072604409e-04,2.14118269808383194e-01,4.52640992685730478e-03,9.71792032015034147e-04,2.14693774474321919e-01
5.00000000000000000e-01,1.51080906910707569e+00,4.98966594788631968e-03,4.27519778343691311e-03,8.67315373901798208e-04,2.02871403344653395e-01,4.98973188746886995e-03,4.27781689331006420e-03,8.68188254891605641e-04,2.02951242782115432e-01,4.29797585467130323e-03,8.74902613307641103e-04,2.03561546851582092e-01
5.00000000000000000e-01,1.64078433018997250e+00,4.98966594788631968e-03,4.07152982914819710e-03,7.79216033772238805e-04,1.91381634537909850e-01,4.98973188746886995e-03,4.07394150396261836e-03,7.80019756356795080e-04,1.91465625021392638e-01,4.09250487888680823e-03,7.86201800234619173e-04,1.92107724609108327e-01
5.00000000000000000e-01,1.78194139368523574e+00,4.98966594788631968e-03,3.88872380737067570e-03,6.98704974835642951e-04,1.79674620632948923e-01,4.98973188746886995e-03,3.89094448247936497e-03,6.99445016315386903e-04,1.79762270951162650e-01,3.90803877783493271e-03,7.05136877057341120e-04,1.80432415629199427e-01
5.00000000000000000e-01,1.93524223269565110e+00,4.98966594788631968e-03,3.72496535744573252e-03,6.25267195144409735e-04,1.67858526226178195e-01,4.98973188746886995e-03,3.72701016655504255e-03,6.25948598838866493e-04,1.67949259826528613e-01,3.74275187722777382e-03,6.31189067356859555e-04,1.68643043424074435e-01
5.00000000000000000e-01,2.10173157909726349e+00,4.98966594788631968e-03,3.57856391413057797e-03,5.58417031718669646e-04,1.56045007192316315e-01,4.98973188746886995e-03,3.58044679243503137e-03,5.59044441336310673e-04,1.56138178765144936e-01,3.59494319521728957e-03,5.63869232387470857e-04,1.56850665439621451e-01
5.00000000000000000e-01,2.28254404329618854e+00,4.98966594788631968e-03,3.44794589579822900e-03,4.97694631855557373e-04,1.44345255667167827e-01,4.98973188746886995e-03,3.44967967494755768e-03,4.98272323140367887e-04,1.44440171288640784e-01,3.46302955961076513e-03,5.02714318711771193e-04,1.45166048992164787e-01
5.00000000000000000e-01,2.47891184649978902e+00,4.98966594788631968e-03,3.33164867546213240e-03,4.42663152846913173e-04,1.32866096028420949e-01,4.98973188746886995e-03,3.33324517100772738e-03,4.43195062717341047e-04,1.32962035487882074e-01,3.34553951353607154e-03,4.47284536127915170e-04,1.33695786380103848e-01
5.00000000000000000e-01,2.69217321819695643e+00,4.98966594788631968e-03,3.22831515931876157e-03,3.92906645174542855e-04,1.21706409004210703e-01,4.98973188746886995e-03,3.22978525123546753e-03,3.93396398553415869e-04,1.21802648768345401e-01,3.24110783380188389e-03,3.97161220811968741e-04,1.22538724774883756e-01
5.00000000000000000e-01,2.92378151607561554e+00,4.98966594788631968e-03,3.13668881164381628e-03,3.48028550466005957e-04,1.10954121165630637e-01,4.98973188746886995e-03,3.13804251847580543e-03,3.48479484984271501e-04,1.11049956440212053e-01,3.14847050037526683e-03,3.51945314824067307e-04,1.11782948190913292e-01
5.00000000000000000e-01,3.17531513052888004e+00,4.98966594788631968e-03,3.05560898437850928e-03,3.07650726335594613e-04,1.00683931716534322e-01,4.98973188746886995e-03,3.05685553151452492e-03,3.08065915078247496e-04,1.00778696245947763e-01,3.06645997493158349e-03,3.11256373979450099e-04,1.01503484970937738e-01
5.00000000000000000e-01,3.44848824124821585e+00,4.98966594788631968e-03,2.98400643323225735e-03,2.71412897385862786e-04,9.09558687150248540e-02,4.98973188746886995e-03,2.98515431577549631e-03,2.71795169835089320e-04,9.10489512715463023e-02,2.99400066995107262e-03,2.74732003245339949e-04,9.17608355945456616e-02
5.00000000000000000e-01,3.74516249920884858e+00,4.98966594788631968e-03,2.92089892792062392e-03,2.38972425961810368e-04,8.18146850880368814e-02,4.98973188746886995e-03,2.92195596858169353e-03,2.39324387280094646e-04,8.19055419908540916e-02,2.93010451565624752e-03,2.42027613148957244e-04,8.26003345122148236e-02
5.00000000000000000e-01,4.06735971365914395e+00,4.98966594788631968e-03,2.86538689046321720e-03,2.10004297713627477e-04,7.32900322858942993e-02,4.98973188746886995e-03,2.86636029287067311e-03,2.10328346498258603e-04,7.33781956934708296e-02,2.87386655841587397e-03,2.12816392151646608e-04,7.40522873368743839e-02
5.00000000000000000e-01,4.41727563057467609e+00,4.98966594788631968e-03,2.81664902060117101e-03,1.84201224828174301e-04,6.53972942602764756e-02,4.98973188746886995e-03,2.81754541839290915e-03,1.84499569458183648e-04,6.54823763456561375e-02,2.82446054940052723e-03,1.86789397752872417e-04,6.61327692442074400e-02
5.00000000000000000e-01,4.79729489647595120e+00,4.98966594788631968e-03,2.77393788995096858e-03,1.61273782539520595e-04,5.81389306241356513e-02,4.98973188746886995e-03,2.77476339198098410e-03,1.61548456226494645e-04,5.82206240335182285e-02,2.78113450485534307e-03,1.63655681841631649e-04,5.88449359626150026e-02
5.00000000000000000e-01,5.21000730958691349e+00,4.98966594788631968e-03,2.73657550547551538e-03,1.40950510503562177e-04,5.15061653594207011e-02,4.98973188746886995e-03,2.73733573744405203e-03,1.41203385148954704e-04,5.15842405509239210e-02,2.74320623834228014e-03,1.43142381791121307e-04,5.21806854294784156e-02
5.00000000000000000e-01,5.65822546908445023e+00,4.98966594788631968e-03,2.70394885764787271e-03,1.22977928041556118e-04,4.54808631804274957e-02,4.98973188746886995e-03,2.70464900043859528e-03,1.23210726995005517e-04,4.55551633409825990e-02,2.71005888012013996e-03,1.24994726216713382e-04,4.61225131061256607e-02
5.00000000000000000e-01,6.14500394271699335e+00,4.98966594788631968e-03,2.67550547915450460e-03,1.07120429513334883e-04,4.00374547344176518e-02,4.98973188746886995e-03,2.67615030413987645e-03,1.07334739319020784e-04,4.01078889900089233e-02,2.68113640932250144e-03,1.08975921579104892e-04,4.06454222919012537e-02
5.00000000000000000e-01,6.67366008341789652e+00,4.98966594788631968e-03,2.65074904634052125e-03,9.31600418924879959e-05,3.51447987960609234e-02,4.98973188746886995e-03,2.65134294789586868e-03,9.33573231036886414e-05,3.52113343834972031e-02,2.65593923096787976e-03,9.48669016337399824e-05,3.57187771947509863e-02
5.00000000000000000e-01,7.24779663677695840e+00,4.98966594788631968e-03,2.62923505831378452e-03,8.08960401080570049e-05,3.07678995273774833e-02,4.98973188746886995e-03,2.62978208376148841e-03,8.10776372437485153e-05,3.08305535064638293e-02,2.63401983256726169e-03,8.24659352292448408e-05,3.13080160633676663e-02
5.00000000000000000e-01,7.87132629343806567e+00,4.98966594788631968e-03,2.61056662833744277e-03,7.01444264243831204e-05,2.68694258414906191e-02,4.98973188746886995e-03,2.61107050552513743e-03,7.03115771359115829e-05,2.69282568154055046e-02,2.61497855482102333e-03,7.15880986752081069e-05,2.73761704635118140e-02
5.00000000000000000e-01,8.54849835374542621e+00,4.98966594788631968e-03,2.59439041956177835e-03,6.07372879441960524e-05,2.34110053314393850e-02,4.98973188746886995e-03,2.59485458226226939e-03,6.08911314547167242e-05,2.34661055270504113e-02,2.59845950832976545e-03,6.20646267239524055e-05,2.38851621605011000e-02
5.00000000000000000e-01,9.28392768635557353e+00,4.98966594788631968e-03,2.58039275297606814e-03,5.25220514055550205e-05,2.03542857361458940e-02,4.98973188746886995e-03,2.58082036428176854e-03,5.26636362800341409e-05,2.04057736868835556e-02,2.58414666408218795e-03,5.37421613069229392e-05,2.07968696413020973e-02
5.00000000000000000e-01,1.00826261781656381e+01,4.98966594788631968e-03,2.56829591033520517e-03,4.53606571476746344e-05,1.76617721365893224e-02,4.98973188746886995e-03,2.56868988420614914e-03,4.54909484467583798e-05,1.77097861156631231e-02,2.57176014036343504e-03,4.64819198802411974e-05,1.80739716549430940e-02
5.00000000000000000e-01,1.09500368898863858e+01,4.98966594788631968e-03,2.55785464927003534e-03,3.91286748855079679e-05,1.52974583198754368e-02,4.98973188746886995e-03,2.55821767038184314e-03,3.92485607524512014e-05,1.53421505944773291e-02,2.56105270318546154e-03,4.01588060069863639e-05,1.56805855486833456e-02
5.00000000000000000e-01,1.18920711500272134e+01,4.98966594788631968e-03,2.54885294224696263e-03,3.37143832242838386e-05,1.32272767351429236e-02,4.98973188746886995e-03,2.54918748427342655e-03,3.38246809503733523e-05,1.32688086533635698e-02,2.55180649179991914e-03,3.46604841016771379e-05,1.35827243221837458e-02
5.00000000000000000e-01,1.29151488400854912e+01,4.98966594788631968e-03,2.54110094581109450e-03,2.90178331037615450e-05,1.14193940825516229e-02,4.98973188746886995e-03,2.54140928826523645e-03,2.91192947142416790e-05,1.14579319626703976e-02,2.54382997562344710e-03,2.98864385256428427e-05,1.17485990856437700e-02
5.00000000000000000e-01,1.40262421454802677e+01,4.98966594788631968e-03,2.53443220183431324e-03,2.49499129727573625e-05,9.84437972130392143e-03,4.98973188746886995e-03,2.53471644558175401e-03,2.50432303721486075e-05,9.88009148549980065e-03,2.53695514419235426e-03,2.57470348350070841e-05,1.01487938775534463e-02
5.00000000000000000e-01,1.52329230703890683e+01,4.98966594788631968e-03,2.52870106841539440e-03,2.14314307724442880e-05,8.47527255796757910e-03,4.98973188746886995e-03,2.52896314996460536e-03,2.15172404853181869e-05,8.50832503653496663e-03,2.53103492768915871e-03,2.21625982602643457e-05,8.75633837281686658e-03
5.00000000000000000e-01,1.65434150402973934e+01,4.98966594788631968e-03,2.52378037469437036e-03,1.83922249944917768e-05,7.28756954404920221e-03,4.98973188746886995e-03,2.52402207935976952e-03,1.84711125352078571e-05,7.31812636912159819e-03,2.52594084219880501e-03,1.90625216800789552e-05,7.54670155437418312e-03
5.00000000000000000e-01,1.79666489439277264e+01,4.98966594788631968e-03,2.51955929114726059e-03,1.57703143525119230e-05,6.25915588012657554e-03,4.98973188746886995e-03,2.51978226517310736e-03,1.58428182551136888e-05,6.28737588722781855e-03,2.52156085115793878e-03,1.63844126173073981e-05,6.49772644185185079e-03
5.00000000000000000e-01,1.95123239964689006e+01,4.98966594788631968e-03,2.51594140488332028e-03,1.35110930798260241e-05,5.37019385809289849e-03,4.98973188746886995e-03,2.51614716660890836e-03,1.35777086172091077e-05,5.39622991746870583e-03,2.51779743242047183e-03,1.40732862502622807e-05,5.58952283811529633e-03
5.00000000000000000e-01,2.11909738388834796e+01,4.98966594788631968e-03,2.51284298801571909e-03,1.15665766136007599e-05,4.60298421698618516e-03,4.98973188746886995e-03,2.51303293815538769e-03,1.16277592331776759e-05,4.62698242296524179e-03,2.51456583891758326e-03,1.20808091681425614e-05,4.80433201675198578e-03
5.00000000000000000e-01,2.30140383237542103e+01,4.98966594788631968e-03,2.51019144624533338e-03,9.89470047906783891e-06,3.94181108929680425e-03,4.98973188746886995e-03,2.51036687735030350e-03,9.95086898042295617e-06,3.96391024363981249e-03,2.51179253996841774e-03,1.03645966414164715e-05,4.12637448216435568e-03
5.00000000000000000e-01,2.49939414768837125e+01,4.98966594788631968e-03,2.50792393430929574e-03,8.45867355546873861e-06,3.37277915001769424e-03,4.98973188746886995e-03,2.50808603947221941e-03,8.51021303387518114e-06,3.39311048342902898e-03,2.50941382982161187e-03,8.88756453411490312e-06,3.54168946886958790e-03
5.00000000000000000e-01,2.71441761659490659e+01,4.98966594788631968e-03,2.50598612482384612e-03,7.22638557684144353e-06,2.88364947645087600e-03,4.98973188746886995e-03,2.50613600568124666e-03,7.27365015493545360e-06,2.90233656052447421e-03,2.50737458990076207e-03,7.61733564527173783e-06,3.03797273688301197e-03
5.00000000000000000e-01,2.94793960532208281e+01,4.98966594788631968e-03,2.50433111722256352e-03,6.16986767325677544e-06,2.46367887649756416e-03,4.98973188746886995e-03,2.50446979130502199e-03,6.21318304155525537e-06,2.48083768593499680e-03,2.50562719141601007e-03,6.52569920909993044e-06,2.60441746140695771e-03
5.00000000000000000e-01,3.20155154589959423e+01,4.98966594788631968e-03,2.50291847389022071e-03,5.26480396228303156e-06,2.10346602064912045e-03,4.98973188746886995e-03,2.50304688136525431e-03,5.30446974749092615e-06,2.11920511236995783e-03,2.50413052542298531e-03,5.58812147934995887e-06,2.23156158299936923e-03
5.00000000000000000e-01,3.47698178163056468e+01,4.98966594788631968e-03,2.50171337116076925e-03,4.49009162386768213e-06,1.79480658161263536e-03,4.98973188746886995e-03,2.50183238100889008e-03,4.52638360194687579e-06,1.80922736323428841e-03,2.50284914800023893e-03,4.78330474151547011e-06,1.91114384394173390e-03
5.00000000000000000e-01,3.77610734560073951e+01,4.98966594788631968e-03,2.50068585353530699e-03,3.82744650153949900e-06,1.53055870497627853e-03,4.98973188746886995e-03,2.50079626919583447e-03,3.86061867019290339e-06,1.54375577001094081e-03,2.50175252892591814e-03,4.09279170615913483e-06,1.63596984867096372e-03
5.00000000000000000e-01,4.10096675249560008e+01,4.98966594788631968e-03,2.49981018024008142e-03,3.26105103717430980e-06,1.30451946429833271e-03,4.98973188746886995e-03,2.49991274475997718e-03,3.29133755965037447e-06,1.31658097529575337e-03,2.50081439302013821e-03,3.50061200850555281e-06,1.39978881210692219e-03
5.00000000000000000e-01,4.45377389090053626e+01,4.98966594788631968e-03,2.49906425405101770e-03,2.77724123621410827e-06,1.11131245693749645e-03,4.98973188746886995e-03,2.49915965476745633e-03,2.80485826511921114e-06,1.12232056074072621e-03,2.50001214414421590e-03,2.99296744697527907e-06,1.19718116329383187e-03
5.00000000000000000e-01,4.83693311075888630e+01,4.98966594788631968e-03,2.49842912313226256e-03,2.36422934883516719e-06,9.46286339262308093e-04,4.98973188746886995e-03,2.49851799591794535e-03,2.38937673500007617e-06,9.56317600635183339e-04,2.49932636268143920e-03,2.55795261210899785e-06,1.02345682032684232e-03
5.00000000000000000e-01,5.25305560880753859e+01,4.98966594788631968e-03,2.49788854745028712e-03,2.01185901702525349e-06,8.05423852508893221e-04,4.98973188746886995e-03,2.49797148054973096e-03,2.03472190457411684e-06,8.14549693788470925e-04,2.49874036814142289e-03,2.18530766413699437e-06,8.74563716982904656e-04
5.00000000000000000e-01,5.70497722365544462e+01,4.98966594788631968e-03,2.49742862211569999e-03,1.71138975803850288e-06,6.85260728928739778e-04,4.98973188746886995e-03,2.49750615960093710e-03,1.73214006296721841e-06,6.93547864259917409e-04,2.49823983931257189e-03,1.86620018906840508e-06,7.47006015876329151e-04
