t,a4,a4_prime,a4_second,scale_3space,scale_extratime,volume_ratio,theta,rho_req,p_req_0,p_req_1,p_req_2,p_req_3,p_req_5,p_req_6,p_req_7,p_mean_req,w_req
3.04999999999999982e+00,2.10744206295433889e+00,1.97045166577334974e+00,1.16444978080524869e-01,8.22716976398411148e+00,1.21548482490014556e-01,1.00000000000000000e+00,0.00000000000000000e+00,-3.26480393014469001e+01,3.35196069855309364e+00,3.46840567663361954e+00,3.46840567663361954e+00,3.46840567663361954e+00,3.23551572047256952e+00,3.23551572047256952e+00,3.23551572047256952e+00,3.35196069855309409e+00,-1.02669586605298568e-01
3.10000000000000009e+00,2.20610121290959249e+00,1.97574279833831112e+00,9.58493455288387669e-02,9.08024534760589397e+00,1.10129182826944311e-01,1.00000000000000000e+00,0.00000000000000000e+00,-3.27106788155571024e+01,3.28932118444289934e+00,3.38517052997173806e+00,3.38517052997173806e+00,3.38517052997173806e+00,3.19347183891406061e+00,3.19347183891406061e+00,3.19347183891406061e+00,3.28932118444289978e+00,-1.00558022748170800e-01
3.14999999999999991e+00,2.30500072825256863e+00,1.98009599024264227e+00,7.88204677955216954e-02,1.00241855525611712e+01,9.97587280040422714e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.27623403917249689e+01,3.23765960827502974e+00,3.31648007607055106e+00,3.31648007607055106e+00,3.31648007607055106e+00,3.15883914047950753e+00,3.15883914047950753e+00,3.15883914047950753e+00,3.23765960827502886e+00,-9.88225984335596719e-02
3.20000000000000018e+00,2.40409791339854673e+00,1.98367436087918891e+00,6.47655452040335061e-02,1.10684410849016466e+01,9.03469596422291493e-02,1.00000000000000022e+00,0.00000000000000000e+00,-3.28048919100283740e+01,3.19510808997162377e+00,3.25987363517565587e+00,3.25987363517565587e+00,3.25987363517565587e+00,3.13034254476758900e+00,3.13034254476758900e+00,3.13034254476758900e+00,3.19510808997162288e+00,-9.73973058266619784e-02
3.25000000000000000e+00,2.50335752645322707e+00,1.98661369044169223e+00,5.31820062588716780e-02,1.22234657498863033e+01,8.18098582236630734e-02,9.99999999999999889e-01,0.00000000000000000e+00,-3.28399018651510772e+01,3.16009813484892010e+00,3.21328014110779270e+00,3.21328014110779270e+00,3.21328014110779270e+00,3.10691612859004929e+00,3.10691612859004929e+00,3.10691612859004929e+00,3.16009813484892144e+00,-9.62273927560770986e-02
3.29999999999999982e+00,2.60275052050456290e+00,1.98902665904119180e+00,4.36466064433825782e-02,1.35008212982940314e+01,7.40695679103878235e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.28686811511296924e+01,3.13131884887030409e+00,3.17496545531368657e+00,3.17496545531368657e+00,3.17496545531368657e+00,3.08767224242692162e+00,3.08767224242692162e+00,3.08767224242692162e+00,3.13131884887030454e+00,-9.52675537686634988e-02
3.35000000000000009e+00,2.70225298329311725e+00,1.99100654507703112e+00,3.58048027648638703e-02,1.49132933044977705e+01,6.70542702796843165e-02,9.99999999999999667e-01,0.00000000000000000e+00,-3.28923211876187267e+01,3.10767881238127197e+00,3.14348361514613561e+00,3.14348361514613561e+00,3.14348361514613561e+00,3.07187400961640744e+00,3.07187400961640744e+00,3.07187400961640744e+00,3.10767881238127197e+00,-9.44803741473575071e-02
3.39999999999999991e+00,2.80184524879339980e+00,1.99263040952812776e+00,2.93608711489291643e-02,1.64750192494808019e+01,6.06979563942855044e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29117278469287058e+01,3.08827215307129732e+00,3.11763302422022681e+00,3.11763302422022681e+00,3.11763302422022681e+00,3.05891128192236872e+00,3.05891128192236872e+00,3.05891128192236872e+00,3.08827215307129777e+00,-9.38350051821874448e-02
3.45000000000000018e+00,2.90151115604692533e+00,1.99396180986510285e+00,2.40689975727435279e-02,1.82016301007444206e+01,5.49401341783723809e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29276510976015473e+01,3.07234890239845004e+00,3.09641789997119288e+00,3.09641789997119288e+00,3.09641789997119288e+00,3.04827990482570543e+00,3.04827990482570543e+00,3.04827990482570543e+00,3.07234890239844916e+00,-9.33060452229536458e-02
3.50000000000000000e+00,3.00123743299069012e+00,1.99505309474278580e+00,1.97254221528469845e-02,2.01104068134500054e+01,4.97254983092232511e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29407105525283015e+01,3.05928944747169895e+00,3.07901486962454563e+00,3.07901486962454563e+00,3.07901486962454563e+00,3.03956402531885139e+00,3.03956402531885139e+00,3.03956402531885139e+00,3.05928944747169851e+00,-9.28726003828380803e-02
3.54999999999999982e+00,3.10101318563810624e+00,1.99594733207497521e+00,1.61616227290206742e-02,2.22204533243237634e+01,4.50035823033971827e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29514172572516344e+01,3.04858274274836560e+00,3.06474436547738627e+00,3.06474436547738627e+00,3.06474436547738627e+00,3.03242112001934494e+00,3.03242112001934494e+00,3.03242112001934494e+00,3.04858274274836560e+00,-9.25174998983530061e-02
3.60000000000000009e+00,3.20082947555726882e+00,1.99667992096803260e+00,1.32384717644748063e-02,2.45528877731544597e+01,4.07284067454328561e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29601921203907295e+01,3.03980787960927268e+00,3.05304635137374891e+00,3.05304635137374891e+00,3.05304635137374891e+00,3.02656940784479911e+00,3.02656940784479911e+00,3.02656940784479911e+00,3.03980787960927401e+00,-9.22266432339362979e-02
3.64999999999999991e+00,3.30067897101935426e+00,1.99727993393220982e+00,1.08412738979651486e-02,2.71310538676434518e+01,3.68581332991492067e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29673814034647563e+01,3.03261859653524279e+00,3.04345987043320720e+00,3.04345987043320720e+00,3.04345987043320720e+00,3.02177732263727661e+00,3.02177732263727661e+00,3.02177732263727661e+00,3.03261859653524235e+00,-9.19884585136180877e-02
3.70000000000000018e+00,3.40055565938955828e+00,1.99777123085644703e+00,8.87558163499514892e-03,2.99807545076130957e+01,3.33547309406795334e-02,9.99999999999999778e-01,0.00000000000000000e+00,-3.29732696725130481e+01,3.02673032748695015e+00,3.03560590912194517e+00,3.03560590912194517e+00,3.03560590912194517e+00,3.01785474585195512e+00,3.01785474585195512e+00,3.01785474585195512e+00,3.02673032748695059e+00,-9.17934544419801018e-02
3.75000000000000000e+00,3.50045461027843574e+00,1.99817338108114528e+00,7.26368690243516836e-03,3.31305100060399909e+01,3.01836585014142837e-02,9.99999999999999778e-01,0.00000000000000000e+00,-3.29780905825837607e+01,3.02190941741623309e+00,3.02917310431866715e+00,3.02917310431866715e+00,3.02917310431866715e+00,3.01464573051379725e+00,3.01464573051379725e+00,3.01464573051379725e+00,3.02190941741623265e+00,-9.16338503543364519e-02
3.79999999999999982e+00,3.60037178066245245e+00,1.99850242492164676e+00,5.94169215214744063e-03,3.66118434891572662e+01,2.73135659037806629e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29820358272531138e+01,3.01796417274689244e+00,3.02390586489904090e+00,3.02390586489904090e+00,3.02390586489904090e+00,3.01202248059474575e+00,3.01202248059474575e+00,3.01202248059474575e+00,3.01796417274689288e+00,-9.15032713127169606e-02
3.85000000000000009e+00,3.70030385463324762e+00,1.99877150139317905e+00,4.85707355680571780e-03,4.04595963282907505e+01,2.47160152534879711e-02,1.00000000000000022e+00,0.00000000000000000e+00,-3.29852625443446286e+01,3.01473745565537099e+00,3.01959452921217553e+00,3.01959452921217553e+00,3.01959452921217553e+00,3.00988038209856379e+00,3.00988038209856379e+00,3.00988038209856379e+00,3.01473745565537010e+00,-9.13964971963593248e-02
3.89999999999999991e+00,3.80024811166747511e+00,1.99899136476257966e+00,3.96665881737500153e-03,4.47122767547264033e+01,2.23652220951663545e-02,9.99999999999999778e-01,0.00000000000000000e+00,-3.29878994291860792e+01,3.01210057081391813e+00,3.01606722963129226e+00,3.01606722963129226e+00,3.01606722963129226e+00,3.00813391199654223e+00,3.00813391199654223e+00,3.00813391199654223e+00,3.01210057081391724e+00,-9.13092565132825051e-02
3.95000000000000018e+00,3.90020231834770215e+00,1.99917080893002264e+00,3.23495212448272678e-03,4.94124451385619921e+01,2.02378165499765873e-02,1.00000000000000022e+00,0.00000000000000000e+00,-3.29900517698337623e+01,3.00994823016623636e+00,3.01318318229072046e+00,3.01318318229072046e+00,3.01318318229072046e+00,3.00671327804175492e+00,3.00671327804175492e+00,3.00671327804175492e+00,3.00994823016623769e+00,-9.12380571927003392e-02
4.00000000000000000e+00,4.00016463933466326e+00,1.99931701551076224e+00,2.63274827666721330e-03,5.46071397762518984e+01,1.83126236623528497e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29918055855325889e+01,3.00819441446741598e+00,3.01082716274408169e+00,3.01082716274408169e+00,3.01082716274408169e+00,3.00556166619074761e+00,3.00556166619074761e+00,3.00556166619074761e+00,3.00819441446741465e+00,-9.11800479264024827e-02
4.04999999999999982e+00,4.10013356411591889e+00,1.99943583880574738e+00,2.13598654566549834e-03,6.03483474327696143e+01,1.65704620348392888e-02,9.99999999999999889e-01,0.00000000000000000e+00,-3.29932310205025274e+01,3.00676897949747257e+00,3.00890496604313817e+00,3.00890496604313817e+00,3.00890496604313817e+00,3.00463299295180697e+00,3.00463299295180697e+00,3.00463299295180697e+00,3.00676897949747257e+00,-9.11329047351869814e-02
4.09999999999999964e+00,4.20010784665685843e+00,1.99953203857343609e+00,1.72480246714605155e-03,6.66935233266110714e+01,1.49939596848528561e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29943851198449210e+01,3.00561488015507683e+00,3.00733968262222318e+00,3.00733968262222318e+00,3.00733968262222318e+00,3.00389007768793137e+00,3.00389007768793137e+00,3.00389007768793137e+00,3.00561488015507683e+00,-9.10947383695084878e-02
4.15000000000000036e+00,4.30008645557619040e+00,1.99960946959256503e+00,1.38274230947442933e-03,7.37061657331701525e+01,1.35673859853215461e-02,9.99999999999999667e-01,0.00000000000000000e+00,-3.29953140926527766e+01,3.00468590734722207e+00,3.00606864965669773e+00,3.00606864965669773e+00,3.00606864965669773e+00,3.00330316503774908e+00,3.00330316503774908e+00,3.00330316503774908e+00,3.00468590734722341e+00,-9.10640189364431973e-02
4.20000000000000018e+00,4.40006853287593369e+00,1.99967123538734093e+00,1.09611058099251925e-03,8.14564509185267838e+01,1.22764985304872395e-02,9.99999999999999889e-01,0.00000000000000000e+00,-3.29960551489066063e+01,3.00394485109339682e+00,3.00504096167438961e+00,3.00504096167438961e+00,3.00504096167438961e+00,3.00284874051240491e+00,3.00284874051240491e+00,3.00284874051240491e+00,3.00394485109339726e+00,-9.10395148006939575e-02
4.25000000000000000e+00,4.50005335958950425e+00,1.99971981212606087e+00,8.53425656591526045e-04,9.00219347058490911e+01,1.11084037825619625e-02,1.00000000000000022e+00,0.00000000000000000e+00,-3.29966379810284636e+01,3.00336201897153598e+00,3.00421544462812795e+00,3.00421544462812795e+00,3.00421544462812795e+00,3.00250859331494491e+00,3.00250859331494491e+00,3.00250859331494491e+00,3.00336201897153643e+00,-9.10202433562573993e-02
4.29999999999999982e+00,4.60004032698256715e+00,1.99975714755943113e+00,6.44962528151035394e-04,9.94883276250914435e+01,1.00514303926021072e-02,1.00000000000000000e+00,0.00000000000000000e+00,-3.29970859476450968e+01,3.00291405235490272e+00,3.00355901488305399e+00,3.00355901488305399e+00,3.00355901488305399e+00,3.00226908982675234e+00,3.00226908982675234e+00,3.00226908982675234e+00,3.00291405235490316e+00,-9.10054317256828033e-02
4.34999999999999964e+00,4.70002891215986995e+00,1.99978473889828146e+00,4.62364901352863814e-04,1.09950351308304263e+02,9.09501414139158443e-03,9.99999999999999889e-01,0.00000000000000000e+00,-3.29974170057914051e+01,3.00258299420859665e+00,3.00304535910994952e+00,3.00304535910994952e+00,3.00304535910994952e+00,3.00212062930724377e+00,3.00212062930724377e+00,3.00212062930724377e+00,3.00258299420859620e+00,-9.09944858314700872e-02
4.40000000000000036e+00,4.80001865710510334e+00,1.99980369270886249e+00,2.98311458522462021e-04,1.21512684572513948e+02,8.22959350719668949e-03,1.00000000000000044e+00,0.00000000000000000e+00,-3.29976444281160042e+01,3.00235557188399227e+00,3.00265388334251471e+00,3.00265388334251471e+00,3.00265388334251471e+00,3.00205726042546983e+00,3.00205726042546983e+00,3.00205726042546983e+00,3.00235557188399227e+00,-9.09869666128592658e-02
4.45000000000000018e+00,4.90000915031675444e+00,1.99981476919827417e+00,1.46223157189003309e-04,1.34291008484578441e+02,7.44651493264224685e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29977773333106370e+01,3.00222266668935989e+00,3.00236888984654859e+00,3.00236888984654859e+00,3.00236888984654859e+00,3.00207644353217029e+00,3.00207644353217029e+00,3.00207644353217029e+00,3.00222266668935989e+00,-9.09825724431043009e-02
4.50000000000000000e+00,5.00000001030576868e+00,1.99981841264712301e+00,0.00000000000000000e+00,1.48413160632088307e+02,6.73794692964574393e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29978210506873779e+01,3.00217894931262386e+00,3.00217894931262386e+00,3.00217894931262386e+00,3.00217894931262386e+00,3.00217894931262386e+00,3.00217894931262386e+00,3.00217894931262386e+00,3.00217894931262430e+00,-9.09811270477838413e-02
4.54999999999999982e+00,5.09999087029478293e+00,1.99981476919827417e+00,-1.46223157189003309e-04,1.64020409835074673e+02,6.09680222726864934e-03,9.99999999999999778e-01,0.00000000000000000e+00,-3.29977773333106370e+01,3.00222266668935989e+00,3.00207644353217029e+00,3.00207644353217029e+00,3.00207644353217029e+00,3.00236888984654859e+00,3.00236888984654859e+00,3.00236888984654859e+00,3.00222266668935944e+00,-9.09825724431042870e-02
4.59999999999999964e+00,5.19998136350643314e+00,1.99980369270886249e+00,-2.98311458522462021e-04,1.81268863627661062e+02,5.51666723113612093e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29976444281160042e+01,3.00235557188399227e+00,3.00205726042546983e+00,3.00205726042546983e+00,3.00205726042546983e+00,3.00265388334251471e+00,3.00265388334251471e+00,3.00265388334251471e+00,3.00235557188399227e+00,-9.09869666128592658e-02
4.65000000000000036e+00,5.29997110845166741e+00,1.99978473889828146e+00,-4.62364901352863814e-04,2.00331022017775410e+02,4.99173812387015015e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29974170057914051e+01,3.00258299420859665e+00,3.00212062930724377e+00,3.00212062930724377e+00,3.00212062930724377e+00,3.00304535910994952e+00,3.00304535910994952e+00,3.00304535910994952e+00,3.00258299420859709e+00,-9.09944858314701149e-02
4.70000000000000018e+00,5.39995969362896933e+00,1.99975714755943113e+00,-6.44962528151035394e-04,2.21397492294873388e+02,4.51676299326880717e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29970859476450968e+01,3.00291405235490272e+00,3.00226908982675234e+00,3.00226908982675234e+00,3.00226908982675234e+00,3.00355901488305399e+00,3.00355901488305399e+00,3.00355901488305399e+00,3.00291405235490316e+00,-9.10054317256828033e-02
4.75000000000000000e+00,5.49994666102203222e+00,1.99971981212606087e+00,-8.53425656591526045e-04,2.44678880994710227e+02,4.08698942848941330e-03,9.99999999999999667e-01,0.00000000000000000e+00,-3.29966379810284636e+01,3.00336201897153598e+00,3.00250859331494491e+00,3.00250859331494491e+00,3.00250859331494491e+00,3.00421544462812795e+00,3.00421544462812795e+00,3.00421544462812795e+00,3.00336201897153598e+00,-9.10202433562573854e-02
4.79999999999999982e+00,5.59993148773560279e+00,1.99967123538734093e+00,-1.09611058099251925e-03,2.70407880535293941e+02,3.69811707417853517e-03,1.00000000000000022e+00,0.00000000000000000e+00,-3.29960551489066063e+01,3.00394485109339682e+00,3.00284874051240491e+00,3.00284874051240491e+00,3.00284874051240491e+00,3.00504096167438961e+00,3.00504096167438961e+00,3.00504096167438961e+00,3.00394485109339726e+00,-9.10395148006939575e-02
4.84999999999999964e+00,5.69991356503534607e+00,1.99960946959256503e+00,-1.38274230947442933e-03,2.98841569490208883e+02,3.34625467837654190e-03,9.99999999999999778e-01,0.00000000000000000e+00,-3.29953140926527766e+01,3.00468590734722207e+00,3.00330316503774908e+00,3.00330316503774908e+00,3.00330316503774908e+00,3.00606864965669773e+00,3.00606864965669773e+00,3.00606864965669773e+00,3.00468590734722341e+00,-9.10640189364431973e-02
4.90000000000000036e+00,5.79989217395467893e+00,1.99953203857343609e+00,-1.72480246714605155e-03,3.30263946934369983e+02,3.02788121223150023e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29943851198449210e+01,3.00561488015507683e+00,3.00389007768793137e+00,3.00389007768793137e+00,3.00389007768793137e+00,3.00733968262222318e+00,3.00733968262222318e+00,3.00733968262222318e+00,3.00561488015507683e+00,-9.10947383695084878e-02
4.95000000000000018e+00,5.89986645649561758e+00,1.99943583880574738e+00,-2.13598654566549834e-03,3.64988722737509192e+02,2.73981067825806524e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29932310205025274e+01,3.00676897949747257e+00,3.00463299295180697e+00,3.00463299295180697e+00,3.00463299295180697e+00,3.00890496604313817e+00,3.00890496604313817e+00,3.00890496604313817e+00,3.00676897949747257e+00,-9.11329047351869814e-02
5.00000000000000000e+00,5.99983538127687321e+00,1.99931701551076224e+00,-2.63274827666721330e-03,4.03362387025901626e+02,2.47916025927272634e-03,1.00000000000000022e+00,0.00000000000000000e+00,-3.29918055855325889e+01,3.00819441446741598e+00,3.00556166619074761e+00,3.00556166619074761e+00,3.00556166619074761e+00,3.01082716274408169e+00,3.01082716274408169e+00,3.01082716274408169e+00,3.00819441446741465e+00,-9.11800479264024827e-02
5.04999999999999982e+00,6.09979770226383433e+00,1.99917080893002264e+00,-3.23495212448272678e-03,4.45767583187587263e+02,2.24332149244504736e-03,1.00000000000000022e+00,0.00000000000000000e+00,-3.29900517698337623e+01,3.00994823016623636e+00,3.00671327804175492e+00,3.00671327804175492e+00,3.00671327804175492e+00,3.01318318229072046e+00,3.01318318229072046e+00,3.01318318229072046e+00,3.00994823016623769e+00,-9.12380571927003392e-02
5.09999999999999964e+00,6.19975190894406047e+00,1.99899136476257966e+00,-3.96665881737500153e-03,4.92626809626232046e+02,2.02993418234530178e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29878994291860792e+01,3.01210057081391813e+00,3.00813391199654223e+00,3.00813391199654223e+00,3.00813391199654223e+00,3.01606722963129226e+00,3.01606722963129226e+00,3.01606722963129226e+00,3.01210057081391769e+00,-9.13092565132825190e-02
5.15000000000000036e+00,6.29969616597828974e+00,1.99877150139317905e+00,-4.85707355680571780e-03,5.44406475785928137e+02,1.83686279366232345e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29852625443446286e+01,3.01473745565537099e+00,3.00988038209856379e+00,3.00988038209856379e+00,3.00988038209856379e+00,3.01959452921217553e+00,3.01959452921217553e+00,3.01959452921217553e+00,3.01473745565536921e+00,-9.13964971963592970e-02
5.20000000000000018e+00,6.39962823994908447e+00,1.99850242492164676e+00,-5.94169215214744063e-03,6.01621337514164111e+02,1.66217508862284463e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29820358272531138e+01,3.01796417274689244e+00,3.01202248059474575e+00,3.01202248059474575e+00,3.01202248059474575e+00,3.02390586489904090e+00,3.02390586489904090e+00,3.02390586489904090e+00,3.01796417274689333e+00,-9.15032713127169745e-02
5.25000000000000000e+00,6.49954541033310118e+00,1.99817338108114528e+00,-7.26368690243516836e-03,6.64839335246889050e+02,1.50412279626723432e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29780905825837607e+01,3.02190941741623309e+00,3.01464573051379725e+00,3.01464573051379725e+00,3.01464573051379725e+00,3.02917310431866715e+00,3.02917310431866715e+00,3.02917310431866715e+00,3.02190941741623220e+00,-9.16338503543364380e-02
5.29999999999999982e+00,6.59944436122197953e+00,1.99777123085644703e+00,-8.87558163499514892e-03,7.34686855302884737e+02,1.36112412081707402e-03,9.99999999999999556e-01,0.00000000000000000e+00,-3.29732696725130481e+01,3.02673032748695015e+00,3.01785474585195512e+00,3.01785474585195512e+00,3.01785474585195512e+00,3.03560590912194517e+00,3.03560590912194517e+00,3.03560590912194517e+00,3.02673032748694970e+00,-9.17934544419800741e-02
5.34999999999999964e+00,6.69932104959218133e+00,1.99727993393220982e+00,-1.08412738979651486e-02,8.11854429107702799e+02,1.23174791458498939e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29673814034647563e+01,3.03261859653524279e+00,3.02177732263727661e+00,3.02177732263727661e+00,3.02177732263727661e+00,3.04345987043320720e+00,3.04345987043320720e+00,3.04345987043320720e+00,3.03261859653524235e+00,-9.19884585136180877e-02
5.40000000000000036e+00,6.79917054505426854e+00,1.99667992096803260e+00,-1.32384717644748063e-02,8.97102876545921276e+02,1.11469935739171781e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29601921203907295e+01,3.03980787960927268e+00,3.02656940784479911e+00,3.02656940784479911e+00,3.02656940784479911e+00,3.05304635137374891e+00,3.05304635137374891e+00,3.05304635137374891e+00,3.03980787960927357e+00,-9.22266432339362840e-02
5.45000000000000018e+00,6.89898683497343157e+00,1.99594733207497521e+00,-1.61616227290206742e-02,9.91269886681143475e+02,1.00880699942180801e-03,1.00000000000000000e+00,0.00000000000000000e+00,-3.29514172572516344e+01,3.04858274274836560e+00,3.03242112001934494e+00,3.03242112001934494e+00,3.03242112001934494e+00,3.06474436547738627e+00,3.06474436547738627e+00,3.06474436547738627e+00,3.04858274274836560e+00,-9.25174998983530061e-02
5.50000000000000000e+00,6.99876258762084724e+00,1.99505309474278580e+00,-1.97254221528469845e-02,1.09527701021316784e+03,9.13011038007065733e-04,9.99999999999999889e-01,0.00000000000000000e+00,-3.29407105525283015e+01,3.05928944747169895e+00,3.03956402531885139e+00,3.03956402531885139e+00,3.03956402531885139e+00,3.07901486962454563e+00,3.07901486962454563e+00,3.07901486962454563e+00,3.05928944747169851e+00,-9.28726003828380803e-02
5.54999999999999982e+00,7.09848886456461248e+00,1.99396180986510285e+00,-2.40689975727435279e-02,1.21013701118479503e+03,8.26352711104126354e-04,9.99999999999999445e-01,0.00000000000000000e+00,-3.29276510976015473e+01,3.07234890239845004e+00,3.04827990482570543e+00,3.04827990482570543e+00,3.04827990482570543e+00,3.09641789997119288e+00,3.09641789997119288e+00,3.09641789997119288e+00,3.07234890239844916e+00,-9.33060452229536458e-02
5.59999999999999964e+00,7.19815477181813623e+00,1.99263040952812776e+00,-2.93608711489291643e-02,1.33696148789022891e+03,7.47964701345312714e-04,1.00000000000000000e+00,0.00000000000000000e+00,-3.29117278469287058e+01,3.08827215307129732e+00,3.05891128192236872e+00,3.05891128192236872e+00,3.05891128192236872e+00,3.11763302422022681e+00,3.11763302422022681e+00,3.11763302422022681e+00,3.08827215307129732e+00,-9.38350051821874309e-02
5.65000000000000036e+00,7.29774703731842056e+00,1.99100654507703112e+00,-3.58048027648638703e-02,1.47696862115378553e+03,6.77062454596235848e-04,9.99999999999999778e-01,0.00000000000000000e+00,-3.28923211876187267e+01,3.10767881238127197e+00,3.07187400961640744e+00,3.07187400961640744e+00,3.07187400961640744e+00,3.14348361514613561e+00,3.14348361514613561e+00,3.14348361514613561e+00,3.10767881238127108e+00,-9.44803741473574793e-02
5.70000000000000018e+00,7.39724950010697402e+00,1.98902665904119180e+00,-4.36466064433825782e-02,1.63149083764180386e+03,6.12936326044848686e-04,1.00000000000000000e+00,0.00000000000000000e+00,-3.28686811511296924e+01,3.13131884887030409e+00,3.08767224242692162e+00,3.08767224242692162e+00,3.08767224242692162e+00,3.17496545531368657e+00,3.17496545531368657e+00,3.17496545531368657e+00,3.13131884887030365e+00,-9.52675537686634710e-02
5.75000000000000000e+00,7.49664249415831030e+00,1.98661369044169223e+00,-5.31820062588716780e-02,1.80198208098312239e+03,5.54944475060718551e-04,1.00000000000000022e+00,0.00000000000000000e+00,-3.28399018651510772e+01,3.16009813484892010e+00,3.10691612859004929e+00,3.10691612859004929e+00,3.10691612859004929e+00,3.21328014110779270e+00,3.21328014110779270e+00,3.21328014110779270e+00,3.16009813484892055e+00,-9.62273927560770709e-02
5.79999999999999982e+00,7.59590210721299020e+00,1.98367436087918891e+00,-6.47655452040335061e-02,1.99002425724180125e+03,5.02506437477306229e-04,1.00000000000000000e+00,0.00000000000000000e+00,-3.28048919100283740e+01,3.19510808997162377e+00,3.13034254476758900e+00,3.13034254476758900e+00,3.13034254476758900e+00,3.25987363517565587e+00,3.25987363517565587e+00,3.25987363517565587e+00,3.19510808997162243e+00,-9.73973058266619646e-02
5.84999999999999964e+00,7.69499929235896829e+00,1.98009599024264227e+00,-7.88204677955216954e-02,2.19733225540485864e+03,4.55097310632137427e-04,1.00000000000000044e+00,0.00000000000000000e+00,-3.27623403917249689e+01,3.23765960827502974e+00,3.15883914047950753e+00,3.15883914047950753e+00,3.15883914047950753e+00,3.31648007607055106e+00,3.31648007607055106e+00,3.31648007607055106e+00,3.23765960827502886e+00,-9.88225984335596719e-02
5.90000000000000036e+00,7.79389880770194576e+00,1.97574279833831112e+00,-9.58493455288387669e-02,2.42575672854628101e+03,4.12242492510485412e-04,9.99999999999999445e-01,0.00000000000000000e+00,-3.27106788155571024e+01,3.28932118444289934e+00,3.19347183891406061e+00,3.19347183891406061e+00,3.19347183891406061e+00,3.38517052997173806e+00,3.38517052997173806e+00,3.38517052997173806e+00,3.28932118444289978e+00,-1.00558022748170800e-01
5.95000000000000018e+00,7.89255795765719803e+00,1.97045166577334974e+00,-1.16444978080524869e-01,2.67728354715989690e+03,3.73512921730242314e-04,1.00000000000000044e+00,0.00000000000000000e+00,-3.26480393014469001e+01,3.35196069855309364e+00,3.23551572047256952e+00,3.23551572047256952e+00,3.23551572047256952e+00,3.46840567663361954e+00,3.46840567663361954e+00,3.46840567663361954e+00,3.35196069855309409e+00,-1.02669586605298568e-01
6.00000000000000000e+00,7.99092510877920414e+00,1.96402735905365478e+00,-1.41300749716376489e-01,2.95402849349941425e+03,3.38520769925064490e-04,1.00000000000000022e+00,0.00000000000000000e+00,-3.25722104013338196e+01,3.42778959866617861e+00,3.28648884894980231e+00,3.28648884894980231e+00,3.28648884894980231e+00,3.56909034838255490e+00,3.56909034838255490e+00,3.56909034838255490e+00,3.42778959866617905e+00,-1.05236628292374415e-01
6.04999999999999982e+00,8.08893795451310638e+00,1.95623727788784474e+00,-1.71219110611778719e-01,3.25822534850700004e+03,3.06915542369782656e-04,1.00000000000000000e+00,0.00000000000000000e+00,-3.24805928621941362e+01,3.51940713780586645e+00,3.34818802719408692e+00,3.34818802719408692e+00,3.34818802719408692e+00,3.69062624841764420e+00,3.69062624841764420e+00,3.69062624841764420e+00,3.51940713780586600e+00,-1.08354153285862231e-01
6.09999999999999964e+00,8.18652150808686585e+00,1.94680586598977867e+00,-2.07116145026626258e-01,3.59220503241530650e+03,2.78380546482232840e-04,9.99999999999999778e-01,0.00000000000000000e+00,-3.23701592395566351e+01,3.62984076044336312e+00,3.42272461541673856e+00,3.42272461541673856e+00,3.42272461541673856e+00,3.83695690546999124e+00,3.83695690546999124e+00,3.83695690546999124e+00,3.62984076044336401e+00,-1.12135400186961845e-01
6.15000000000000036e+00,8.28358581274161843e+00,1.93540895107105482e+00,-2.50019247697375158e-01,3.95836291211693788e+03,2.52629691163208301e-04,9.99999999999999667e-01,0.00000000000000000e+00,-3.22374234236578801e+01,3.76257657634211862e+00,3.51255732864474313e+00,3.51255732864474313e+00,3.51255732864474313e+00,4.01259582403949366e+00,4.01259582403949366e+00,4.01259582403949366e+00,3.76257657634211862e+00,-1.16714556461137639e-01
