q,r3,k,parity,type,index,branch,mult,f,w,eps_level0,eps_level1,eps_level2,eps_extrapolated,interpolated
8.77000000000000000e+02,1.20000000000000000e+02,7.40354644748042379e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,4.80000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.27734278726360806e+00,-9.28143409977913514e+00,-9.28246925586525506e+00,-9.28281665607629414e+00,1.00000000000000000e+00
3.73000000000000000e+02,1.20000000000000000e+02,4.82830197895699165e+00,1.00000000000000000e+00,1.00000000000000000e+00,-2.00000000000000000e+00,-1.00000000000000000e+00,4.80000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.26658548542831895e+00,-9.27900447111481519e+00,-9.28205561672641188e+00,-9.28306245558550991e+00,1.00000000000000000e+00
4.10000000000000000e+01,9.60000000000000000e+01,1.60078105935821213e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-5.00000000000000000e+00,-1.00000000000000000e+00,3.84000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.22084964466458779e+00,-9.26936780115495829e+00,-9.28141457893443445e+00,-9.28541440746223934e+00,0.00000000000000000e+00
1.00500000000000000e+03,1.92000000000000000e+02,7.92543374207367890e+00,1.00000000000000000e+00,1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,7.68000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.27104825838733682e+00,-9.27925859901939987e+00,-9.28121725825977073e+00,-9.28185225402224923e+00,1.00000000000000000e+00
2.43000000000000000e+02,1.04000000000000000e+02,3.89711431702997402e+00,-1.00000000000000000e+00,1.00000000000000000e+00,-2.00000000000000000e+00,-1.00000000000000000e+00,4.16000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.24850863544510737e+00,-9.27246773813376635e+00,-9.27841127762863316e+00,-9.28038365056934289e+00,0.00000000000000000e+00
8.76000000000000000e+02,9.60000000000000000e+01,7.39932429347437104e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,3.84000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.27287666520881615e+00,-9.27696628094224884e+00,-9.27800098893516179e+00,-9.27834823522985808e+00,1.00000000000000000e+00
5.47000000000000000e+02,7.20000000000000000e+01,5.84700778176325020e+00,1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,2.88000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.27146920943877895e+00,-9.27654848243989427e+00,-9.27778706977291279e+00,-9.27819398347110891e+00,1.00000000000000000e+00
3.55000000000000000e+02,9.60000000000000000e+01,4.71036092035419340e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-2.00000000000000000e+00,-1.00000000000000000e+00,3.84000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.25321365230641035e+00,-9.27286933598262131e+00,-9.27775251671336498e+00,-9.27937438834965000e+00,0.00000000000000000e+00
1.00400000000000000e+03,1.68000000000000000e+02,7.92148975887742957e+00,1.00000000000000000e+00,1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,6.72000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.26682143438598871e+00,-9.27502279126889739e+00,-9.27697932003458448e+00,-9.27761362763171071e+00,1.00000000000000000e+00
5.80000000000000000e+01,2.40000000000000000e+01,1.90394327646597716e+00,-1.00000000000000000e+00,1.00000000000000000e+00,-4.00000000000000000e+00,-1.00000000000000000e+00,9.60000000000000000e+01,9.99999999999987121e-01,-1.28785870856518159e-14,-9.22262149520239838e+00,-9.26571202160696750e+00,-9.27640379088678380e+00,-9.27995231163313683e+00,0.00000000000000000e+00
