iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.45334655287034341e-02,4.63891407815141509e-03,3.17024659387068919e-01,1.67641803922552896e+02,-1.24027158457491566e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
2.00000000000000000e+00,8.72005002271964043e-03,2.78339446333082012e-03,3.17024679935630771e-01,1.67641820782745299e+02,-1.24027158633763861e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
3.00000000000000000e+00,1.49174313818056539e-07,5.97450324928299833e-07,3.17024727968099218e-01,1.67641835593873452e+02,-1.24027158740883863e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
4.00000000000000000e+00,7.01667920577657102e-08,1.14455385837232030e-07,3.17024741677156219e-01,1.67641827257809126e+02,-1.24027158739449987e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
5.00000000000000000e+00,3.66277919778097737e-09,5.58274377970907891e-09,3.17024742113444447e-01,1.67641827064803692e+02,-1.24027158739483809e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
6.00000000000000000e+00,5.56003379199736884e-10,1.59313858510316777e-09,3.17024742101702284e-01,1.67641827083178413e+02,-1.24027158739462493e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
7.00000000000000000e+00,3.25573346902951959e-10,9.63971205759387188e-10,3.17024742106629120e-01,1.67641827084308659e+02,-1.24027158739470451e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
8.00000000000000000e+00,1.88228451111893623e-10,5.76652184088175735e-10,3.17024742109042523e-01,1.67641827085069821e+02,-1.24027158739471588e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
9.00000000000000000e+00,1.00735281636369008e-10,3.19242056880486534e-10,3.17024742110223801e-01,1.67641827085652068e+02,-1.24027158739465051e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
1.00000000000000000e+01,4.04744877979032852e-13,1.27565655807024393e-12,3.17024742110449842e-01,1.67641827086572562e+02,-1.24027158739463914e+01,1.06610000000000000e+04,3.00000000000000000e+02,7.55000000000000000e+02
