iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.56168195126153794e-05,1.00000000000000000e+00,1.42103927944722819e-03,1.55508517680011948e-02,-1.83849701686510840e-03,-7.35448332487850451e-03,-7.35448332487850451e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,8.97945422389493265e-05,5.99204366913149267e-01,8.49728505853587323e-04,9.26602473208415489e-03,-1.83520298017526189e-03,-7.33245904197100604e-03,-7.33245904197100604e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,1.39047052097089120e-04,6.24933578362634867e-03,1.39047052097089120e-04,7.22360424915510779e-04,-1.82704829610134674e-03,-7.32045207901830652e-03,-7.32045207901830652e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,5.50070363064359570e-07,1.10510118776132454e-03,1.55407402741962244e-06,4.66716548888079785e-05,-1.82202347649318744e-03,-7.32055514967752067e-03,-7.32055514967752067e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.07436219003164589e-06,8.28308884130028912e-05,1.07436219003164589e-06,5.65917209320587755e-06,-1.82199989893361432e-03,-7.32055502607231907e-03,-7.32055502607231907e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,2.84765548813351713e-07,5.01630199869576259e-06,2.84765548813351713e-07,1.50490093560329274e-06,-1.82202877126737446e-03,-7.32055503095333307e-03,-7.32055503095333307e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,3.09128148653949677e-08,7.94615355386031443e-07,3.09128148653949677e-08,1.63365000874216015e-07,-1.82203544047624907e-03,-7.32055503119558287e-03,-7.32055503119558287e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,1.29427950160780589e-09,1.87097107373537522e-07,1.29427950160780589e-09,1.14090241698505679e-08,-1.82203628580661988e-03,-7.32055503124658894e-03,-7.32055503124658894e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,6.74372007047341144e-11,1.20137444007018841e-07,1.68947417717569408e-10,7.18525461351759986e-09,-1.82203625320101286e-03,-7.32055503122776806e-03,-7.32055503122776806e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,2.01861717035679858e-11,1.97173200343898188e-08,2.77281602655514416e-11,1.17420428935588461e-09,-1.82203625188949491e-03,-7.32055503130449575e-03,-7.32055503130449575e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
