iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,8.19799567435895021e-03,3.70091434395761567e-04,8.19799567435895021e-03,8.38453996552038228e-04,-1.81650400090015542e-03,-7.29537872200187575e-03,-7.29537872200187575e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,4.91877041573688095e-03,3.86372243748081187e-04,4.91877041573688095e-03,5.02886634112492681e-04,-1.81623316990388545e-03,-7.29538732075103898e-03,-7.29538732075103898e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,1.37042022164606736e-07,2.44425001356861772e-04,3.34128396879764940e-07,1.67411760134683618e-05,-1.81583039700505843e-03,-7.29539212996077775e-03,-7.29539212996077775e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,1.23613866879634373e-07,3.46117701024245114e-06,1.23613866879634373e-07,6.69462746710758339e-07,-1.81583767069873250e-03,-7.29539212307690928e-03,-7.29539212307690928e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.91155697065507856e-09,1.20375679287014888e-06,1.91155697065507856e-09,1.20956856752840736e-07,-1.81584099831790208e-03,-7.29539212321763351e-03,-7.29539212321763351e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,2.55190994538490823e-10,7.21754819744683758e-07,9.86643848736972550e-10,7.25239495125151734e-08,-1.81584104146573547e-03,-7.29539212297992002e-03,-7.29539212297992002e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,2.03396625053290051e-10,4.23998673569625305e-07,5.79609129995769053e-10,4.26045763113336307e-08,-1.81584104146952584e-03,-7.29539212317364440e-03,-7.29539212317364440e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,1.49530841434167316e-10,2.39836618369234019e-07,3.27858322159726812e-10,2.40994564304486403e-08,-1.81584104144170565e-03,-7.29539212300601286e-03,-7.29539212300601286e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,9.63201334570967519e-11,1.04417745137632283e-07,1.42739782429515762e-10,1.04921880073050033e-08,-1.81584104148251589e-03,-7.29539212320079976e-03,-7.29539212320079976e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,6.23662299642284982e-13,2.35511073241784779e-10,6.23662299642284982e-13,1.51201273723700069e-11,-1.81584104155173482e-03,-7.29539212303777392e-03,-7.29539212303777392e-03,2.85000000000000000e+02,1.05000000000000000e+02,0.00000000000000000e+00
