iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.86077995847977412e-02,1.63187872805716817e-02,1.32654341933770379e-02,1.08645214772363630e+02,-3.04917891710274205e+01,9.99500000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
2.00000000000000000e+00,1.71654512522330972e-02,9.79117192678469021e-03,1.32654763823061034e-02,1.08645275501451536e+02,-3.04917890211602440e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
3.00000000000000000e+00,1.53422610286198804e-06,1.95218983418149321e-06,1.32655422548816539e-02,1.08645330956952520e+02,-3.04917889601175744e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
4.00000000000000000e+00,7.04127337473774347e-07,1.67772093446523339e-07,1.32655447711757992e-02,1.08645302134543556e+02,-3.04917889578645145e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
5.00000000000000000e+00,1.90233809602702009e-08,7.16035076112182986e-09,1.32655455846753968e-02,1.08645302189322450e+02,-3.04917889578629797e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
6.00000000000000000e+00,6.33879144082502952e-09,3.84290934930761273e-09,1.32655456051685768e-02,1.08645302153107167e+02,-3.04917889578622976e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
7.00000000000000000e+00,3.12986753094287757e-09,1.88884156713793360e-09,1.32655456107388155e-02,1.08645302163207447e+02,-3.04917889578622976e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
8.00000000000000000e+00,1.18322053266336612e-09,6.91725957800532896e-10,1.32655456142006020e-02,1.08645302169698240e+02,-3.04917889578626529e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
9.00000000000000000e+00,1.84260704706530050e-10,1.37811695286252071e-10,1.32655456160304698e-02,1.08645302173156779e+02,-3.04917889578624965e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
1.00000000000000000e+01,7.44394012120807478e-13,2.54446812894342321e-13,1.32655456164764516e-02,1.08645302173383357e+02,-3.04917889578626102e+01,9.97200000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
