iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,6.97483448399904837e-02,1.27385465414975640e+00,1.32867753863725249e-02,1.08734598873648508e+02,-3.05115030269459737e+01,2.44500000000000000e+03,3.14480000000000000e+04
1.00000000000000000e+00,4.18485591026917306e-02,7.64312976431412938e-01,1.32871165955783799e-02,1.08734699242226441e+02,-3.05115081461013347e+01,2.44300000000000000e+03,6.23590000000000000e+04
2.00000000000000000e+00,6.82349685808307379e-09,1.24624509108693238e-07,1.32871165955783799e-02,1.08734699242198687e+02,-3.05115081460993878e+01,2.44300000000000000e+03,7.12900000000000000e+04
3.00000000000000000e+00,1.42363141538187637e-13,4.13615770147555925e-12,1.32871165955997309e-02,1.08734699242113322e+02,-3.05115081460700708e+01,2.44300000000000000e+03,8.04660000000000000e+04
