iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,3.48820827680771661e-02,3.21388194824112461e-01,3.48820827680771661e-02,3.49894752638420714e-03,-2.99886030981749596e-01,-1.19932665233614499e+00,-1.19932665233614499e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,2.09497342815793616e-02,3.97317432647697866e-01,2.09497342815793616e-02,2.12501241809672425e-03,-2.99880691606801086e-01,-1.19943367187379368e+00,-1.19943367187379368e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,1.94611373174612872e-04,1.75102726076335569e+00,2.17574364558650548e-04,3.65623711595948920e-04,-2.99872748382185639e-01,-1.19949269206526643e+00,-1.19949269206526643e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,2.15331375042227121e-04,8.05326570148759302e-01,2.15331375042227121e-04,1.70454328898284047e-04,-2.99872869393082331e-01,-1.19949211174580417e+00,-1.19949211174580417e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,1.21660562708044054e-05,9.63881233039390051e-02,1.23089070386104087e-05,2.72776716130055774e-04,-2.99872971497822771e-01,-1.19949208072596902e+00,-1.19949208072596902e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,7.26140028461691720e-06,3.82579469675715517e-02,7.26140028461691720e-06,2.46953694373423349e-04,-2.99872966069028468e-01,-1.19949207347351439e+00,-1.19949207347351439e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,9.22333656096726241e-07,5.42524625034262499e-03,9.22333656096726241e-07,3.10490490291452203e-04,-2.99872965361331567e-01,-1.19949207525179369e+00,-1.19949207525179369e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,5.88177772127383784e-07,2.10719266090103564e-03,5.88177772127383784e-07,1.80727166956717866e-04,-2.99872965529468238e-01,-1.19949207509839773e+00,-1.19949207509839773e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,4.07961769553580996e-07,7.19425111931261017e-04,4.07961769553580996e-07,1.12366025397159230e-04,-2.99872965498624577e-01,-1.19949207514393019e+00,-1.19949207514393019e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,7.82027051031681274e-08,1.76304371017291608e-04,7.82027051031681274e-08,1.01283777290165730e-04,-2.99872965417823878e-01,-1.19949207515708989e+00,-1.19949207515708989e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,1.48005209677438199e-08,1.11246704123232077e-04,1.48005209677438199e-08,5.54097303778940605e-05,-2.99872965413885029e-01,-1.19949207515683010e+00,-1.19949207515683010e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,1.20876024849165959e-08,7.51129156855889535e-05,1.20876024849165959e-08,3.30042461304339910e-05,-2.99872965423560511e-01,-1.19949207515726175e+00,-1.19949207515726175e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.30000000000000000e+01,2.87662152361072081e-09,1.24127849374020491e-05,2.87662152361072081e-09,2.97016876862343793e-05,-2.99872965438669536e-01,-1.19949207515757750e+00,-1.19949207515757750e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.40000000000000000e+01,2.33868828820299515e-09,3.12260073310541323e-06,2.33868828820299515e-09,1.27558064337285337e-05,-2.99872965436380534e-01,-1.19949207515758571e+00,-1.19949207515758571e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.50000000000000000e+01,1.57310500139894814e-09,2.00036029353612887e-06,1.57310500139894814e-09,7.26678296351461038e-06,-2.99872965436368932e-01,-1.19949207515777867e+00,-1.19949207515777867e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.60000000000000000e+01,2.86467014606856496e-10,5.24997206512852912e-07,2.86467014606856496e-10,5.18582747677243105e-06,-2.99872965436803918e-01,-1.19949207515748046e+00,-1.19949207515748046e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.70000000000000000e+01,1.28836013754813020e-10,3.61384378790733549e-07,1.28836013754813020e-10,2.16632054028664811e-06,-2.99872965436755179e-01,-1.19949207515758882e+00,-1.19949207515758882e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.80000000000000000e+01,4.00626826978759903e-11,1.45418340985464364e-07,4.00626826978759903e-11,9.42719793228796732e-07,-2.99872965436752126e-01,-1.19949207515765921e+00,-1.19949207515765921e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
