y,z,W6,n_c,S_c,n_p,S_p,M_eff,v_x,rho,p_y,p_3,p_t,L_s
-3.00000000000000000e+00,1.52299797447126292e-08,1.52299797447126292e-08,1.24288793908601274e-09,0.00000000000000000e+00,8.16079837215479137e-02,0.00000000000000000e+00,3.00000000000000000e+00,-1.13531154351978852e-07,-4.63992279651840580e-09,-4.63992279651840249e-09,-4.63029206662791641e-09,-4.63029206662791641e-09,-4.63029206662791641e-09
-2.95312500000000000e+00,2.01764450415446278e-08,2.01764450415446278e-08,1.64714207510919156e-09,-3.33571198211883543e-22,8.16368825983773416e-02,-1.65327042263903404e-14,3.00000000000000000e+00,-1.13571357806301637e-07,-4.63570112204618061e-09,-4.63565152393349979e-09,-4.63582518223256806e-09,-4.63582518223256806e-09,-4.63582518223256806e-09
-2.90625000000000000e+00,2.67294468763689215e-08,2.67294468763689182e-08,2.18210849643241423e-09,-7.68645875940923039e-23,8.16368743627681054e-02,-2.87565200842395110e-15,3.00000000000000000e+00,-1.13571346349111077e-07,-4.63570204368957586e-09,-4.63569341673355442e-09,-4.63582311889403601e-09,-4.63582311889403601e-09,-4.63582311889403601e-09
-2.85937500000000000e+00,3.54107638310664349e-08,3.54107638310664283e-08,2.89082379721635704e-09,3.42515451274809799e-22,8.16368664343860156e-02,9.67263662847959519e-15,3.00000000000000000e+00,-1.13571335319327811e-07,-4.63570293236493341e-09,-4.63573195027482071e-09,-4.63582112310075751e-09,-4.63582112310075751e-09,-4.63582112310075751e-09
-2.81250000000000000e+00,4.69116402183441971e-08,4.69116402183441772e-08,3.82971894921677738e-09,6.91621823074991024e-22,8.16368588135448769e-02,1.47430748499930477e-14,3.00000000000000000e+00,-1.13571324717388509e-07,-4.63570378796695069e-09,-4.63574801719150315e-09,-4.63581919499350131e-09,-4.63581919499350131e-09,-4.63581919499350131e-09
-2.76562500000000000e+00,6.21478259682344769e-08,6.21478259682344372e-08,5.07355283965153647e-09,1.11477642593668405e-21,8.16368515005621714e-02,1.79374967437554038e-14,3.00000000000000000e+00,-1.13571314543734754e-07,-4.63570461039020766e-09,-4.63575842288043699e-09,-4.63581733471356560e-09,-4.63581733471356560e-09,-4.63581733471356560e-09
-2.71875000000000000e+00,8.23324926308510779e-08,8.23324926308509852e-08,6.72136489785242236e-09,1.83777105887235833e-21,8.16368444957519118e-02,2.23213339004839972e-14,3.00000000000000000e+00,-1.13571304798803483e-07,-4.63570539952912877e-09,-4.63577236353083221e-09,-4.63581554240201277e-09,-4.63581554240201277e-09,-4.63581554240201277e-09
-2.67187500000000000e+00,1.09072831385508235e-07,1.09072831385508023e-07,8.90436104414339911e-09,2.83663759765084930e-21,8.16368377994309558e-02,2.60068209619040253e-14,3.00000000000000000e+00,-1.13571295483035378e-07,-4.63570615527802682e-09,-4.63578417574091268e-09,-4.63581381820032630e-09,-4.63581381820032630e-09,-4.63581381820032630e-09
-2.62500000000000000e+00,1.44498024610924984e-07,1.44498024610924481e-07,1.17963608745162688e-08,4.04040333377592780e-21,8.16368314119114286e-02,2.79616509959574074e-14,3.00000000000000000e+00,-1.13571286596864807e-07,-4.63570687753106902e-09,-4.63579076248405755e-09,-4.63581216224962153e-09,-4.63581216224962153e-09,-4.63581216224962153e-09
-2.57812500000000000e+00,1.91428780670982426e-07,1.91428780670981261e-07,1.56276379314448191e-08,5.65127515811359392e-21,8.16368253335158917e-02,2.95215543781096663e-14,3.00000000000000000e+00,-1.13571278140740408e-07,-4.63570756618228937e-09,-4.63579613084542572e-09,-4.63581057469231251e-09,-4.63581057469231251e-09,-4.63581057469231251e-09
-2.53125000000000000e+00,2.53601931014969519e-07,2.53601931014966819e-07,2.07032550834923077e-08,7.87678554132161052e-21,8.16368195645579137e-02,3.10596433938696768e-14,3.00000000000000000e+00,-1.13571270115098442e-07,-4.63570822112559619e-09,-4.63580140005577812e-09,-4.63580905566993479e-09,-4.63580905566993479e-09,-4.63580905566993479e-09
-2.48437500000000000e+00,3.35967972992843540e-07,3.35967972992837240e-07,2.74273549565698071e-08,1.01381038865680205e-20,8.16368141053568641e-02,3.01758045454653721e-14,3.00000000000000000e+00,-1.13571262520383204e-07,-4.63570884225474888e-09,-4.63579936966838530e-09,-4.63580760532481472e-09,-4.63580760532481472e-09,-4.63580760532481472e-09
-2.43750000000000000e+00,4.45085250041956611e-07,4.45085250041941894e-07,3.63353395269077368e-08,1.38968706091583887e-20,8.16368089562251875e-02,3.12229412406923349e-14,3.00000000000000000e+00,-1.13571255357029380e-07,-4.63570942946338111e-09,-4.63580309828710604e-09,-4.63580622379862353e-09,-4.63580622379862353e-09,-4.63580622379862353e-09
-2.39062500000000000e+00,5.89642155590625023e-07,5.89642155590590824e-07,4.81365011553593943e-08,1.84418224891894703e-20,8.16368041174828224e-02,3.12762958250805811e-14,3.00000000000000000e+00,-1.13571248625482035e-07,-4.63570998264500164e-09,-4.63580381153247396e-09,-4.63580491123402010e-09,-4.63580491123402010e-09,-4.63580491123402010e-09
-2.34375000000000000e+00,7.81148940830528507e-07,7.81148940830449097e-07,6.37704995320826765e-08,2.40701079148396918e-20,8.16367995894450721e-02,3.08137240629814952e-14,3.00000000000000000e+00,-1.13571242326179837e-07,-4.63571050169295878e-09,-4.63580294286514635e-09,-4.63580366777327618e-09,-4.63580366777327618e-09,-4.63580366777327618e-09
-2.29687500000000000e+00,1.03485421110955996e-06,1.03485421110937531e-06,8.44821814726344549e-08,3.18592011440803753e-20,8.16367953724308620e-02,3.07861733585903135e-14,3.00000000000000000e+00,-1.13571236459566435e-07,-4.63571098650048666e-09,-4.63580334502056244e-09,-4.63580249355920038e-09,-4.63580249355920038e-09,-4.63580249355920038e-09
-2.25000000000000000e+00,1.37095908638451390e-06,1.37095908638408445e-06,1.11920701044591839e-07,4.15884330477450370e-20,8.16367914667559952e-02,3.03352838613404516e-14,3.00000000000000000e+00,-1.13571231026081173e-07,-4.63571143696068047e-09,-4.63580244281226702e-09,-4.63580138873438869e-09,-4.63580138873438869e-09,-4.63580138873438869e-09
-2.20312500000000000e+00,1.81622570248348358e-06,1.81622570248248514e-06,1.48270832402582892e-07,5.49547633393721398e-20,8.16367878727411594e-02,3.02576729666681193e-14,3.00000000000000000e+00,-1.13571226026170159e-07,-4.63571185296650385e-09,-4.63580262598540089e-09,-4.63580035344212287e-09,-4.63580035344212287e-09,-4.63580035344212287e-09
-2.15625000000000000e+00,2.40610812906274511e-06,2.40610812906042339e-06,1.96426931034040034e-07,7.19196631611039239e-20,8.16367845907008532e-02,2.98904535055903825e-14,3.00000000000000000e+00,-1.13571221460271019e-07,-4.63571223441076662e-09,-4.63580190577128199e-09,-4.63579938782512548e-09,-4.63579938782512548e-09,-4.63579938782512548e-09
-2.10937500000000000e+00,3.18757537723827346e-06,3.18757537723287532e-06,2.60223394971498046e-07,9.36968173650987428e-20,8.16367816209564306e-02,2.93943848463393566e-14,3.00000000000000000e+00,-1.13571217328830735e-07,-4.63571258118616524e-09,-4.63580076434070154e-09,-4.63579849202702238e-09,-4.63579849202702238e-09,-4.63579849202702238e-09
