iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,6.51964438974925037e-02,3.89714705944080086e-01,6.51964438974925037e-02,6.39925180002010041e-03,-2.99635971681040336e-01,-1.19701894281343324e+00,-1.19701894281343324e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,3.92531086460174358e-02,3.72755246325565393e-01,3.92531086460174358e-02,4.01491918846439821e-03,-2.99599209272089995e-01,-1.19778582285480972e+00,-1.19778582285480972e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,6.91380084621924821e-04,1.71805170892263837e+00,7.58495614714799768e-04,1.43082775295762699e-03,-2.99545165875698793e-01,-1.19820418519573013e+00,-1.19820418519573013e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,6.51892043345327055e-04,7.29726184062668648e-01,6.51892043345327055e-04,6.24799356659562987e-04,-2.99546882300105399e-01,-1.19819582853239193e+00,-1.19819582853239193e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,4.22272487279548388e-05,7.95018022611201219e-02,4.22272487279548388e-05,1.11260291719587445e-03,-2.99548197203907407e-01,-1.19819554627213520e+00,-1.19819554627213520e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,2.48372459556484697e-05,3.01881674355152924e-02,2.48372459556484697e-05,9.48094767299271558e-04,-2.99548127615722748e-01,-1.19819543559904051e+00,-1.19819543559904051e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,4.60400763711129330e-06,4.97150732323765193e-03,4.60400763711129330e-06,1.19248328000676196e-03,-2.99548117378443168e-01,-1.19819545901739843e+00,-1.19819545901739843e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,1.43723063476491197e-06,1.33452683283379276e-03,1.43723063476491197e-06,6.93016691714065658e-04,-2.99548123241614006e-01,-1.19819545657917481e+00,-1.19819545657917481e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,1.15268832579804490e-06,5.24856387319937384e-04,1.15268832579804490e-06,4.55541742309310382e-04,-2.99548121688841984e-01,-1.19819545716733922e+00,-1.19819545716733922e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,4.87454372495365055e-07,2.93711891883960180e-04,4.87454372495365055e-07,5.38359817796744467e-04,-2.99548121414747293e-01,-1.19819545752426815e+00,-1.19819545752426815e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,7.14594531330850957e-08,6.06805148587164059e-05,7.14594531330850957e-08,2.33031870501776428e-04,-2.99548120929105988e-01,-1.19819545737245847e+00,-1.19819545737245847e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,4.66981685066737740e-08,4.67151220899669908e-05,4.66981685066737740e-08,1.54328301750753877e-04,-2.99548120923515682e-01,-1.19819545738094457e+00,-1.19819545738094457e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.30000000000000000e+01,2.69365803566816136e-08,1.55623773606828164e-05,2.69365803566816136e-08,1.53627105048255913e-04,-2.99548121006997681e-01,-1.19819545738750244e+00,-1.19819545738750244e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.40000000000000000e+01,1.97659997666457936e-09,3.15668638497716510e-06,1.97659997666457936e-09,4.70804585538386888e-05,-2.99548121038802129e-01,-1.19819545738609357e+00,-1.19819545738609357e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.50000000000000000e+01,1.33092816962747899e-09,1.31372611130899632e-06,1.33092816962747899e-09,2.35879189052212723e-05,-2.99548121030485059e-01,-1.19819545738647126e+00,-1.19819545738647126e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.60000000000000000e+01,6.03887804988727817e-10,1.04351520968223469e-06,6.03887804988727817e-10,2.14698177217383553e-05,-2.99548121028864300e-01,-1.19819545738646815e+00,-1.19819545738646815e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.70000000000000000e+01,2.72467382954340185e-10,2.16189515864157194e-07,2.72467382954340185e-10,7.12466250526085522e-06,-2.99548121030577708e-01,-1.19819545738651212e+00,-1.19819545738651212e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
1.80000000000000000e+01,8.85845278629866136e-11,7.93858847651162417e-08,8.85845278629866136e-11,3.43426041928459246e-06,-2.99548121030541681e-01,-1.19819545738641997e+00,-1.19819545738641997e+00,4.40000000000000000e+01,2.00000000000000000e+01,0.00000000000000000e+00
