iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.38118862788877853e-02,3.14944537642386025e-03,2.38118862788877853e-02,2.57070314125887323e-03,-2.46731988506431908e-04,-9.88623812619102756e-04,-9.88623812619102756e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,1.42870974328273368e-02,3.12226684795429907e-03,1.42870974328273368e-02,1.54077185455425703e-03,-2.46437493998624571e-04,-9.88655394716933793e-04,-9.88655394716933793e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,1.63312434165846973e-07,1.83084513197899826e-03,4.16692240746560950e-07,1.23805944006738500e-04,-2.45999995430930935e-04,-9.88672893888490039e-04,-9.88672893888490039e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,1.40272590366075857e-07,1.50988787700106000e-05,1.40272590366075857e-07,5.52112316527797464e-06,-2.46008807971377229e-04,-9.88672831193322622e-04,-9.88672831193322622e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,2.36685999807812657e-08,5.82522401243419333e-06,2.36685999807812657e-08,9.31595084685543640e-07,-2.46012071685980599e-04,-9.88672831523747979e-04,-9.88672831523747979e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,3.24016636304572276e-10,3.76562551138163525e-06,8.57086329757363186e-10,3.74871221842099089e-07,-2.46012709664102591e-04,-9.88672831645640493e-04,-9.88672831645640493e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,1.68674784783419882e-10,2.26063906657174983e-06,5.14539447047611028e-10,2.25048544688633001e-07,-2.46012713049050186e-04,-9.88672831766996326e-04,-9.88672831766996326e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,1.30496696299124453e-10,1.35047975718177303e-06,3.07379943097836909e-10,1.34441410226671110e-07,-2.46012713095257528e-04,-9.88672831635908043e-04,-9.88672831635908043e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,9.56034385764677189e-11,7.97299220298693042e-07,1.81471649390522472e-10,7.93718166747225951e-08,-2.46012713120514830e-04,-9.88672831693086914e-04,-9.88672831693086914e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,1.63397790293107580e-12,1.56592409704990416e-09,1.63397790293107580e-12,1.15511378240285012e-10,-2.46012713234137104e-04,-9.88672831674068057e-04,-9.88672831674068057e-04,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
