iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.65253459771681453e-02,-1.65253459771681453e-02,7.88000000000000000e+02,1.16620000000000000e+04
1.00000000000000000e+00,5.99948894698162150e-01,1.49773129555271596e-03,1.65849231911392009e-03,8.74876764933862905e-05,8.74876764933862905e-05,7.90000000000000000e+02,1.96070000000000000e+04
2.00000000000000000e+00,2.68212315683586614e-03,8.88011656510860506e-04,2.69580445488285534e-03,1.73314844002613391e-02,1.73314844002613391e-02,7.88000000000000000e+02,2.76550000000000000e+04
3.00000000000000000e+00,1.21572363678785328e-03,2.20583338361466042e-04,2.37957850133208373e-03,1.34228968351460965e-02,1.34228968351460965e-02,7.91000000000000000e+02,3.53360000000000000e+04
4.00000000000000000e+00,1.35778208680820372e-04,2.01693919881564064e-04,2.16810644543119057e-03,1.03526930359235363e-02,1.03526930359235363e-02,7.91000000000000000e+02,4.26640000000000000e+04
5.00000000000000000e+00,1.03334168681887655e-04,5.60473042991018201e-05,2.25166731270688009e-03,1.08170017154967813e-02,1.08170017154967813e-02,7.90000000000000000e+02,5.00400000000000000e+04
6.00000000000000000e+00,1.93567393085899970e-05,5.67586263507571093e-05,2.29315257885942406e-03,1.13157880659976815e-02,1.13157880659976815e-02,7.91000000000000000e+02,5.69650000000000000e+04
7.00000000000000000e+00,1.64763327824990767e-05,3.51151659269729791e-05,2.28101043706166766e-03,1.12134409023331542e-02,1.12134409023331542e-02,7.91000000000000000e+02,6.39160000000000000e+04
8.00000000000000000e+00,4.53745306827430207e-06,3.15056869915766250e-06,2.26360314738726113e-03,1.10881661725538844e-02,1.10881661725538844e-02,7.91000000000000000e+02,7.07540000000000000e+04
9.00000000000000000e+00,1.96391355947957619e-06,3.78703250890507725e-06,2.25932230481136519e-03,1.10483334330027209e-02,1.10483334330027209e-02,7.91000000000000000e+02,7.74760000000000000e+04
1.00000000000000000e+01,1.53331387055790076e-07,1.74061435533014119e-07,2.26145462959477777e-03,1.10641042553114247e-02,1.10641042553114247e-02,7.91000000000000000e+02,8.41160000000000000e+04
1.10000000000000000e+01,8.49191383298496565e-08,4.46446517648177109e-08,2.26140525498720558e-03,1.10638204003043056e-02,1.10638204003043056e-02,7.91000000000000000e+02,9.04590000000000000e+04
1.20000000000000000e+01,2.10629470065869925e-08,5.44627406679902422e-09,2.26140611849694325e-03,1.10639427926253579e-02,1.10639427926253579e-02,7.91000000000000000e+02,9.68320000000000000e+04
1.30000000000000000e+01,6.72369919115095706e-09,3.62099286181838602e-09,2.26140402034253696e-03,1.10639126272006356e-02,1.10639126272006356e-02,7.91000000000000000e+02,1.03046000000000000e+05
1.40000000000000000e+01,3.73249689308549255e-09,2.43445931439003312e-09,2.26140420203997964e-03,1.10639161822170973e-02,1.10639161822170973e-02,7.91000000000000000e+02,1.09269000000000000e+05
1.50000000000000000e+01,2.32778255262169931e-09,9.11471227100829205e-10,2.26140536759512683e-03,1.10639294148784251e-02,1.10639294148784251e-02,7.91000000000000000e+02,1.15225000000000000e+05
1.60000000000000000e+01,5.29074191347642929e-10,1.75938084336250749e-10,2.26140580456123293e-03,1.10639359846729946e-02,1.10639359846729946e-02,7.91000000000000000e+02,1.21375000000000000e+05
1.70000000000000000e+01,1.69293805899851981e-10,7.95476712460062209e-11,2.26140580080876974e-03,1.10639362319633564e-02,1.10639362319633564e-02,7.91000000000000000e+02,1.27381000000000000e+05
1.80000000000000000e+01,4.43893116030294243e-11,2.64795498949646646e-11,2.26140582534749323e-03,1.10639366422798247e-02,1.10639366422798247e-02,7.91000000000000000e+02,1.33511000000000000e+05
