iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.34185051534553822e-04,1.34185051534553822e-04,5.40000000000000000e+02,1.04790000000000000e+04
1.00000000000000000e+00,5.99999973594690261e-01,1.29316684112823814e-05,-1.34187060113620192e-05,2.67388761880419886e-05,2.67388761880419886e-05,5.40000000000000000e+02,1.54420000000000000e+04
2.00000000000000000e+00,1.63165477815134154e-06,1.93354453888483174e-05,-3.34835331983387438e-05,-1.34816731082033594e-04,-1.34816731082033594e-04,5.40000000000000000e+02,2.04680000000000000e+04
3.00000000000000000e+00,2.60213127804135871e-06,5.51068341579483894e-08,-3.33265547674554364e-05,-1.34332148188783917e-04,-1.34332148188783917e-04,5.40000000000000000e+02,2.50570000000000000e+04
4.00000000000000000e+00,1.42493930399006787e-06,5.99867044447111220e-08,-3.32823821985587284e-05,-1.33974947319458285e-04,-1.33974947319458285e-04,5.40000000000000000e+02,2.95340000000000000e+04
5.00000000000000000e+00,3.20579053502303490e-07,3.09725939587302636e-08,-3.32419567300916167e-05,-1.33643820709715189e-04,-1.33643820709715189e-04,5.40000000000000000e+02,3.40220000000000000e+04
6.00000000000000000e+00,2.00366724719746800e-08,1.44651947477654518e-08,-3.32310915911760912e-05,-1.33554141804847028e-04,-1.33554141804847028e-04,5.40000000000000000e+02,3.85190000000000000e+04
7.00000000000000000e+00,2.52635071867261290e-09,8.22735293008839516e-09,-3.32303760191086640e-05,-1.33547842779349428e-04,-1.33547842779349428e-04,5.40000000000000000e+02,4.29490000000000000e+04
8.00000000000000000e+00,2.58909745810266723e-09,4.88585345975488255e-09,-3.32304158387062751e-05,-1.33547913238617433e-04,-1.33547913238617433e-04,5.40000000000000000e+02,4.73390000000000000e+04
9.00000000000000000e+00,4.50115964731985619e-11,7.39201131660896847e-12,-3.32305564879997498e-05,-1.33548688008954674e-04,-1.33548688008954674e-04,5.40000000000000000e+02,5.18910000000000000e+04
