N,a,z,branch,H0t,D_C,u_re_0,u_re_1,u_re_2,u_re_3,u_re_4,u_re_5,u_re_6,u_re_7,u_re_8,u_re_9,u_re_10,u_re_11,u_re_12,u_re_13,u_re_14,u_re_15,u_im_0,u_im_1,u_im_2,u_im_3,u_im_4,u_im_5,u_im_6,u_im_7,u_im_8,u_im_9,u_im_10,u_im_11,u_im_12,u_im_13,u_im_14,u_im_15,ln_sigma,E,q,rho_psi,p_psi,w,KE_L,PE_L,KE_H,PE_H,Omega_psi,Omega_m,cs2,M_eff_over_H0,s_u,sigma_spinor,sigma_state,sigma_analytic,norm_hilbert,norm_krein,eigen_leak,rho_closed,p_closed,w_closed,d_L,mu_H0free
-3.17105626400390084e-01,7.28253828232571343e-01,3.73147604904378483e-01,-1.00000000000000000e+00,-3.59588919439884525e-01,4.30633522321603179e-01,-3.88119878392155948e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.88119878392155948e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.15218907831810058e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.15218907831810058e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.15218907831810058e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.15218907831810058e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.88119878392155948e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.88119878392155948e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.51316879201167032e-01,3.57050934186237734e-01,-4.66903900331424353e+01,-6.62515277704276984e-01,-4.01082953392456787e+00,6.05394270728781336e+00,-2.33667240581442259e+00,1.67415712811014572e+00,0.00000000000000000e+00,-6.62515277704276428e-01,-5.19679457937822153e+00,6.19428471036421335e+00,1.71647062033354914e+00,-1.30805367439920303e+02,9.99999999431284370e-01,2.58911696812961178e+00,2.58911696960207482e+00,2.58911696960208326e+00,9.99999999431284370e-01,9.99999999431284370e-01,0.00000000000000000e+00,-6.62515280362081405e-01,-4.01082953848661106e+00,6.05394268988723105e+00,5.91323389767445584e-01,-1.14087471082189551e+00
-3.13190742123842014e-01,7.31110445709024726e-01,3.67782399867380594e-01,-1.00000000000000000e+00,-3.49452846119892191e-01,4.16741725537872421e-01,2.05793280725285965e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.05793280725285965e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.55685335965452853e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.55685335965452853e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.55685335965452853e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.55685335965452853e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.05793280725285965e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.05793280725285965e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.39572226371522046e-01,4.15065167543276325e-01,-3.36098626003963830e+01,-6.08496307486655619e-01,-3.91771580109831463e+00,6.43835591588077261e+00,-2.26310605429248479e+00,1.65460974680582917e+00,0.00000000000000000e+00,-6.08496307486655619e-01,-3.53203801926069128e+00,4.53020959078482832e+00,1.73112337959924290e+00,-1.28183840604315122e+02,9.99999999222495939e-01,2.55888655799204212e+00,2.55888655998157644e+00,2.55888655998158665e+00,9.99999999222495939e-01,9.99999999222495939e-01,0.00000000000000000e+00,-6.08496311005804147e-01,-3.91771580719039392e+00,6.43835588865718655e+00,5.70011997481064348e-01,-1.22058001650606451e+00
-3.09275857847293945e-01,7.33978268431630498e-01,3.62438157926400883e-01,-1.00000000000000000e+00,-3.40550900264856959e-01,4.04589160357203159e-01,4.99928966686416398e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.99928966686416398e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.42781563746089826e-03,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.42781563746089826e-03,0.00000000000000000e+00,0.00000000000000000e+00,-8.42781563746089826e-03,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.42781563746089826e-03,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.99928966686416398e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.99928966686416398e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.27827573541878281e-01,4.64193201316344894e-01,-2.61387369513045584e+01,-5.56182558881512468e-01,-3.82676375924846646e+00,6.88040949529974277e+00,-2.19147315906498941e+00,1.63529060018347705e+00,0.00000000000000000e+00,-5.56182558881512468e-01,-2.58118905612562299e+00,3.57974988594319710e+00,1.74620608215944917e+00,-1.25592922643334660e+02,9.99999999234268300e-01,2.52900911728480082e+00,2.52900911922133398e+00,2.52900911922134330e+00,9.99999999234268300e-01,9.99999999234268300e-01,0.00000000000000000e+00,-5.56182562237674039e-01,-3.82676376510901539e+00,6.88040946431851808e+00,5.51227710354057043e-01,-1.29334479230035693e+00
-3.05360973570745986e-01,7.36857340353610279e-01,3.57114797173778920e-01,-1.00000000000000000e+00,-3.32491634941200875e-01,3.93630059366810170e-01,2.76371842958369307e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.76371842958369307e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.16675658348002576e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.16675658348002576e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.16675658348002576e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.16675658348002576e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.76371842958369307e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.76371842958369307e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.16082920712233628e-01,5.07067719001076167e-01,-2.13060942841795686e+01,-5.05529176180053885e-01,-3.73792322258891296e+00,7.39408010203070898e+00,-2.12172619938448337e+00,1.61619702320442959e+00,0.00000000000000000e+00,-5.05529176180053885e-01,-1.96613936696810998e+00,2.96495202197278607e+00,1.76173684600458413e+00,-1.23032256144891193e+02,9.99999999359787672e-01,2.49948052447311886e+00,2.49948052607330595e+00,2.49948052607331705e+00,9.99999999359787672e-01,9.99999999359787672e-01,0.00000000000000000e+00,-5.05529178896763964e-01,-3.73792322737504223e+00,7.39408007176253967e+00,5.34201178179091185e-01,-1.36147579239208283e+00
-3.01446089294197972e-01,7.39747705600595107e-01,3.51812236021885605e-01,-1.00000000000000000e+00,-3.25052487820789049e-01,3.83553780633554109e-01,-1.57418039778654678e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.57418039778654678e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.74573029853337713e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.74573029853337713e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.74573029853337713e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.74573029853337713e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.57418039778654678e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.57418039778654678e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.04338267882589641e-01,5.45205128829193475e-01,-1.79241974113012539e+01,-4.56492407216489204e-01,-3.65114517161938723e+00,7.99826046151048065e+00,-2.05381878941793827e+00,1.59732638220144896e+00,0.00000000000000000e+00,-4.56492407216489759e-01,-1.53572584463931494e+00,2.53471475854656703e+00,1.77773481790676313e+00,-1.20501487904162119e+02,9.99999999647724347e-01,2.47029670653874511e+00,2.47029670740895968e+00,2.47029670740897034e+00,9.99999999647724347e-01,9.99999999647724347e-01,0.00000000000000000e+00,-4.56492408663509652e-01,-3.65114517419180595e+00,7.99826044179223761e+00,5.18492693832892537e-01,-1.42628679473935271e+00
-2.97531205017649902e-01,7.42649408471300898e-01,3.46530393201874176e-01,-1.00000000000000000e+00,-3.18092675247105383e-01,3.74163625949179790e-01,-4.56447166057836418e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.56447166057836418e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.04097977734480268e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.04097977734480268e-01,0.00000000000000000e+00,0.00000000000000000e+00,2.04097977734480268e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.04097977734480268e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.56447166057836418e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.56447166057836418e-01,0.00000000000000000e+00,0.00000000000000000e+00,8.92593615052946321e-01,5.79577138348077781e-01,-1.54251885052839786e+01,-4.09029574427171139e-01,-3.56638172143279153e+00,8.71912923760429948e+00,-1.98770564792998106e+00,1.57867607350280981e+00,0.00000000000000000e+00,-4.09029574427171139e-01,-1.21767732218455449e+00,2.21679650727133248e+00,1.79422024842906747e+00,-1.18000268739065746e+02,9.99999999670138084e-01,2.44145363685208405e+00,2.44145363765741852e+00,2.44145363765742651e+00,9.99999999670138084e-01,9.99999999670138084e-01,0.00000000000000000e+00,-4.09029575738507511e-01,-3.56638172378561791e+00,8.71912921540325137e+00,5.03822694371187985e-01,-1.48861136939998562e+00
-2.93616320741101888e-01,7.45562493438208018e-01,3.41269187762433646e-01,-1.00000000000000000e+00,-3.11516504383662574e-01,3.65325771112874176e-01,-4.70123727550604442e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.70123727550604442e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.70245941840597409e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.70245941840597409e-01,0.00000000000000000e+00,0.00000000000000000e+00,-1.70245941840597409e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.70245941840597409e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.70123727550604442e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.70123727550604442e-01,0.00000000000000000e+00,0.00000000000000000e+00,8.80848962223303333e-01,6.10852814792769760e-01,-1.35033693905537771e+01,-3.63099053898542024e-01,-3.48358610373599031e+00,9.59403795282094585e+00,-1.92334257881726622e+00,1.56024352491872431e+00,0.00000000000000000e+00,-3.63099053898542024e-01,-9.73087644885815894e-01,1.97230703662636309e+00,1.81121457097787286e+00,-1.15528253689607141e+02,9.99999999677068097e-01,2.41294733747097245e+00,2.41294733825018426e+00,2.41294733825019003e+00,9.99999999677068097e-01,9.99999999677068097e-01,0.00000000000000000e+00,-3.63099055140759019e-01,-3.48358610598591234e+00,9.59403792619472640e+00,4.90000200289249510e-01,-1.54901871226051235e+00
-2.89701436464553874e-01,7.48487005148242623e-01,3.36028539068548904e-01,-1.00000000000000000e+00,-3.05255459136973606e-01,3.56944315361270137e-01,-2.43055303512952348e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.43055303512952348e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.36948646130726315e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.36948646130726315e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.36948646130726315e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.36948646130726315e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.43055303512952348e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.43055303512952348e-01,0.00000000000000000e+00,0.00000000000000000e+00,8.69104309393660235e-01,6.39517425411353702e-01,-1.19795684630734467e+01,-3.18660246438607242e-01,-3.40271263427495496e+00,1.06781836526650586e+01,-1.86068644035678132e+00,1.54202619391817408e+00,0.00000000000000000e+00,-3.18660246438607797e-01,-7.79153673554604853e-01,1.77845254010737097e+00,1.82874049086018742e+00,-1.13085101773370738e+02,9.99999999684992202e-01,2.38477387632112059e+00,2.38477387707233923e+00,2.38477387707234278e+00,9.99999999684992202e-01,9.99999999684992202e-01,0.00000000000000000e+00,-3.18660247610868197e-01,-3.40271263641871657e+00,1.06781836201104596e+01,4.76887792180941128e-01,-1.60791897449781507e+00
-2.85786552188005860e-01,7.51422988423461113e-01,3.30808366800263931e-01,-1.00000000000000000e+00,-2.99258507035123189e-01,3.48947773400475558e-01,8.13008234350486580e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.13008234350486580e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.93345898970414198e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.93345898970414198e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.93345898970414198e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.93345898970414198e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.13008234350486580e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-8.13008234350486580e-02,0.00000000000000000e+00,0.00000000000000000e+00,8.57359656564017136e-01,6.65937083477529668e-01,-1.07418183043567552e+01,-2.75673553984141118e-01,-3.32371668922907793e+00,1.20567121553498158e+01,-1.79969512160660949e+00,1.52402156762246843e+00,0.00000000000000000e+00,-2.75673553984141118e-01,-6.21625334152119513e-01,1.62098877582988110e+00,1.84682208076552201e+00,-1.10670475984656463e+02,9.99999999688572339e-01,2.35692936718614732e+00,2.35692936792015928e+00,2.35692936792016017e+00,9.99999999688572339e-01,9.99999999688572339e-01,0.00000000000000000e+00,-2.75673555105090451e-01,-3.32371669129927172e+00,1.20567121138341573e+01,4.64382616417675476e-01,-1.66562022949916955e+00
-2.81871667911457791e-01,7.54370488261737027e-01,3.25608590951451893e-01,-1.00000000000000000e+00,-2.93486439998251136e-01,3.41281184613793087e-01,3.57024513945602195e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57024513945602195e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.50047848677476570e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.50047848677476570e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.50047848677476570e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.50047848677476570e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57024513945602195e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57024513945602195e-01,0.00000000000000000e+00,0.00000000000000000e+00,8.45615003734373594e-01,6.90396693785187532e-01,-9.71654807354145511e+00,-2.34100355777945607e-01,-3.24655468077938680e+00,1.38682176282503615e+01,-1.74032751827866616e+00,1.50622716250072064e+00,0.00000000000000000e+00,-2.34100355777945607e-01,-4.91139278446000693e-01,1.49055622771594165e+00,1.86548488527636969e+00,-1.08284043253639382e+02,9.99999999687292140e-01,2.32940996923662658e+00,2.32940996996505190e+00,2.32940996996505145e+00,9.99999999687292140e-01,9.99999999687292140e-01,0.00000000000000000e+00,-2.34100356866374620e-01,-3.24655468280983373e+00,1.38682175724447081e+01,4.52405270254132574e-01,-1.72236172221482886e+00
