N,a,z,branch,H0t,D_C,u_re_0,u_re_1,u_re_2,u_re_3,u_re_4,u_re_5,u_re_6,u_re_7,u_re_8,u_re_9,u_re_10,u_re_11,u_re_12,u_re_13,u_re_14,u_re_15,u_im_0,u_im_1,u_im_2,u_im_3,u_im_4,u_im_5,u_im_6,u_im_7,u_im_8,u_im_9,u_im_10,u_im_11,u_im_12,u_im_13,u_im_14,u_im_15,ln_sigma,E,q,rho_psi,p_psi,w,KE_L,PE_L,KE_H,PE_H,Omega_psi,Omega_m,cs2,M_eff_over_H0,s_u,sigma_spinor,sigma_state,sigma_analytic,norm_hilbert,norm_krein,eigen_leak,rho_closed,p_closed,w_closed,d_L,mu_H0free
-1.25276296849536806e+00,2.85714285714285698e-01,2.50000000000000000e+00,-1.00000000000000000e+00,-5.64836386974630233e-01,9.30918554220301009e-01,-3.43929146369439165e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.43929146369439165e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.62922501764738836e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.62922501764738836e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.62922501764738836e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.62922501764738836e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.43929146369439165e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.43929146369439165e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.75828890548609440e+00,6.54863702430839201e+00,5.00157464570467503e-01,2.97942662511426732e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.48971331255713384e+01,1.48971331255713348e+01,0.00000000000000000e+00,2.97942662511426732e+01,6.94753680430038378e-01,3.04931390429026672e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835199e+00,4.28750000016443451e+01,4.28749999999995879e+01,4.28750000000000071e+01,1.00000000003835199e+00,1.00000000003835199e+00,0.00000000000000000e+00,2.97942662500000068e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.25821493977105359e+00,2.56489865351109181e+00
-1.24884808421882010e+00,2.86835016413119925e-01,2.48632469112393784e+00,-1.00000000000000000e+00,-5.64236811407327288e-01,9.28824146113116700e-01,-3.45449308991274073e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.45449308991274073e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.61475828966529078e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.61475828966529078e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.61475828966529078e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.61475828966529078e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.45449308991274073e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.45449308991274073e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.74654425265645052e+00,6.51028997628340189e+00,5.00156849513002877e-01,2.94463897806359967e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.47231948903179983e+01,1.47231948903179983e+01,0.00000000000000000e+00,2.94463897806359967e+01,6.94754535326144618e-01,3.04931765647849629e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835243e+00,4.23743934907196547e+01,4.23743934890940750e+01,4.23743934890944942e+01,1.00000000003835243e+00,1.00000000003835243e+00,0.00000000000000000e+00,2.94463897795066565e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.23818255430626678e+00,2.55150664347810441e+00
-1.24493319994227192e+00,2.87960143242501798e-01,2.47270281484011933e+00,-1.00000000000000000e+00,-5.63633704208033715e-01,9.26725633019595985e-01,-3.46972286684399722e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.46972286684399722e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.60014211223095015e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.60014211223095015e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.60014211223095015e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.60014211223095015e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.46972286684399722e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.46972286684399722e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.73479959982680576e+00,6.47216749375847211e+00,5.00156236857205116e-01,2.91025750996599726e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.45512875498299863e+01,1.45512875498299863e+01,0.00000000000000000e+00,2.91025750996599726e+01,6.94755386884066017e-01,3.04932139401523694e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835421e+00,4.18796320381919571e+01,4.18796320365852850e+01,4.18796320365856971e+01,1.00000000003835421e+00,1.00000000003835421e+00,0.00000000000000000e+00,2.91025750985437668e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.21824271437164233e+00,2.53809397373313939e+00
-1.24101831566572396e+00,2.89089683446505818e-01,2.45913416237505933e+00,-1.00000000000000000e+00,-5.63027044576115188e-01,9.24623006899113697e-01,-3.48497996108645181e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.48497996108645181e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.58537510893696287e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.58537510893696287e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.58537510893696287e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.58537510893696287e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.48497996108645181e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.48497996108645181e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.72305494699716233e+00,6.43426826149620990e+00,5.00155626593702163e-01,2.87627747829484619e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.43813873914742310e+01,1.43813873914742310e+01,0.00000000000000000e+00,2.87627747829484619e+01,6.94756235116828824e-01,3.04932511695766961e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835465e+00,4.13906473974305484e+01,4.13906473958426417e+01,4.13906473958430254e+01,1.00000000003835465e+00,1.00000000003835465e+00,0.00000000000000000e+00,2.87627747818452768e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.19839503048267426e+00,2.52466050994007318e+00
-1.23710343138917578e+00,2.90223654336847603e-01,2.44561852577099614e+00,-1.00000000000000000e+00,-5.62416811588428600e-01,9.22516259695284946e-01,-3.50026351879190789e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.50026351879190789e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57045589525670226e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57045589525670226e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.57045589525670226e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.57045589525670226e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.50026351879190789e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.50026351879190789e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.71131029416751801e+00,6.39659097196378834e+00,5.00155018713158261e-01,2.84269419589705201e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.42134709794852583e+01,1.42134709794852618e+01,0.00000000000000000e+00,2.84269419589705201e+01,6.94757080037409103e-01,3.04932882536274485e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835399e+00,4.09073721186492065e+01,4.09073721170798592e+01,4.09073721170802429e+01,1.00000000003835399e+00,1.00000000003835399e+00,0.00000000000000000e+00,2.84269419578802314e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.17863911473104110e+00,2.51120611648840919e+00
-1.23318854711262782e+00,2.91362073293148671e-01,2.43215569788271013e+00,-1.00000000000000000e+00,-5.61802984198600308e-01,9.20405383335935245e-01,-3.51557266532742552e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.51557266532742552e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.55538307862337866e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.55538307862337866e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.55538307862337866e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.55538307862337866e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.51557266532742552e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.51557266532742552e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.69956564133787413e+00,6.35913432528781009e+00,5.00154413206274184e-01,2.80950303034651050e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.40475151517325525e+01,1.40475151517325525e+01,0.00000000000000000e+00,2.80950303034651050e+01,6.94757921658732291e-01,3.04933251928719118e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835332e+00,4.04297395396024015e+01,4.04297395380514075e+01,4.04297395380517841e+01,1.00000000003835332e+00,1.00000000003835332e+00,0.00000000000000000e+00,2.80950303023875669e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.15897458077835003e+00,2.49773065647713377e+00
-1.22927366283607986e+00,2.92504957763203344e-01,2.41874547237434356e+00,-1.00000000000000000e+00,-5.61185541236300711e-01,9.18290369733068768e-01,-3.53090650493279423e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.53090650493279423e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.54015525851369028e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.54015525851369028e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.54015525851369028e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.54015525851369028e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.53090650493279423e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.53090650493279423e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.68782098850822981e+00,6.32189702920941521e+00,5.00153810063787119e-01,2.77669940330510805e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.38834970165255402e+01,1.38834970165255402e+01,0.00000000000000000e+00,2.77669940330510805e+01,6.94758759993674091e-01,3.04933619878751616e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835421e+00,3.99576837763898638e+01,3.99576837748569247e+01,3.99576837748573155e+01,1.00000000003835421e+00,1.00000000003835421e+00,0.00000000000000000e+00,2.77669940319860977e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.13940104384989072e+00,2.48423399169830050e+00
-1.22535877855953190e+00,2.93652325263245861e-01,2.40538764371624136e+00,-1.00000000000000000e+00,-5.60564461406513614e-01,9.16171210782837475e-01,-3.54626412037369387e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.54626412037369387e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.52477102653620811e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.52477102653620811e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.52477102653620811e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.52477102653620811e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.54626412037369387e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.54626412037369387e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.67607633567858594e+00,6.28487779903966270e+00,5.00153209276470112e-01,2.74427878989119094e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.37213939494559547e+01,1.37213939494559547e+01,0.00000000000000000e+00,2.74427878989119094e+01,6.94759595055059243e-01,3.04933986392000644e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835687e+00,3.94911397143686358e+01,3.94911397128534958e+01,3.94911397128538795e+01,1.00000000003835687e+00,1.00000000003835687e+00,0.00000000000000000e+00,2.74427878978592901e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.11991812072842301e+00,2.47071598262035552e+00
-1.22144389428298394e+00,2.94804193378218837e-01,2.39208200718179942e+00,-1.00000000000000000e+00,-5.59939723288802482e-01,9.14047898365509814e-01,-3.56164457259053047e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.56164457259053047e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.50922896652460847e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.50922896652460847e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.50922896652460847e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.50922896652460847e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.56164457259053047e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.56164457259053047e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.66433168284894206e+00,6.24807535761516952e+00,5.00152610835132183e-01,2.71223671805540612e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.35611835902770306e+01,1.35611835902770306e+01,0.00000000000000000e+00,2.71223671805540612e+01,6.94760426855661861e-01,3.04934351474073828e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835821e+00,3.90300429991712008e+01,3.90300429976736964e+01,3.90300429976740801e+01,1.00000000003835821e+00,1.00000000003835821e+00,0.00000000000000000e+00,2.71223671795136951e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.10052542974798406e+00,2.45717648837120173e+00
-1.21752901000643599e+00,2.95960579762042986e-01,2.37882835884432975e+00,-1.00000000000000000e+00,-5.59311305336571363e-01,9.11920424345440184e-01,-3.57704690034294503e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.57704690034294503e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.49352765463590675e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.49352765463590675e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.49352765463590675e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.49352765463590675e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.57704690034294503e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.57704690034294503e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.65258703001929819e+00,6.21148843525401873e+00,5.00152014730618211e-01,2.68056876796384529e+01,0.00000000000000000e+00,0.00000000000000000e+00,1.34028438398192264e+01,1.34028438398192264e+01,0.00000000000000000e+00,2.68056876796384529e+01,6.94761255408206768e-01,3.04934715130556644e-01,0.00000000000000000e+00,7.00000000000000000e+00,1.00000000003835710e+00,3.85743300278287151e+01,3.85743300263487328e+01,3.85743300263491165e+01,1.00000000003835710e+00,1.00000000003835710e+00,0.00000000000000000e+00,2.68056876786102656e+01,0.00000000000000000e+00,0.00000000000000000e+00,3.08122259078772842e+00,2.44361536672098811e+00
