x0,w0_tangent,wa_tangent,a_zero,z_zero,a_cross,z_cross,a_bounce,z_bounce,q0,cs2_today,wfit_requested_defined,wfit_requested_w0,wfit_requested_wa,wfit_restricted_a_lo,wfit_restricted_w0,wfit_restricted_wa
-3.68999999999999995e-01,-5.84786053882725865e-01,-2.78028234809536867e+00,7.17258090008879634e-01,3.94198286404298326e-01,9.03688565809579125e-01,1.06575913245221976e-01,6.61104628154982388e-01,5.12619874997412017e-01,-1.09515515055467416e-01,-2.81679389312977069e+00,0.00000000000000000e+00,nan,nan,7.89444677296811559e-01,-2.63757367577840851e-01,-9.51614348878648997e+00
-3.67999999999999994e-01,-5.82278481012658222e-01,-2.76398013138920051e+00,7.16609574203189270e-01,3.95460004999120374e-01,9.02871487094800251e-01,1.07577339957576346e-01,6.60431177974557970e-01,5.14162312970820157e-01,-1.06901708860759448e-01,-2.78787878787878762e+00,0.00000000000000000e+00,nan,nan,7.88730893293428936e-01,-2.60677615560882980e-01,-9.48555159309569440e+00
-3.66999999999999993e-01,-5.79778830963665115e-01,-2.74776697139177761e+00,7.15959882483277132e-01,3.96726303339150155e-01,9.02052926820940626e-01,1.08582401616110547e-01,6.59756815737247093e-01,5.15709995178370795e-01,-1.04296161137440668e-01,-2.75939849624060152e+00,0.00000000000000000e+00,nan,nan,7.88015815028975886e-01,-2.57608304892164852e-01,-9.45504438122413227e+00
-3.65999999999999992e-01,-5.77287066246056746e-01,-2.73164226930310727e+00,7.15309009504066839e-01,3.97997210594779327e-01,9.01232878253625747e-01,1.09591121373380673e-01,6.59081536768269638e-01,5.17262954904464056e-01,-1.01698832807570971e-01,-2.73134328358208922e+00,0.00000000000000000e+00,nan,nan,7.87299436620434667e-01,-2.54549398706657826e-01,-9.42462143045169398e+00
-3.64999999999999991e-01,-5.74803149606299191e-01,-2.71560543121086218e+00,7.14656949881502301e-01,3.99272756202553758e-01,9.00411334609370173e-01,1.10603522593187842e-01,6.58405336358978133e-01,5.18821225736202818e-01,-9.91096850393700102e-02,-2.70370370370370328e+00,0.00000000000000000e+00,nan,nan,7.86581752141884638e-01,-2.51500860392675274e-01,-9.39428232021958998e+00
-3.63999999999999990e-01,-5.72327044025157217e-01,-2.69965586804319457e+00,7.14003698192155700e-01,4.00552969868337883e-01,8.99588289055082924e-01,1.11619628853092845e-01,6.57728209766516025e-01,5.20384841566983170e-01,-9.65286792452828557e-02,-2.67647058823529393e+00,0.00000000000000000e+00,nan,nan,7.85862755624071374e-01,-2.48462653590580895e-01,-9.36402663211125486e+00
-3.62999999999999989e-01,-5.69858712715855531e-01,-2.68379299552208295e+00,7.13349248972830696e-01,4.01837881570527911e-01,8.98763734707568096e-01,1.12639463946964113e-01,6.57050152213469296e-01,5.21953836600146825e-01,-9.39557770800627523e-02,-2.64963503649634990e+00,0.00000000000000000e+00,nan,nan,7.85142441053969020e-01,-2.45434742191503741e-01,-9.33385394983350025e+00
-3.61999999999999988e-01,-5.67398119122257016e-01,-2.66801623411719557e+00,7.12693596720160305e-01,4.03127521563310331e-01,8.97937664633017607e-01,1.13663051887565869e-01,6.56371158887515627e-01,5.23528245352677279e-01,-9.13909404388714153e-02,-2.62318840579710111e+00,0.00000000000000000e+00,nan,nan,7.84420802374338422e-01,-2.42417090336081775e-01,-9.30376385919767657e+00
-3.60999999999999988e-01,-5.64945226917057841e-01,-2.65232500900027190e+00,7.12036735890199335e-01,4.04421920379971045e-01,8.97110071846498491e-01,1.14690416909182469e-01,6.55691224941067352e-01,5.25108102658959019e-01,-8.88341314553989791e-02,-2.59712230215827322e+00,0.00000000000000000e+00,nan,nan,7.83697833483278594e-01,-2.39409662413206853e-01,-9.27375594810109050e+00
-3.59999999999999987e-01,-5.62500000000000000e-01,-2.63671875000000000e+00,7.11378660898012605e-01,4.05721108836248678e-01,8.96280949311432984e-01,1.15721583470282496e-01,6.55010345490911083e-01,5.26693443674586925e-01,-8.62853124999998222e-02,-2.57142857142857117e+00,0.00000000000000000e+00,nan,nan,7.82973528233772753e-01,-2.36412423058809579e-01,-9.24382980650838171e+00
-3.58999999999999986e-01,-5.60062402496099843e-01,-2.62119689155740954e+00,7.10719366117256057e-01,4.07025118033744082e-01,8.95450289939071942e-01,1.16756576256222822e-01,6.54328515617842221e-01,5.28284303880232731e-01,-8.37444461778471538e-02,-2.54609929078014163e+00,0.00000000000000000e+00,nan,nan,7.82247880433228016e-01,-2.33425337154637508e-01,-9.21398502643322281e+00
-3.57999999999999985e-01,-5.57632398753894032e-01,-2.60575887268174755e+00,7.10058845879754208e-01,4.08333979363375565e-01,8.94618086587961825e-01,1.17795420181991517e-01,6.53645730366294364e-01,5.29880719085571439e-01,-8.12114953271027007e-02,-2.52112676056338003e+00,0.00000000000000000e+00,nan,nan,7.81520883843010106e-01,-2.30448369827073174e-01,-9.18422120191992342e+00
-3.56999999999999984e-01,-5.55209953343701379e-01,-2.59040413690684934e+00,7.09397094475070933e-01,4.09647724508887423e-01,8.93784332063403908e-01,1.18838140394993186e-01,6.52961984743963608e-01,5.31482725433265912e-01,-7.86864230171071544e-02,-2.49650349650349623e+00,0.00000000000000000e+00,nan,nan,7.80792532177970955e-01,-2.27481486445953257e-01,-9.15453792902527042e+00
-3.55999999999999983e-01,-5.52795031055900554e-01,-2.57513213224798410e+00,7.08734106150075482e-01,4.10966385450411087e-01,8.92949019116907494e-01,1.19884762277875367e-01,6.52277273721429518e-01,5.33090359403006975e-01,-7.61691925465837194e-02,-2.47222222222222188e+00,0.00000000000000000e+00,nan,nan,7.80062819105970306e-01,-2.24524652623402571e-01,-9.12493480580052818e+00
-3.54999999999999982e-01,-5.50387596899224785e-01,-2.55994231115918502e+00,7.08069875108501390e-01,4.12289994468080678e-01,8.92112140445634694e-01,1.20935311451397132e-01,6.51591592231769212e-01,5.34703657815619682e-01,-7.36597674418603132e-02,-2.44827586206896530e+00,0.00000000000000000e+00,nan,nan,7.79331738247391881e-01,-2.21577834212710378e-01,-9.09541143227339610e+00
-3.53999999999999981e-01,-5.47987616099071206e-01,-2.54483413049104223e+00,7.07404395510501383e-01,4.13618584145700297e-01,8.91273688691838983e-01,1.21989813777340750e-01,6.50904935170167676e-01,5.36322657837227101e-01,-7.11581114551081972e-02,-2.42465753424657482e+00,0.00000000000000000e+00,nan,nan,7.78599283174652101e-01,-2.18640997307186197e-01,-9.06596741043019350e+00
-3.52999999999999980e-01,-5.45595054095826870e-01,-2.52980705144896545e+00,7.06737661472195522e-01,4.14952187374469039e-01,8.90433656442295995e-01,1.23048295361468440e-01,6.50217297393521854e-01,5.37947396983479598e-01,-6.86641885625964843e-02,-2.40136054421768641e+00,0.00000000000000000e+00,nan,nan,7.77865447411702826e-01,-2.15714108239062369e-01,-9.03660234419817776e+00
-3.51999999999999980e-01,-5.43209876543209846e-01,-2.51486053955189748e+00,7.06069667065212569e-01,4.16290837356761978e-01,8.89592036227726202e-01,1.24110782556522858e-01,6.49528673720040528e-01,5.39577913123846731e-01,-6.61779629629628552e-02,-2.37837837837837807e+00,0.00000000000000000e+00,nan,nan,7.77130224433527528e-01,-2.12797133578402464e-01,-9.00731583942781278e+00
-3.50999999999999979e-01,-5.40832049306625540e-01,-2.49999406459148910e+00,7.05400406316227246e-01,4.17634567609967311e-01,8.88748820522211158e-01,1.25177301965272880e-01,6.48839058928837975e-01,5.41214244485974882e-01,-6.36993990755005957e-02,-2.35570469798657678e+00,0.00000000000000000e+00,nan,nan,7.76393607665630703e-01,-2.09890040132021144e-01,-8.97810750387536416e+00
-3.49999999999999978e-01,-5.38461538461538436e-01,-2.48520710059171535e+00,7.04729873206489166e-01,4.18983411970383912e-01,8.87904001742600646e-01,1.26247880443606242e-01,6.48148447759523405e-01,5.42856429660109052e-01,-6.12284615384612874e-02,-2.33333333333333304e+00,0.00000000000000000e+00,nan,nan,7.75655590483520618e-01,-2.06992794942435554e-01,-8.94897694718534886e+00
-3.48999999999999977e-01,-5.36098310291858615e-01,-2.47049912576893371e+00,7.04058061671347213e-01,4.20337404597176389e-01,8.87057572247913151e-01,1.27322545103669915e-01,6.47456834911782853e-01,5.44504507603586818e-01,-5.87651152073731531e-02,-2.31125827814569496e+00,0.00000000000000000e+00,nan,nan,7.74916166212184954e-01,-2.04105365286813889e-01,-8.91992378087334181e+00
-3.47999999999999976e-01,-5.33742331288343475e-01,-2.45586962249237839e+00,7.03384965599766376e-01,4.21696579976392094e-01,8.86209524338726795e-01,1.28401323317058225e-01,6.46764215044957957e-01,5.46158517645395580e-01,-5.63093251533740569e-02,-2.28947368421052566e+00,0.00000000000000000e+00,nan,nan,7.74175328125559337e-01,-2.01227718675961842e-01,-8.89094761830865288e+00
-3.46999999999999975e-01,-5.31393568147013773e-01,-2.44131807724508576e+00,7.02710578833838695e-01,4.23060972925039191e-01,8.85359850256564052e-01,1.29484242718048481e-01,6.46070582777617419e-01,5.47818499490802413e-01,-5.38610566615618236e-02,-2.26797385620914982e+00,0.00000000000000000e+00,nan,nan,7.73433069445989219e-01,-1.98359822853305168e-01,-8.86204807469726141e+00
-3.45999999999999974e-01,-5.29051987767583998e-01,-2.42684398058524753e+00,7.02034895168287765e-01,4.24430618595227793e-01,8.84508542183266355e-01,1.30571331206888797e-01,6.45375932687122900e-01,5.49484493226056303e-01,-5.14202752293576593e-02,-2.24675324675324628e+00,0.00000000000000000e+00,nan,nan,7.72689383343683978e-01,-1.95501645793908496e-01,-8.83322476706475435e+00
-3.44999999999999973e-01,-5.26717557251908386e-01,-2.41244682710797687e+00,7.01357908349965808e-01,4.25805552478374372e-01,8.83655592240361165e-01,1.31662616953135636e-01,6.44680259309189374e-01,5.51156539323160555e-01,-4.89869465648853364e-02,-2.22580645161290258e+00,0.00000000000000000e+00,nan,nan,7.71944262936164138e-01,-1.92653155703489232e-01,-8.80447731423945612e+00
-3.43999999999999972e-01,-5.24390243902438935e-01,-2.39812611540749510e+00,7.00679612077344860e-01,4.27185810409472122e-01,8.82800992488420699e-01,1.32758128399041775e-01,6.43983557137439711e-01,5.52834678644720245e-01,-4.65610365853657004e-02,-2.20512820512820440e+00,0.00000000000000000e+00,nan,nan,7.71197701287700488e-01,-1.89814321017474696e-01,-8.77580533683547515e+00
-3.43000000000000027e-01,-5.22070015220700179e-01,-2.38388134803972651e+00,7.00000000000000067e-01,4.28571428571428381e-01,8.81944734926411233e-01,1.33857894262999544e-01,6.43285820622952143e-01,5.54518952448864955e-01,-4.41425114155251652e-02,-2.18471337579617897e+00,0.00000000000000000e+00,nan,nan,7.70449691408746307e-01,-1.86985110400049198e-01,-8.74720845723605755e+00
-3.42000000000000026e-01,-5.19756838905775176e-01,-2.36971203148529730e+00,6.99319065718086885e-01,4.29962443499467106e-01,8.81086811491033739e-01,1.34961943543035812e-01,6.42587044173803301e-01,5.56209402394246988e-01,-4.17313373860181969e-02,-2.16455696202531689e+00,0.00000000000000000e+00,nan,nan,7.69700226255361053e-01,-1.84165492743227355e-01,-8.71868629957689834e+00
-3.41000000000000025e-01,-5.17450682852807264e-01,-2.35561767611293149e+00,6.98636802781810617e-01,4.31358892085602408e-01,8.80227214056056195e-01,1.36070305520361146e-01,6.41887222154603254e-01,5.57906070545119315e-01,-3.93274810318664514e-02,-2.14465408805031510e+00,0.00000000000000000e+00,nan,nan,7.68949298728627273e-01,-1.81355437165961281e-01,-8.69023848972951818e+00
-3.40000000000000024e-01,-5.15151515151515249e-01,-2.34159779614325148e+00,6.97953204690888729e-01,4.32760811583181360e-01,8.79365934431635909e-01,1.37183009762976482e-01,6.41186348886024993e-01,5.59608999376492333e-01,-3.69309090909091253e-02,-2.12500000000000044e+00,0.00000000000000000e+00,nan,nan,7.68196901674058186e-01,-1.78554913013234007e-01,-8.66186465528480554e+00
-3.39000000000000024e-01,-5.12859304084720136e-01,-2.32765190961295065e+00,6.97268264894006062e-01,4.34168239611497420e-01,8.78502964363632621e-01,1.38300086129335975e-01,6.40484418644327480e-01,5.61318231779371235e-01,-3.45415885022692937e-02,-2.10559006211180177e+00,0.00000000000000000e+00,nan,nan,7.67443027880998385e-01,-1.75763889855193645e-01,-8.63356442553663328e+00
-3.38000000000000023e-01,-5.10574018126888296e-01,-2.31377953833937289e+00,6.96581976788261614e-01,4.35581214160480235e-01,8.77638295532912838e-01,1.39421564772065576e-01,6.39781425660872038e-01,5.63033811066075751e-01,-3.21594864048337925e-02,-2.08641975308642014e+00,0.00000000000000000e+00,nan,nan,7.66687670082015216e-01,-1.72982337486287163e-01,-8.60533743146548424e+00
-3.37000000000000022e-01,-5.08295625942684737e-01,-2.29998020788545166e+00,6.95894333718609537e-01,4.36999773595452279e-01,8.76771919554643731e-01,1.40547476141742678e-01,6.39077364121632074e-01,5.64755780975643384e-01,-2.97845701357466464e-02,-2.06748466257668762e+00,0.00000000000000000e+00,nan,nan,7.65930820952282487e-01,-1.70210225924424252e-01,-8.57718330572226151e+00
-3.36000000000000021e-01,-5.06024096385542244e-01,-2.28625344752504045e+00,6.95205328977290038e-01,4.38423956661969871e-01,8.75903827977577931e-01,1.41677850990735488e-01,6.38372228166695255e-01,5.66484185679322128e-01,-2.74168072289155962e-02,-2.04878048780487854e+00,0.00000000000000000e+00,nan,nan,7.65172473108955642e-01,-1.67447525410151787e-01,-8.54910168261202408e+00
-3.35000000000000020e-01,-5.03759398496240629e-01,-2.27259879020860422e+00,6.94514955803254175e-01,4.39853802490734580e-01,8.75034012283327445e-01,1.42812720377102131e-01,6.37666011889760354e-01,5.68219069786143560e-01,-2.50561654135339484e-02,-2.03030303030303072e+00,0.00000000000000000e+00,nan,nan,7.64412619110537483e-01,-1.64694206405842813e-01,-8.52109219807800855e+00
-3.34000000000000019e-01,-5.01501501501501634e-01,-2.25901577252928654e+00,6.93823207381580209e-01,4.41289350602584340e-01,8.74162463885628793e-01,1.43952115668552816e-01,6.36958709337625217e-01,5.69960478348592314e-01,-2.27026126126126382e-02,-2.01204819277108449e+00,0.00000000000000000e+00,nan,nan,7.63651251456235691e-01,-1.61950239594901901e-01,-8.49315448968555664e+00
-3.33000000000000018e-01,-4.99250374812593711e-01,-2.24550393468932707e+00,6.93130076842880971e-01,4.42730640913567619e-01,8.73289174129596724e-01,1.45096068546475943e-01,6.36250314509668957e-01,5.71708456868359249e-01,-2.03561169415291676e-02,-1.99401197604790448e+00,0.00000000000000000e+00,nan,nan,7.62888362585311675e-01,-1.59215595880995264e-01,-8.46528819660615817e+00
-3.32000000000000017e-01,-4.97005988023952183e-01,-2.23206282046685134e+00,6.92435557262704005e-01,4.44177713740094182e-01,8.72414134290967480e-01,1.46244611010027503e-01,6.35540821357326369e-01,5.73463051302191884e-01,-1.80166467065867586e-02,-1.97619047619047650e+00,0.00000000000000000e+00,nan,nan,7.62123944876419324e-01,-1.56490246387287368e-01,-8.43749295960155621e+00
-3.31000000000000016e-01,-4.94768310911808673e-01,-2.21869197718299871e+00,6.91739641660922500e-01,4.45630609804173794e-01,8.71537335575332861e-01,1.47397775380287532e-01,6.34830223783554359e-01,5.75224308067837642e-01,-1.56841704035874940e-02,-1.95857988165680497e+00,0.00000000000000000e+00,nan,nan,7.61357990646934990e-01,-1.53774162455696861e-01,-8.40976842100805477e+00
-3.30000000000000016e-01,-4.92537313432835910e-01,-2.20539095566941468e+00,6.91042323001118453e-01,4.47089370238733519e-01,8.70658769117361175e-01,1.48555594304482508e-01,6.34118515642291936e-01,5.76992274050081244e-01,-1.33586567164178938e-02,-1.94117647058823550e+00,0.00000000000000000e+00,nan,nan,7.60590492152278363e-01,-1.51067315646178563e-01,-8.38211422472062928e+00
-3.29000000000000015e-01,-4.90312965722801808e-01,-2.19215931023607347e+00,6.90343594189955834e-01,4.48554036593028282e-01,8.69778425980009429e-01,1.49718100760277473e-01,6.33405690737911753e-01,5.78766996606881357e-01,-1.10400745156482571e-02,-1.92397660818713478e+00,0.00000000000000000e+00,nan,nan,7.59821441585223134e-01,-1.48369677736002153e-01,-8.35453001617736390e+00
-3.28000000000000014e-01,-4.88095238095238193e-01,-2.17899659863945594e+00,6.89643448076546095e-01,4.50024650838133145e-01,8.68896297153722408e-01,1.50885328060136992e-01,6.32691742824664338e-01,5.80548523575605602e-01,-8.72839285714266389e-03,-1.90697674418604679e+00,0.00000000000000000e+00,nan,nan,7.59050831075198107e-01,-1.45681220719067667e-01,-8.32701544234378588e+00
-3.27000000000000013e-01,-4.85884101040118865e-01,-2.16590238205104990e+00,6.88941877451804130e-01,4.51501255372527943e-01,8.68012373555622108e-01,1.52057309855756495e-01,6.31976665606113652e-01,5.82336903279370377e-01,-6.42358098068362970e-03,-1.89017341040462439e+00,0.00000000000000000e+00,nan,nan,7.58278652687578214e-01,-1.43001916805232193e-01,-8.29957015169734369e+00
-3.26000000000000012e-01,-4.83679525222551976e-01,-2.15287622502619591e+00,6.88238875047794796e-01,4.52983893027773199e-01,8.67126646028684056e-01,1.53234080142568452e-01,6.31260452734565547e-01,5.84132184533478593e-01,-4.12560830860519978e-03,-1.87356321839080486e+00,0.00000000000000000e+00,nan,nan,7.57504898422965978e-01,-1.40331738419638669e-01,-8.27219379421191015e+00
-3.25000000000000011e-01,-4.81481481481481455e-01,-2.13991769547325106e+00,6.87534433537070555e-01,4.54472607074278168e-01,8.66239105340902760e-01,1.54415673264319375e-01,6.30543097810486675e-01,5.85934416651969547e-01,-1.83444444444447186e-03,-1.85714285714285743e+00,0.00000000000000000e+00,nan,nan,7.56729560216461650e-01,-1.37670658202082880e-01,-8.24488602134237958e+00
-3.24000000000000010e-01,-4.79289940828402428e-01,-2.12702636462308758e+00,6.86828545531999124e-01,4.55967441227164816e-01,8.65349742184445048e-01,1.55602123917724544e-01,6.29824594381917180e-01,5.87743649454269157e-01,4.49940828402439763e-04,-1.84090909090909105e+00,0.00000000000000000e+00,nan,nan,7.55952629936923914e-01,-1.35018649006389935e-01,-8.21764648600924730e+00
-3.23000000000000009e-01,-4.77104874446085681e-01,-2.11420180699890237e+00,6.86121203584082018e-01,4.57468439652227055e-01,8.64458547174790648e-01,1.56793467157197774e-01,6.29104935943872512e-01,5.89559933271955661e-01,2.72757754800601049e-03,-1.82485875706214706e+00,0.00000000000000000e+00,nan,nan,7.55174099386219377e-01,-1.32375683899792540e-01,-8.19047484258333824e+00
-3.22000000000000008e-01,-4.74926253687315669e-01,-2.10144360038635281e+00,6.85412400183262549e-01,4.58975646971990114e-01,8.63565510849861107e-01,1.57989738399660684e-01,6.28384115937737686e-01,5.91383318955635673e-01,4.99849557522136223e-03,-1.80898876404494402e+00,0.00000000000000000e+00,nan,nan,7.54393960298460953e-01,-1.29741736162356680e-01,-8.16337074687052677e+00
-3.21000000000000008e-01,-4.72754050073637688e-01,-2.08875132580399558e+00,6.84702127757224166e-01,4.60489108271869618e-01,8.62670623669135495e-01,1.59190973429431670e-01,6.27662127750653775e-01,5.93213857881930151e-01,7.26272459499255341e-03,-1.79329608938547502e+00,0.00000000000000000e+00,nan,nan,7.53612204339236147e-01,-1.27116779286390230e-01,-8.13633385609652215e+00
-3.20000000000000007e-01,-4.70588235294117696e-01,-2.07612456747404872e+00,6.83990378670678800e-01,4.62008869106433018e-01,8.61773876012753459e-01,1.60397208403194824e-01,6.26938964714892633e-01,5.95051601960584708e-01,9.52029411764709899e-03,-1.77777777777777790e+00,0.00000000000000000e+00,nan,nan,7.52828823104822797e-01,-1.24500786975895977e-01,-8.10936382889169849e+00
-3.19000000000000006e-01,-4.68428781204111577e-01,-2.06356291279344273e+00,6.83277145224644333e-01,4.63534975505766722e-01,8.60875258180605507e-01,1.61608479855053666e-01,6.26214620107226061e-01,5.96896603641689172e-01,1.17712334801762797e-02,-1.76243093922651939e+00,0.00000000000000000e+00,nan,nan,7.52043808121394708e-01,-1.21893733146029415e-01,-8.08246032527600278e+00
-3.18000000000000005e-01,-4.66275659824046951e-01,-2.05106595230519195e+00,6.82562419655711516e-01,4.65067473981948476e-01,8.59974760391409077e-01,1.62824824701669035e-01,6.25489087148282108e-01,5.98748915923027258e-01,1.40155718475074575e-02,-1.74725274725274726e+00,0.00000000000000000e+00,nan,nan,7.51257150844214405e-01,-1.19295591922567723e-01,-8.05562300664387720e+00
-3.17000000000000004e-01,-4.64128843338213748e-01,-2.03863327967004571e+00,6.81846194135301009e-01,4.66606411535629428e-01,8.59072372781771953e-01,1.64046280247482246e-01,6.24762359001894918e-01,6.00608592357541493e-01,1.62533382137628468e-02,-1.73224043715847009e+00,0.00000000000000000e+00,nan,nan,7.50468842656815349e-01,-1.16706337641411931e-01,-8.02885153574922761e+00
-3.16000000000000003e-01,-4.61988304093567281e-01,-2.02626449163845290e+00,6.81128460768907984e-01,4.68151835662727001e-01,8.58168085405241476e-01,1.65272884190027947e-01,6.24034428774443484e-01,6.02475687060927800e-01,1.84845614035087369e-02,-1.71739130434782616e+00,0.00000000000000000e+00,nan,nan,7.49678874870170597e-01,-1.14125944848097738e-01,-8.00214557669043636e+00
-3.15000000000000002e-01,-4.59854014598540140e-01,-2.01395918802280338e+00,6.80409211595336738e-01,4.69703794361230775e-01,8.57261888231339531e-01,1.66504674625336246e-01,6.23305289514180183e-01,6.04350254719360880e-01,2.07092700729927248e-02,-1.70270270270270263e+00,0.00000000000000000e+00,nan,nan,7.48887238721850701e-01,-1.11554388297314677e-01,-7.97550479489543562e+00
-3.14000000000000001e-01,-4.57725947521865906e-01,-2.00171697166996765e+00,6.79688438585923760e-01,4.71262336138124072e-01,8.56353771144583997e-01,1.67741690053424541e-01,6.22574934210550657e-01,6.06232350597344594e-01,2.29274927113702898e-02,-1.68817204301075274e+00,0.00000000000000000e+00,nan,nan,7.48093925375167834e-01,-1.08991642952465079e-01,-7.94892885710678065e+00
-3.13000000000000000e-01,-4.55604075691411925e-01,-1.98953744843411306e+00,6.78966133643748471e-01,4.72827510016422980e-01,8.55443723943494327e-01,1.68983969383887045e-01,6.21843355793502806e-01,6.08122030545700243e-01,2.51392576419213754e-02,-1.67379679144385030e+00,0.00000000000000000e+00,nan,nan,7.47298925918307932e-01,-1.06437683985218620e-01,-7.92241743136680299e+00
-3.12000000000000000e-01,-4.53488372093023284e-01,-1.97742022714981092e+00,6.78242288602833421e-01,4.74399365542336637e-01,8.54531736339583348e-01,1.70231551941575798e-01,6.21110547132784685e-01,6.10019351009690958e-01,2.73445930232558698e-02,-1.65957446808510634e+00,0.00000000000000000e+00,nan,nan,7.46502231363449620e-01,-1.03892486775091372e-01,-7.89597018700280806e+00
-3.10999999999999999e-01,-4.51378809869375841e-01,-1.96536491960541015e+00,6.77516895227331273e-01,4.75977952792548509e-01,8.53617797956333968e-01,1.71484477472380492e-01,6.20376501037234185e-01,6.11924369037281313e-01,2.95435268505079840e-02,-1.64550264550264558e+00,0.00000000000000000e+00,nan,nan,7.45703832645870368e-01,-1.01356026909060759e-01,-7.86958679461216803e+00
-3.09999999999999998e-01,-4.49275362318840632e-01,-1.95337114051669847e+00,6.76789945210700794e-01,4.77563322381623578e-01,8.52701898328159791e-01,1.72742786149108651e-01,6.19641210254055164e-01,6.13837142287544602e-01,3.17360869565219694e-02,-1.63157894736842102e+00,0.00000000000000000e+00,nan,nan,7.44903720623038113e-01,-9.88282801811584538e-02,-7.84326692604769704e+00
-3.08999999999999997e-01,-4.47178002894355942e-01,-1.94143850750082181e+00,6.76061430174868971e-01,4.79155525469544319e-01,8.51784026899350399e-01,1.74006518577464853e-01,6.18904667468084480e-01,6.15757729039210666e-01,3.39223010130245139e-02,-1.61780104712041872e+00,0.00000000000000000e+00,nan,nan,7.44101886073690655e-01,-9.63092225921249878e-02,-7.81701025440277952e+00
-3.07999999999999996e-01,-4.45086705202312138e-01,-1.92956664105048614e+00,6.75331341669382024e-01,4.80754613769375672e-01,8.50864173023001213e-01,1.75275715802135634e-01,6.18166865301047697e-01,6.17686188199361608e-01,3.61021965317920301e-02,-1.60416666666666652e+00,0.00000000000000000e+00,nan,nan,7.43298319696899967e-01,-9.37988303490577546e-02,-7.79081645399675171e+00
-3.06999999999999995e-01,-4.43001443001442952e-01,-1.91775516450841099e+00,6.74599671170542536e-01,4.82360639555062143e-01,8.49942325959926137e-01,1.76550419312979212e-01,6.17427796310803245e-01,6.19622579312279598e-01,3.82758008658008464e-02,-1.59067357512953356e+00,0.00000000000000000e+00,nan,nan,7.42493012111123063e-01,-9.12970798650728221e-02,-7.76468520036017029e+00
-3.05999999999999994e-01,-4.40922190201729125e-01,-1.90600370404205677e+00,6.73866410080533274e-01,4.83973655669364344e-01,8.49018474877554663e-01,1.77830671051321776e-01,6.16687452990574148e-01,6.21566962568451453e-01,4.04431412103747334e-02,-1.57731958762886593e+00,0.00000000000000000e+00,nan,nan,7.41685953853237878e-01,-8.88039477590084891e-02,-7.73861617022015658e+00
-3.04999999999999993e-01,-4.38848920863309289e-01,-1.89431188861860123e+00,6.73131549726528999e-01,4.85593715531929426e-01,8.48092608848811436e-01,1.79116513416365475e-01,6.15945827768170417e-01,6.23519398813721315e-01,4.26042446043166656e-02,-1.56410256410256410e+00,0.00000000000000000e+00,nan,nan,7.40877135377564833e-01,-8.63194108551253725e-02,-7.71260904148573889e+00
-3.03999999999999992e-01,-4.36781609195402321e-01,-1.88267934998018238e+00,6.72395081359792646e-01,4.87220873147507172e-01,8.47164716850978605e-01,1.80407989271708535e-01,6.15202913005196139e-01,6.25479949558616299e-01,4.47591379310345872e-02,-1.55102040816326525e+00,0.00000000000000000e+00,nan,nan,7.40066547054872959e-01,-8.38434461828329175e-02,-7.68666349323325448e+00
-3.02999999999999992e-01,-4.34720229555236704e-01,-1.87110572261938302e+00,6.71656996154759711e-01,4.88855183114306868e-01,8.46234787764541641e-01,1.81705141951978399e-01,6.14458700996248108e-01,6.27448676987822473e-01,4.69078479196556319e-02,-1.53807106598984755e+00,0.00000000000000000e+00,nan,nan,7.39254179171371595e-01,-8.13760309764339357e-02,-7.66077920569173632e+00
-3.01999999999999991e-01,-4.32664756446991428e-01,-1.85959064375497762e+00,6.70917285208106895e-01,4.90496700632504057e-01,8.45302810372016045e-01,1.83008015269583657e-01,6.13713183968098486e-01,6.29425643969840465e-01,4.90504011461319056e-02,-1.52525252525252508e+00,0.00000000000000000e+00,nan,nan,7.38440021927685319e-01,-7.89171426748965510e-02,-7.63495586022831052e+00
-3.00999999999999990e-01,-4.30615164520743887e-01,-1.84813375330791341e+00,6.70175939537807075e-01,4.92145481512898053e-01,8.44368773356756863e-01,1.84316653521584994e-01,6.12966354078867681e-01,6.31410914066801165e-01,5.11868240343349434e-02,-1.51256281407035154e+00,0.00000000000000000e+00,nan,nan,7.37624065437814225e-01,-7.64667589216344729e-02,-7.60919313933360097e+00
-2.99999999999999989e-01,-4.28571428571428603e-01,-1.83673469387755106e+00,6.69432950082169520e-01,4.93801582185721566e-01,8.43432665301749207e-01,1.85631101496687601e-01,6.12218203417182583e-01,6.33404551544463068e-01,5.33171428571428407e-02,-1.49999999999999978e+00,0.00000000000000000e+00,nan,nan,7.36806299728077319e-01,-7.40248575642983991e-02,-7.58349072660721202e+00
-2.98999999999999988e-01,-4.26533523537803105e-01,-1.82539311071813004e+00,6.68688307698865447e-01,4.95465059709607081e-01,8.42494474688380568e-01,1.86951404482358363e-01,6.11468724001322128e-01,6.35406621382384573e-01,5.54413837375178353e-02,-1.48756218905472615e+00,0.00000000000000000e+00,nan,nan,7.35986714736039493e-01,-7.15914166546143815e-02,-7.55784830674312236e+00
-2.97999999999999987e-01,-4.24501424501424529e-01,-1.81410865171548918e+00,6.67942003163937481e-01,4.97135971780716668e-01,8.41554189895192817e-01,1.88277608272070962e-01,6.10717907778349778e-01,6.37417189284277264e-01,5.75595726495727877e-02,-1.47524752475247500e+00,0.00000000000000000e+00,nan,nan,7.35165300309422065e-01,-6.91664144482165288e-02,-7.53226556551517668e+00
