N,a,z,branch,H0t,D_C,u_re_0,u_re_1,u_re_2,u_re_3,u_re_4,u_re_5,u_re_6,u_re_7,u_re_8,u_re_9,u_re_10,u_re_11,u_re_12,u_re_13,u_re_14,u_re_15,u_im_0,u_im_1,u_im_2,u_im_3,u_im_4,u_im_5,u_im_6,u_im_7,u_im_8,u_im_9,u_im_10,u_im_11,u_im_12,u_im_13,u_im_14,u_im_15,ln_sigma,E,q,rho_psi,p_psi,w,KE_L,PE_L,KE_H,PE_H,Omega_psi,Omega_m,cs2,M_eff_over_H0,s_u,sigma_spinor,sigma_state,sigma_analytic,norm_hilbert,norm_krein,eigen_leak,rho_closed,p_closed,w_closed,d_L,mu_H0free
-6.26381484247684028e-01,5.34522483824848793e-01,8.70828693386970665e-01,-1.00000000000000000e+00,-5.25729091847300878e-01,7.34889917101642531e-01,1.21595646824470965e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.21595646824470965e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.84989173364847870e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.84989173364847870e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.84989173364847870e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.84989173364847870e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.21595646824470965e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.21595646824470965e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.87914445274305408e+00,4.87234480687423199e-01,-4.65615799299201498e+01,-1.76081469101984722e+00,-7.44856653912818523e+00,4.23018195901923466e+00,-4.60469061507401545e+00,2.84387592405416800e+00,0.00000000000000000e+00,-1.76081469101984878e+00,-7.41715958339980030e+00,8.41251547264675281e+00,1.61760412626733130e+00,-1.88902019440471278e+01,9.99999998431119752e-01,6.54790041658152688e+00,6.54790042685441076e+00,6.54790042685439833e+00,9.99999998431119752e-01,9.99999998431119752e-01,0.00000000000000000e+00,-1.76081470546826435e+00,-7.44856656250000260e+00,4.23018193758164784e+00,1.37485314339452502e+00,6.91281554760193040e-01
-6.22466599971135959e-01,5.36619178973787525e-01,8.63518933319465720e-01,-1.00000000000000000e+00,-5.18299790179989839e-01,7.21017459112220371e-01,1.87640897239401000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.87640897239401000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.63455384392755743e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.63455384392755743e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.63455384392755743e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.63455384392755743e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.87640897239401000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.87640897239401000e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.86739979991341043e+00,5.66193437880529005e-01,-3.35417145311149980e+01,-1.65430183153678634e+00,-7.27564375364975113e+00,4.39801468810014118e+00,-4.46497279259326874e+00,2.81067096105648240e+00,0.00000000000000000e+00,-1.65430183153678634e+00,-5.16042044633007091e+00,6.15703474936427142e+00,1.62949341275247428e+00,-1.85334213675944639e+01,9.99999998557777658e-01,6.47144743591309890e+00,6.47144744524638149e+00,6.47144744524636462e+00,9.99999998557777658e-01,9.99999998557777658e-01,0.00000000000000000e+00,-1.65430184441575401e+00,-7.27564377463594258e+00,4.39801466654682116e+00,1.34362968630951629e+00,6.41397953140425137e-01
-6.18551715694587889e-01,5.38724098529894557e-01,8.56237734173884490e-01,-1.00000000000000000e+00,-5.11773224166747753e-01,7.08878414301195692e-01,2.41697511190584940e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.41697511190584940e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.37701168328608836e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.37701168328608836e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.37701168328608836e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.37701168328608836e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.41697511190584940e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.41697511190584940e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.85565514708376655e+00,6.33076617411298503e-01,-2.60966597133645308e+01,-1.55102807547626775e+00,-7.10673547081926316e+00,4.58195153471804684e+00,-4.32888177314776534e+00,2.77785369767149781e+00,0.00000000000000000e+00,-1.55102807547626931e+00,-3.86996567215756793e+00,4.86729964634105805e+00,1.64170237101475935e+00,-1.81808065446564022e+01,9.99999998687808422e-01,6.39588711671208543e+00,6.39588712510473290e+00,6.39588712510471424e+00,9.99999998687808422e-01,9.99999998687808422e-01,0.00000000000000000e+00,-1.55102808683691262e+00,-7.10673548947005873e+00,4.58195151318192551e+00,1.31584686156722763e+00,5.96026744846266832e-01
-6.14636831418039931e-01,5.40837274753879438e-01,8.48984984356104366e-01,-1.00000000000000000e+00,-5.05863477194294475e-01,6.97929649120412998e-01,2.86825444505181937e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.86825444505181937e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.09549953107446130e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.09549953107446130e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.09549953107446130e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.09549953107446130e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.86825444505181937e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.86825444505181937e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.84391049425412290e+00,6.91455989070530408e-01,-2.12775545952675138e+01,-1.45090927737838382e+00,-6.94174849166434083e+00,4.78441250593368217e+00,-4.19632888452136221e+00,2.74541960714297861e+00,0.00000000000000000e+00,-1.45090927737838538e+00,-3.03466791095145183e+00,4.03246778795117944e+00,1.65424319272728382e+00,-1.78323088361575444e+01,9.99999998823626113e-01,6.32120903631947328e+00,6.32120904375559789e+00,6.32120904375557835e+00,9.99999998823626113e-01,9.99999998823626113e-01,0.00000000000000000e+00,-1.45090928725128832e+00,-6.94174850799652354e+00,4.78441248463402857e+00,1.29046144136056817e+00,5.53725162359482881e-01
-6.10721947141491972e-01,5.42958740032996268e-01,8.41760572708027066e-01,-1.00000000000000000e+00,-5.00407832747945758e-01,6.87861726503885884e-01,3.24896783486984364e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.24896783486984364e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.80055364147340979e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.80055364147340979e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.80055364147340979e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.80055364147340979e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.24896783486984364e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.24896783486984364e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.83216584142447925e+00,7.43390943451014752e-01,-1.79035758939630512e+01,-1.35386334959294397e+00,-6.78059178063138823e+00,5.00832804335094739e+00,-4.06722756511216499e+00,2.71336421551922102e+00,0.00000000000000000e+00,-1.35386334959294241e+00,-2.44985454523733548e+00,3.44798067003465247e+00,1.66712869444382661e+00,-1.74878801703964513e+01,9.99999998949425373e-01,6.24740289365638191e+00,6.24740290021976552e+00,6.24740290021974509e+00,9.99999998949425373e-01,9.99999998949425373e-01,0.00000000000000000e+00,-1.35386335813879510e+00,-6.78059179487842467e+00,5.00832802226064189e+00,1.26687660734972907e+00,5.13671585242844286e-01
-6.06807062864943902e-01,5.45088526881540081e-01,8.34564388505873778e-01,-1.00000000000000000e+00,-4.95303299813141418e-01,6.78478590722703334e-01,3.57183326405045520e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57183326405045520e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.49885797223999928e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.49885797223999928e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.49885797223999928e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.49885797223999928e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57183326405045520e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.57183326405045520e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.82042118859483537e+00,7.90201938151249617e-01,-1.54095947574148955e+01,-1.25981021340218735e+00,-6.62317641554531722e+00,5.25728109288704815e+00,-3.94149331447375273e+00,2.68168310107156538e+00,0.00000000000000000e+00,-1.25981021340218735e+00,-2.01757154326712795e+00,3.01593887420126983e+00,1.68037235816791153e+00,-1.71474730367976065e+01,9.99999999043389098e-01,6.17445850788520012e+00,6.17445851379177668e+00,6.17445851379175448e+00,9.99999999043389098e-01,9.99999999043389098e-01,0.00000000000000000e+00,-1.25981022094313833e+00,-6.62317642821692321e+00,5.25728107147644774e+00,1.24471266090352328e+00,4.75345535525658891e-01
-6.02892178588395944e-01,5.47226667941344669e-01,8.27396321458490291e-01,-1.00000000000000000e+00,-4.90479843514856739e-01,6.69646797058121579e-01,3.84611040830668327e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.84611040830668327e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19490762091021119e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.19490762091021119e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.19490762091021119e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.19490762091021119e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.84611040830668327e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.84611040830668327e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.80867653576519172e+00,8.32798567337401652e-01,-1.34911659901911243e+01,-1.16867175182171246e+00,-6.46941553963617011e+00,5.53569942077552390e+00,-3.81904364572894073e+00,2.65037189390722805e+00,0.00000000000000000e+00,-1.16867175182171179e+00,-1.68504928565668122e+00,2.68360220227522950e+00,1.69398837504025224e+00,-1.68110404817515615e+01,9.99999999161405917e-01,6.10236581751819163e+00,6.10236582263562255e+00,6.10236582263559946e+00,9.99999999161405917e-01,9.99999999161405917e-01,0.00000000000000000e+00,-1.16867175822696789e+00,-6.46941555048659822e+00,5.53569939971987601e+00,1.22371009362047145e+00,4.38392711377681987e-01
-5.98977294311847874e-01,5.49373195982283957e-01,8.20256261705654355e-01,-1.00000000000000000e+00,-4.85887302736706217e-01,6.61270685983364137e-01,4.07887824018587586e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.07887824018587586e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.89184236831500963e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.89184236831500963e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.89184236831500963e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.89184236831500963e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.07887824018587586e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.07887824018587586e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.79693188293554784e+00,8.71840761485870752e-01,-1.19697588771944989e+01,-1.08037176145943636e+00,-6.31922431122881090e+00,5.84912021644511704e+00,-3.69979803634412319e+00,2.61942627488468682e+00,0.00000000000000000e+00,-1.08037176145943636e+00,-1.42134296535908566e+00,2.42004310019644420e+00,1.70799169283116248e+00,-1.64785360969607595e+01,9.99999999257743744e-01,6.03111487792016199e+00,6.03111488239681925e+00,6.03111488239679439e+00,9.99999999257743744e-01,9.99999999257743744e-01,0.00000000000000000e+00,-1.08037176695183246e+00,-6.31922432060977712e+00,5.84912019539243921e+00,1.20368210684361210e+00,4.02559023177079700e-01
-5.95062410035299805e-01,5.51528143902773049e-01,8.13144099816393684e-01,-1.00000000000000000e+00,-4.81488306935083654e-01,6.53278934296231184e-01,4.27574625937380715e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.27574625937380715e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.59190931731754115e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.59190931731754115e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.59190931731754115e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.59190931731754115e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.27574625937380715e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.27574625937380715e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.78518723010590330e+00,9.07826533333784380e-01,-1.07337614707537998e+01,-9.94835908196951335e-01,-6.17251985911761114e+00,6.20456078058615290e+00,-3.58367788365728090e+00,2.58884197546032979e+00,0.00000000000000000e+00,-9.94835908196951335e-01,-1.20710683449620260e+00,2.20592660612588398e+00,1.72239806687600971e+00,-1.61499140177919394e+01,9.99999999349863389e-01,5.96069586095541482e+00,5.96069586483070513e+00,5.96069586483068115e+00,9.99999999349863389e-01,9.99999999349863389e-01,0.00000000000000000e+00,-9.94835912856711913e-01,-6.17251986714357237e+00,6.20456075959193054e+00,1.18448884525355314e+00,3.67654875873743126e-01
-5.91147525758751735e-01,5.53691544730273377e-01,8.06059726787307973e-01,-1.00000000000000000e+00,-4.77254138736366462e-01,6.45616695132489760e-01,4.44128204017155803e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.44128204017155803e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.29673982524495751e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.29673982524495751e-01,0.00000000000000000e+00,0.00000000000000000e+00,-2.29673982524495751e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.29673982524495751e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.44128204017155803e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.44128204017155803e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.77344257727625876e+00,9.41143507292661607e-01,-9.70981295333721839e+00,-9.11991681804833587e-01,-6.02922123542309318e+00,6.61104849497229097e+00,-3.47060645861396333e+00,2.55861477680912985e+00,0.00000000000000000e+00,-9.11991681804833587e-01,-1.02962523043620457e+00,2.02854414692833540e+00,1.73722411553136724e+00,-1.58251289138279354e+01,9.99999999408666906e-01,5.89109905296312863e+00,5.89109905644675091e+00,5.89109905644673049e+00,9.99999999408666906e-01,9.99999999408666906e-01,0.00000000000000000e+00,-9.11991685909401495e-01,-6.02922124255364889e+00,6.61104847303684551e+00,1.16602231202030926e+00,3.33534303978570368e-01
