N,a,z,branch,H0t,D_C,u_re_0,u_re_1,u_re_2,u_re_3,u_re_4,u_re_5,u_re_6,u_re_7,u_re_8,u_re_9,u_re_10,u_re_11,u_re_12,u_re_13,u_re_14,u_re_15,u_im_0,u_im_1,u_im_2,u_im_3,u_im_4,u_im_5,u_im_6,u_im_7,u_im_8,u_im_9,u_im_10,u_im_11,u_im_12,u_im_13,u_im_14,u_im_15,ln_sigma,E,q,rho_psi,p_psi,w,KE_L,PE_L,KE_H,PE_H,Omega_psi,Omega_m,cs2,M_eff_over_H0,s_u,sigma_spinor,sigma_state,sigma_analytic,norm_hilbert,norm_krein,eigen_leak,rho_closed,p_closed,w_closed,d_L,mu_H0free
-3.40594932059678168e-01,7.11346993716967524e-01,4.05783687613196609e-01,-1.00000000000000000e+00,-3.73650306687662748e-01,4.52633530665992934e-01,2.40034930958158976e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.40034930958158976e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.38615129519346059e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.38615129519346059e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.38615129519346059e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.38615129519346059e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.40034930958158976e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.40034930958158976e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.02178479617903140e+00,3.94416588766332066e-01,-3.90095572406940505e+01,-6.92122422525391467e-01,-4.09763874019657681e+00,5.92039588205401479e+00,-2.39488058136098392e+00,1.70275815883559245e+00,0.00000000000000000e+00,-6.92122422525390912e-01,-4.44910416597586345e+00,5.44684469814535088e+00,1.71099919223025898e+00,-7.35899085971800702e+01,9.99999999693443442e-01,2.77814877016242567e+00,2.77814877101407642e+00,2.77814877101408531e+00,9.99999999693443442e-01,9.99999999693443442e-01,0.00000000000000000e+00,-6.92122423993723812e-01,-4.09763874270889161e+00,5.92039587312381244e+00,6.36304833877020415e-01,-9.81673887526704370e-01
-3.36680047783130154e-01,7.14137293163804698e-01,4.00290965858613568e-01,-1.00000000000000000e+00,-3.64363525174583314e-01,4.39603302145810393e-01,-8.75389324743703623e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.75389324743703623e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.92277295051710417e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.92277295051710417e-01,0.00000000000000000e+00,0.00000000000000000e+00,4.92277295051710417e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.92277295051710417e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.75389324743703623e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.75389324743703623e-02,0.00000000000000000e+00,0.00000000000000000e+00,1.01004014334938685e+00,4.48365857658690747e-01,-2.93638685950481602e+01,-6.36756015832576905e-01,-4.00250968295444132e+00,6.28578228306338715e+00,-2.31963284939350922e+00,1.68287683356093232e+00,0.00000000000000000e+00,-6.36756015832577460e-01,-3.16743701773501973e+00,4.16571574143759271e+00,1.72549275804614366e+00,-7.21197627248620421e+01,9.99999999688724550e-01,2.74571123399535866e+00,2.74571123485002122e+00,2.74571123485003099e+00,9.99999999688724550e-01,9.99999999688724550e-01,0.00000000000000000e+00,-6.36756017276666864e-01,-4.00250968544620633e+00,6.28578227272116941e+00,6.15572532556392771e-01,-1.05360383524671497e+00
-3.32765163506582140e-01,7.16938537720513525e-01,3.94819705437334578e-01,-1.00000000000000000e+00,-3.56064829583378539e-01,4.28005057847417159e-01,-3.47544287196625001e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.47544287196625001e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.59462054122560937e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.59462054122560937e-01,0.00000000000000000e+00,0.00000000000000000e+00,3.59462054122560937e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.59462054122560937e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.47544287196625001e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.47544287196625001e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.98295490519742867e-01,4.94844248421386135e-01,-2.34481906458266209e+01,-5.83133818380009661e-01,-3.90958910176288565e+00,6.70444583821947315e+00,-2.24636146007144788e+00,1.66322764169143822e+00,0.00000000000000000e+00,-5.83133818380009661e-01,-2.38139356130702762e+00,3.38000239915762091e+00,1.74040962296358903e+00,-7.06667822055936057e+01,9.99999999668084283e-01,2.71365243695265379e+00,2.71365243785334798e+00,2.71365243785335775e+00,9.99999999668084283e-01,9.99999999668084283e-01,0.00000000000000000e+00,-5.83133819871215597e-01,-3.90958910435819407e+00,6.70444582552530122e+00,5.96989888712423755e-01,-1.12016512252389866e+00
-3.28850279230034126e-01,7.19750770319915967e-01,3.89369822494970652e-01,-1.00000000000000000e+00,-3.48470028043045998e-01,4.17432113551809092e-01,-4.81759262078080230e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.81759262078080230e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.33820825406402527e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.33820825406402527e-01,0.00000000000000000e+00,0.00000000000000000e+00,1.33820825406402527e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.33820825406402527e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.81759262078080230e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.81759262078080230e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.86550837690099214e-01,5.35841029887992537e-01,-1.94497039681690822e+01,-5.31209979924029074e-01,-3.81882572565576162e+00,7.18891939154063042e+00,-2.17501785278989557e+00,1.64380787286586649e+00,0.00000000000000000e+00,-5.31209979924028519e-01,-1.85009613457315747e+00,2.84892813676931533e+00,1.75576753117559670e+00,-6.92307666188122113e+01,9.99999999641869031e-01,2.68196795692262224e+00,2.68196795788310904e+00,2.68196795788311793e+00,9.99999999641869031e-01,9.99999999641869031e-01,0.00000000000000000e+00,-5.31209981481910454e-01,-3.81882572839104073e+00,7.18891937560680994e+00,5.79967581509177377e-01,-1.18298140774704463e+00
-3.24935394953486056e-01,7.22574034063240944e-01,3.83941233504770718e-01,-1.00000000000000000e+00,-3.41407544149988307e-01,4.07638682008287456e-01,-4.88697348293781086e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.88697348293781086e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.05711407523885872e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.05711407523885872e-01,0.00000000000000000e+00,0.00000000000000000e+00,-1.05711407523885872e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.05711407523885872e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.88697348293781086e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.88697348293781086e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.74806184860455227e-01,5.72572849976192066e-01,-1.65665409727433257e+01,-4.80939777292900938e-01,-3.73016947409404587e+00,7.75600116731934541e+00,-2.10555462569347362e+00,1.62461484840057269e+00,0.00000000000000000e+00,-4.80939777292901438e-01,-1.46699689958080226e+00,2.46598984825976375e+00,1.77158522917233663e+00,-6.78115178863891970e+01,9.99999999640217019e-01,2.65065342347741595e+00,2.65065342443106777e+00,2.65065342443107577e+00,9.99999999640217019e-01,9.99999999640217019e-01,0.00000000000000000e+00,-4.80939778807987106e-01,-3.73016947677814859e+00,7.75600114846686672e+00,5.64147980402808336e-01,-1.24303481126452997e+00
-3.21020510676938042e-01,7.25408372220784137e-01,3.78533855266343089e-01,-1.00000000000000000e+00,-3.34764449616199888e-01,3.98462833102785519e-01,-3.95337851606065938e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.95337851606065938e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.06117596683399107e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.06117596683399107e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.06117596683399107e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.06117596683399107e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.95337851606065938e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.95337851606065938e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.63061532030811462e-01,6.05850899486865990e-01,-1.43892944678282255e+01,-4.32279587209903338e-01,-3.64357142883369933e+00,8.42873810524039158e+00,-2.03792550802180106e+00,1.60564592081189783e+00,0.00000000000000000e+00,-4.32279587209903837e-01,-1.17769603816051860e+00,2.17681055411435187e+00,1.78788253765491456e+00,-6.64088402373125746e+01,9.99999999646880022e-01,2.61970451709377938e+00,2.61970451801884208e+00,2.61970451801884918e+00,9.99999999646880022e-01,9.99999999646880022e-01,0.00000000000000000e+00,-4.32279588649167767e-01,-3.64357143140693474e+00,8.42873808312982220e+00,5.49294505497532337e-01,-1.30097372566543390e+00
-3.17105626400390084e-01,7.28253828232571343e-01,3.73147604904378483e-01,-1.00000000000000000e+00,-3.28461777408333044e-01,3.89791232592325676e-01,-2.38703065530245506e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.38703065530245506e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.39341377994464877e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.39341377994464877e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.39341377994464877e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.39341377994464877e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.38703065530245506e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.38703065530245506e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.51316879201167365e-01,6.36249783542331193e-01,-1.26870897085231338e+01,-3.85186860249877250e-01,-3.55898380731056063e+00,9.23962931913562002e+00,-1.97208533378021955e+00,1.58689847353034219e+00,0.00000000000000000e+00,-3.85186860249878915e-01,-9.51516160182088178e-01,1.95072574347906347e+00,1.80468042956765573e+00,-6.50225401865505006e+01,9.99999999646447812e-01,2.58911696868669550e+00,2.58911696960207571e+00,2.58911696960208326e+00,9.99999999646447812e-01,9.99999999646447812e-01,0.00000000000000000e+00,-3.85186861644348566e-01,-3.55898380982713336e+00,9.23962929221926998e+00,5.35240897446877528e-01,-1.35725354891313188e+00
-3.13190742123842014e-01,7.31110445709024726e-01,3.67782399867380594e-01,-1.00000000000000000e+00,-3.22441768446287358e-01,3.81540915868338659e-01,-5.50713628776519637e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.50713628776519637e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.96957890472892572e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.96957890472892572e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.96957890472892572e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.96957890472892572e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.50713628776519637e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.50713628776519637e-02,0.00000000000000000e+00,0.00000000000000000e+00,9.39572226371522823e-01,6.64195231465917635e-01,-1.13198338309517865e+01,-3.39620095292319846e-01,-3.47635993645144392e+00,1.02360254432507904e+01,-1.90799001587188166e+00,1.56836992057956182e+00,0.00000000000000000e+00,-3.39620095292319846e-01,-7.69842481902852205e-01,1.76912844764763388e+00,1.82200111506499374e+00,-6.36524265113151486e+01,9.99999999649878069e-01,2.55888655908566420e+00,2.55888655998157821e+00,2.55888655998158665e+00,9.99999999649878069e-01,9.99999999649878069e-01,0.00000000000000000e+00,-3.39620096628378498e-01,-3.47635993888574335e+00,1.02360254101501855e+01,5.21864949553994650e-01,-1.41220935521750546e+00
-3.09275857847293945e-01,7.33978268431630498e-01,3.62438157926400883e-01,-1.00000000000000000e+00,-3.16660680183991960e-01,3.73649004775345517e-01,1.25501711838775426e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.25501711838775426e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.83993099376611335e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.83993099376611335e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.83993099376611335e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.83993099376611335e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.25501711838775426e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.25501711838775426e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.27827573541878503e-01,6.90013820614168494e-01,-1.01975892796858112e+01,-2.95538814391266946e-01,-3.39565422676392670e+00,1.14897064663336721e+01,-1.84559652057759682e+00,1.55005770618632988e+00,0.00000000000000000e+00,-2.95538814391266946e-01,-6.20724586296126923e-01,1.62007326673104290e+00,1.83986813417985018e+00,-6.22983102222202660e+01,9.99999999674565654e-01,2.52900911839831677e+00,2.52900911922133487e+00,2.52900911922134330e+00,9.99999999674565654e-01,9.99999999674565654e-01,0.00000000000000000e+00,-2.95538815592508608e-01,-3.39565422897405256e+00,1.14897064271111162e+01,5.09073661777154740e-01,-1.46609685856444649e+00
-3.05360973570745986e-01,7.36857340353610279e-01,3.57114797173778920e-01,-1.00000000000000000e+00,-3.11084452963606928e-01,3.66066507466903335e-01,2.81242726154631528e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.81242726154631528e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.13403590846286029e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.13403590846286029e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.13403590846286029e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,4.13403590846286029e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.81242726154631528e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.81242726154631528e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.16082920712234405e-01,7.13963100911124471e-01,-9.25997229361359508e+00,-2.52903538370379988e-01,-3.31682214726698543e+00,1.31149693224515644e+01,-1.78486284281868279e+00,1.53195930444830286e+00,0.00000000000000000e+00,-2.52903538370379433e-01,-4.96139005016055956e-01,1.49554010087159828e+00,1.85830645789511162e+00,-6.09600045387140881e+01,9.99999999757970159e-01,2.49948052546836808e+00,2.49948052607330817e+00,2.49948052607331705e+00,9.99999999757970159e-01,9.99999999757970159e-01,0.00000000000000000e+00,-2.52903539234359598e-01,-3.31682214887252558e+00,1.31149692839960874e+01,4.96794274033060146e-01,-1.51911709203757872e+00
-3.01446089294197972e-01,7.39747705600595107e-01,3.51812236021885605e-01,-1.00000000000000000e+00,-3.05685958398599023e-01,3.58754379556591507e-01,3.98684254541108229e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.98684254541108229e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.01746358954293414e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.01746358954293414e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.01746358954293414e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.01746358954293414e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.98684254541108229e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.98684254541108229e-01,0.00000000000000000e+00,0.00000000000000000e+00,9.04338267882590863e-01,7.36250824903129208e-01,-8.46493509720218285e+00,-2.11675762547609808e-01,-3.23982020017332761e+00,1.53055794446217330e+01,-1.72574798136046881e+00,1.51407221881285903e+00,0.00000000000000000e+00,-2.11675762547608726e-01,-3.90498656642445041e-01,1.38994421426978310e+00,1.87734259878389809e+00,-5.96373248505414892e+01,9.99999999844689791e-01,2.47029670702530790e+00,2.47029670740896279e+00,2.47029670740897034e+00,9.99999999844689791e-01,9.99999999844689791e-01,0.00000000000000000e+00,-2.11675763083661539e-01,-3.23982020117968261e+00,1.53055794106158203e+01,4.84968560011040217e-01,-1.57143207664126638e+00
-2.97531205017649902e-01,7.42649408471300898e-01,3.46530393201874176e-01,-1.00000000000000000e+00,-3.00443176820236135e-01,3.51680913805948958e-01,4.71605943347610412e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.71605943347610412e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.66095858392157458e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.66095858392157458e-01,0.00000000000000000e+00,0.00000000000000000e+00,-1.66095858392157458e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.66095858392157458e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.71605943347610412e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.71605943347610412e-01,0.00000000000000000e+00,0.00000000000000000e+00,8.92593615052946987e-01,7.57047752691579201e-01,-7.78229715180353843e+00,-1.71817933867546957e-01,-3.16460589769918554e+00,1.84183677830671293e+01,-1.66821191578336614e+00,1.49639398191581918e+00,0.00000000000000000e+00,-1.71817933867547512e-01,-2.99793314104546293e-01,1.29927706346532368e+00,1.89700473168790151e+00,-5.83300887058178290e+01,9.99999999903268488e-01,2.44145363742126120e+00,2.44145363765742029e+00,2.44145363765742651e+00,9.99999999903268488e-01,9.99999999903268488e-01,0.00000000000000000e+00,-1.71817934190284544e-01,-3.16460589831141892e+00,1.84183677520338946e+01,4.73549039148718875e-01,-1.62317520126655346e+00
-2.93616320741101888e-01,7.45562493438208018e-01,3.41269187762433646e-01,-1.00000000000000000e+00,-2.95337947175528248e-01,3.44819948750036076e-01,4.99513253868320517e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.99513253868320517e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.20569533025223585e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.20569533025223585e-02,0.00000000000000000e+00,0.00000000000000000e+00,-2.20569533025223585e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.20569533025223585e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.99513253868320517e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-4.99513253868320517e-01,0.00000000000000000e+00,0.00000000000000000e+00,8.80848962223303222e-01,7.76496482378922326e-01,-7.18983443997663585e+00,-1.33293428091952437e-01,-3.09113773854084961e+00,2.31904736999368701e+01,-1.61221558331640091e+00,1.47892215522444848e+00,0.00000000000000000e+00,-1.33293428091951882e-01,-2.21069969910114988e-01,1.22058688072431321e+00,1.91732282613361105e+00,-5.70381157846307758e+01,9.99999999916427518e-01,2.41294733804853401e+00,2.41294733825018382e+00,2.41294733825019003e+00,9.99999999916427518e-01,9.99999999916427518e-01,0.00000000000000000e+00,-1.33293428361425520e-01,-3.09113773905751721e+00,2.31904736569299494e+01,4.62496372584244864e-01,-1.67445834568229834e+00
