iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.93927664656609446e-02,9.84409216951182345e-03,1.30307022393058553e-01,1.02931941532041948e+00,-3.94898142952478270e-01,3.82000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,1.76357323918498489e-02,5.91124811771916777e-03,1.30307307200864531e-01,1.02932154552706034e+00,-3.94898210128003635e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,2.75552471133572721e-07,3.21662822602792060e-05,1.30307735322085338e-01,1.02932471823551008e+00,-3.94898247052722473e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,2.89030487874506363e-07,4.42158792047006036e-07,1.30307732720110536e-01,1.02932456241314885e+00,-3.94898246783380369e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,2.51387114856105480e-08,1.38038031570667896e-07,1.30307727332342776e-01,1.02932451788509627e+00,-3.94898246787410923e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,1.02402379479446009e-09,7.97006358782383751e-08,1.30307726845398042e-01,1.02932451406232683e+00,-3.94898246787532159e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,7.29982526671158238e-10,4.74101425793272029e-08,1.30307726842657540e-01,1.02932451407338976e+00,-3.94898246787547480e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,5.22393524094061432e-10,2.79146316936028454e-08,1.30307726841569382e-01,1.02932451408444336e+00,-3.94898246787546592e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,3.51833178978220303e-10,1.53167690881035033e-08,1.30307726840862198e-01,1.02932451409167780e+00,-3.94898246787541707e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,1.25071373506233566e-12,7.06312266663106589e-11,1.30307726839959087e-01,1.02932451410069770e+00,-3.94898246787468654e-01,3.62000000000000000e+02,9.10000000000000000e+01,0.00000000000000000e+00
