iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.32127313413850560e-02,1.09620579089990070e-02,1.75406213047947061e-02,0.00000000000000000e+00,1.32891352016336010e-02,1.08727326643560346e+02,-3.05066956807022081e+01,9.98300000000000000e+03,3.00000000000000000e+02,6.07000000000000000e+02
