y,z,W6,n_c,S_c,n_p,S_p,M_eff,v_x,rho,p_y,p_3,p_t,L_s
-3.00000000000000000e+00,1.52299797447126292e-08,1.52299797447126292e-08,1.42814034297212886e-06,0.00000000000000000e+00,9.37716508433265972e+01,0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,3.27351220856364023e+02,3.24759356146645018e+02,8.63954903239613436e-01,0.00000000000000000e+00,0.00000000000000000e+00
-2.95000000000000018e+00,2.05583222976044118e-08,2.05583222976044118e-08,1.57860485554519609e-06,5.18423924654816025e-07,7.67866576218208792e+01,2.52172291663715278e+01,1.00000000000000000e+00,0.00000000000000000e+00,2.68525563392961999e+02,2.40688349758817765e+02,8.73328155924392613e-01,0.00000000000000000e+00,0.00000000000000000e+00
-2.89999999999999991e+00,2.77508324224075661e-08,2.77508324224075628e-08,1.74521951732808085e-06,1.08029101660079017e-06,6.28889069258655269e+01,3.89282382653322898e+01,1.00000000000000000e+00,0.00000000000000000e+00,2.20709609438348565e+02,1.78434706304419421e+02,1.11555495619911227e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.85000000000000009e+00,3.74597055629524578e-08,3.74597055629524512e-08,1.92941602976594704e-06,1.67890241353785904e-06,5.15064387391804388e+01,4.48188897458470379e+01,1.00000000000000000e+00,0.00000000000000000e+00,1.81421263056026362e+02,1.32352593408124022e+02,1.41659330068505440e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.79999999999999982e+00,5.05653134833554077e-08,5.05653134833553878e-08,2.13288399088090971e-06,2.30729856008936556e-06,4.21807726275244548e+01,4.56300653776992888e+01,1.00000000000000000e+00,0.00000000000000000e+00,1.49003075397806299e+02,9.82528428135535989e+01,1.70672240218474802e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.75000000000000000e+00,6.82560337633487521e-08,6.82560337633486991e-08,2.35758767871902051e-06,2.95848670380536387e-06,3.45403556100701792e+01,4.33439586317418843e+01,1.00000000000000000e+00,0.00000000000000000e+00,1.22246518623614634e+02,7.30263006597961777e+01,1.95875311069201774e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.70000000000000018e+00,9.21360083456611503e-08,9.21360083456610180e-08,2.60579882677226607e-06,3.62559681190777118e-06,2.82820894193315802e+01,3.93504871440256210e+01,1.00000000000000000e+00,0.00000000000000000e+00,1.00207413588964783e+02,5.43674888915634043e+01,2.16314585112528679e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.64999999999999991e+00,1.24370602360287510e-07,1.24370602360287193e-07,2.88013699339464240e-06,4.30196063926625433e-06,2.31576991566802910e+01,3.45898512801600404e+01,1.00000000000000000e+00,0.00000000000000000e+00,8.21113339333264918e+01,4.05678095160729555e+01,2.31789104569769666e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.60000000000000009e+00,1.67882752999566821e-07,1.67882752999566027e-07,3.18361593634619729e-06,4.98110259014639431e-06,1.89633293442264836e+01,2.96701269257793925e+01,1.00000000000000000e+00,0.00000000000000000e+00,6.73048053133602906e+01,3.03615007347931396e+01,2.42439255092937112e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.54999999999999982e+00,2.26618012776573347e-07,2.26618012776571415e-07,3.51969548138103096e-06,5.65662913827238950e-06,1.55314021081421707e+01,2.49610746690705803e+01,1.00000000000000000e+00,0.00000000000000000e+00,5.52295859206935660e+01,2.28111736908610787e+01,2.48577918692068511e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.50000000000000000e+00,3.05902320501830550e-07,3.05902320501825786e-07,3.89233903620140297e-06,6.32200350410679031e-06,1.27241239288937340e+01,2.06667392837546586e+01,1.00000000000000000e+00,0.00000000000000000e+00,4.54081262714301914e+01,1.72228718728082484e+01,2.50617170495579700e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.45000000000000018e+00,4.12924941587338202e-07,4.12924941587326449e-07,4.30607739351464853e-06,6.97019296031985115e-06,1.04282327363458318e+01,1.68800483049672536e+01,1.00000000000000000e+00,0.00000000000000000e+00,3.74340409135381620e+01,1.30830785952636806e+01,2.49030467110239595e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.39999999999999991e+00,5.57390369269489520e-07,5.57390369269460615e-07,4.76607989761131661e-06,7.59317690610680182e-06,8.55070370853005990e+00,1.36227271311823017e+01,1.00000000000000000e+00,0.00000000000000000e+00,3.09645466303660264e+01,1.00120116475393299e+01,2.44326928388147024e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.35000000000000009e+00,7.52398299216490886e-07,7.52398299216419947e-07,5.27823446186047546e-06,8.18130431056217544e-06,7.01521317546498580e+00,1.08736347744041097e+01,1.00000000000000000e+00,0.00000000000000000e+00,2.57135170392045005e+01,7.72899294977111762e+00,2.37029643834310111e+00,0.00000000000000000e+00,0.00000000000000000e+00
-2.29999999999999982e+00,1.01563147100266666e-06,1.01563147100249196e-06,5.84923833234278700e-06,8.72248902487010181e-06,5.75921335577482818e+00,8.58824216648235605e+00,1.00000000000000000e+00,0.00000000000000000e+00,2.14446920246408865e+01,6.02676712614186094e+00,2.27656091067220601e+00,0.00000000000000000e+00,0.00000000000000000e+00
