iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.13525578405325473e-02,2.16214522042362019e-03,1.38442093839131619e+00,1.12650282410116324e+03,1.12650282410116324e+03,5.24000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,6.81180084324615760e-03,1.29717942096687776e-03,1.38442102296838576e+00,1.12650282463858639e+03,1.12650282463858639e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,1.40871939213229807e-06,5.09651649902758284e-06,1.38442115528145226e+00,1.12650282601185654e+03,1.12650282601185654e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,1.21419155768741862e-06,5.32555182274194859e-06,1.38442115691739809e+00,1.12650282359972971e+03,1.12650282359972971e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,4.62773272014965555e-07,2.17218694872162910e-06,1.38442114519749571e+00,1.12650282481892100e+03,1.12650282481892100e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,4.20238302254327827e-07,8.78020618266546805e-07,1.38442113575264014e+00,1.12650282501267907e+03,1.12650282501267907e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,3.07589467886312025e-07,5.56423908905965785e-07,1.38442113786827536e+00,1.12650282491994267e+03,1.12650282491994267e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,4.96820759824137354e-08,1.65388888079339475e-07,1.38442113403775413e+00,1.12650282498038200e+03,1.12650282498038200e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,3.16599691625519161e-08,6.91014585451294523e-08,1.38442113361530161e+00,1.12650282498108959e+03,1.12650282498108959e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,2.07889878119983353e-08,5.36370136804123616e-08,1.38442113369238085e+00,1.12650282498095407e+03,1.12650282498095407e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,1.47398329563798411e-08,2.39081422267860112e-08,1.38442113380092469e+00,1.12650282498106731e+03,1.12650282498106731e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.20000000000000000e+01,2.77996873052314355e-09,8.59141115110687702e-09,1.38442113392806743e+00,1.12650282498123488e+03,1.12650282498123488e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.30000000000000000e+01,1.35537238018377916e-09,2.82538976366353792e-09,1.38442113388837362e+00,1.12650282498123124e+03,1.12650282498123124e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.40000000000000000e+01,3.55390312755207653e-10,1.66693501606969369e-09,1.38442113388118782e+00,1.12650282498122419e+03,1.12650282498122419e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.50000000000000000e+01,4.36912042576272456e-10,9.48780448930658173e-10,1.38442113388272547e+00,1.12650282498123897e+03,1.12650282498123897e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.60000000000000000e+01,2.61555108927863039e-10,6.03106962755050350e-10,1.38442113388147647e+00,1.12650282498123647e+03,1.12650282498123647e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.70000000000000000e+01,4.50180296208089141e-11,2.37458240912473989e-10,1.38442113388143917e+00,1.12650282498123397e+03,1.12650282498123397e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.80000000000000000e+01,3.55540791114666444e-11,1.15174750266456360e-10,1.38442113388201915e+00,1.12650282498123693e+03,1.12650282498123693e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.90000000000000000e+01,1.52886966287232653e-11,4.38365761788499369e-11,1.38442113388243615e+00,1.12650282498123556e+03,1.12650282498123556e+03,5.23000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
