iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.10057690353621616e-03,7.49571871922460973e-03,1.39813774360707654e+00,1.13122234580914255e+03,1.13122234580914255e+03,5.29000000000000000e+02,1.70000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,1.34985554122107713e-03,6.31872960455093918e-03,1.42634399359345121e+00,1.13003429432963253e+03,1.13003429432963253e+03,5.38000000000000000e+02,1.72000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,2.98183922266485879e-03,4.45093597259501889e-03,1.38538824508457736e+00,1.12672350113645598e+03,1.12672350113645598e+03,5.34000000000000000e+02,1.72000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,2.02263636867976637e-03,2.19294376048030518e-03,1.38466532842607259e+00,1.12660739921731010e+03,1.12660739921731010e+03,5.24000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.74279020350506949e-03,4.56858336317065520e-03,1.38466365985610596e+00,1.12721338448360711e+03,1.12721338448360711e+03,5.25000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,3.81416540071695181e-03,4.71796154696204305e-03,1.38466494049029865e+00,1.12712862928807203e+03,1.12712862928807203e+03,5.26000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,4.42715582745268309e-03,8.71298192532340282e-03,1.38466425634140333e+00,1.12767168510548595e+03,1.12767168510548595e+03,5.26000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,5.63129825523609427e-04,6.33893221629202707e-03,1.43587685139316101e+00,1.12890171206177183e+03,1.12890171206177183e+03,5.41000000000000000e+02,1.73000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,1.50707128179204952e-02,1.72991359857796803e-02,1.38467311204801957e+00,1.11980312184642753e+03,1.11980312184642753e+03,5.42000000000000000e+02,1.73000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.40528266810524341e-02,1.75681528137148005e-02,1.38467022423771158e+00,1.12077555040273069e+03,1.12077555040273069e+03,5.26000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,1.35271699490402287e-02,1.61952928385717641e-02,1.38467000377499128e+00,1.12266056225299531e+03,1.12266056225299531e+03,5.26000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
1.20000000000000000e+01,2.67495780147899509e-03,2.95127374645706144e-03,1.43854315069669636e+00,1.13109507712462755e+03,1.13109507712462755e+03,5.41000000000000000e+02,1.73000000000000000e+02,0.00000000000000000e+00
1.30000000000000000e+01,3.22894335459476128e-03,5.68214838980189100e-03,1.44254706115381492e+00,1.13145138424947027e+03,1.13145138424947027e+03,5.45000000000000000e+02,1.74000000000000000e+02,0.00000000000000000e+00
1.40000000000000000e+01,1.95726062887525802e-03,3.24417523935070697e-03,1.40764043346000944e+00,1.12684705638794412e+03,1.12684705638794412e+03,5.41000000000000000e+02,1.74000000000000000e+02,0.00000000000000000e+00
1.50000000000000000e+01,1.87733698917680585e-03,1.78859766740650968e-03,1.38964599567664471e+00,1.12679658729884090e+03,1.12679658729884090e+03,5.32000000000000000e+02,1.71000000000000000e+02,0.00000000000000000e+00
1.60000000000000000e+01,3.09624683304601019e-03,7.45583262980589832e-03,1.44512774519793430e+00,1.12757674672124722e+03,1.12757674672124722e+03,5.46000000000000000e+02,1.74000000000000000e+02,0.00000000000000000e+00
1.70000000000000000e+01,1.56116992496029808e-03,3.48966323961319783e-03,1.40894421994598074e+00,1.12699740727258541e+03,1.12699740727258541e+03,5.44000000000000000e+02,1.74000000000000000e+02,0.00000000000000000e+00
1.80000000000000000e+01,1.47631659705788130e-03,3.20703784527942744e-03,1.40621497095407411e+00,1.12691002103214669e+03,1.12691002103214669e+03,5.34000000000000000e+02,1.71000000000000000e+02,0.00000000000000000e+00
1.90000000000000000e+01,9.43134480913293332e-04,5.68024338019199049e-03,1.44760470438513833e+00,1.12781445930636210e+03,1.12781445930636210e+03,5.47000000000000000e+02,1.74000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+01,3.56295879668225568e-02,1.52001103373255817e-02,1.38468229140822685e+00,1.12514985014419699e+03,1.12514985014419699e+03,5.46000000000000000e+02,1.74000000000000000e+02,0.00000000000000000e+00
2.10000000000000000e+01,7.32915857030265721e-03,1.74552861030250785e-02,1.38468531262700667e+00,1.11081209239167811e+03,1.11081209239167811e+03,5.30000000000000000e+02,1.69000000000000000e+02,0.00000000000000000e+00
2.20000000000000000e+01,1.32428939425073989e-03,2.77589014335960721e-03,1.39736556551805369e+00,1.12685554034716984e+03,1.12685554034716984e+03,5.31000000000000000e+02,1.70000000000000000e+02,0.00000000000000000e+00
2.30000000000000000e+01,2.21136111729230388e-02,3.11649018050377848e-02,1.38467726492973098e+00,1.12167909519405657e+03,1.12167909519405657e+03,5.32000000000000000e+02,1.70000000000000000e+02,0.00000000000000000e+00
