iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,6.16438359467851235e-02,3.72089129746839553e-01,1.13450878512626929e-07,4.53301696854041801e-07,4.53301696854041801e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,3.69863015680689383e-02,3.59523219174423814e-01,1.13438361060590529e-07,4.53542746753902183e-07,4.53542746753902183e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,3.07490792571117720e-14,1.60330054306608782e+00,1.13419546607494849e-07,4.53678219450137682e-07,4.53678219450137682e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,4.18478593439984078e-15,9.61978494972739795e-01,1.13419539898927467e-07,4.53678147059065644e-07,4.53678147059065644e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,2.54726100354772652e-15,5.77178393997210493e-01,1.13419567200340719e-07,4.53678323910350541e-07,4.53678323910350541e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,4.73062757801722154e-15,3.46309438498342836e-01,1.13419579603253385e-07,4.53678411944291788e-07,4.53678411944291788e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,8.18762465426051258e-15,2.07777068449124636e-01,1.13419557733583009e-07,4.53678221590616780e-07,4.53678221590616780e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,9.27930794149534194e-15,1.24674590384460354e-01,1.13419563449393921e-07,4.53678422980732191e-07,4.53678422980732191e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,6.18620529433025951e-15,7.47880395072476334e-02,1.13419546690087999e-07,4.53678262180775749e-07,4.53678262180775749e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,3.27504986170423169e-15,7.46375757771172300e-06,1.13419559866598529e-07,4.53678248596614930e-07,4.53678248596614930e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,2.27434018173905191e-15,1.63388573901880949e-05,1.13419566746997502e-07,4.53678325451415868e-07,4.53678325451415868e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,3.09310264716511358e-15,8.81971103864229665e-06,1.13419554609548496e-07,4.53678307861881034e-07,4.53678307861881034e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.30000000000000000e+01,7.50532259973885230e-16,7.35262654243056850e-06,1.13419557704859235e-07,4.53678402375723325e-07,4.53678402375723325e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.40000000000000000e+01,2.45628739627817712e-15,1.79381629051401222e-05,1.13419564411893421e-07,4.53678397687524128e-07,4.53678397687524128e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.50000000000000000e+01,2.72920821808686316e-15,1.80699104019239625e-05,1.13419530379219292e-07,4.53678132506679621e-07,4.53678132506679621e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
1.60000000000000000e+01,1.27363050177386779e-15,3.10015793505476217e-05,1.13419556975522866e-07,4.53678217088459159e-07,4.53678217088459159e-07,4.30000000000000000e+01,2.30000000000000000e+01,0.00000000000000000e+00
