y,z,n_c,n_p,S_c,S_p,M_eff,v_x,L_s,rho,p_y,p_3,p_t,conservation_residual,homo_a,homo_b,volume_factor
-3.00000000000000000e+00,1.52299797447126292e-08,1.97223639418834289e-06,1.29496980773926595e+02,0.00000000000000000e+00,0.00000000000000000e+00,1.00000000000000000e+00,-1.91657146164379426e-04,-1.24095105465574576e-02,1.33637848831321876e-01,-5.42127679434105336e-01,2.12845665768224890e-01,-1.24095105465574576e-02,-1.62477352200832148e-05,7.04973064549283268e-02,0.00000000000000000e+00,1.52299797447126292e-08
-2.99000000000000021e+00,1.61717490960814157e-08,2.01208637941625614e-06,1.24419836559534929e+02,-1.62407919508924454e-10,-1.00426934986443499e-02,9.99999777050265992e-01,-1.84142909411764413e-04,-1.14555139141487936e-02,1.28187919772875525e-01,-5.04853937313464507e-01,2.02906003155944481e-01,-1.14555139141487936e-02,-8.22756792626111455e-06,7.12058160834408288e-02,-1.32102840665357857e-07,1.61717490960814157e-08
-2.97999999999999998e+00,1.71717542117811704e-08,2.05275753653270387e-06,1.19542681033970965e+02,-3.28190296071126620e-10,-1.91122171924614642e-02,9.99999575705091903e-01,-1.76924658392650012e-04,-1.05750196612937278e-02,1.23451933869576078e-01,-4.70003980314883385e-01,1.93614357655504249e-01,-1.05750196612937278e-02,-1.17883686771846907e-06,7.19214461980085956e-02,-2.58966198148885173e-07,1.71717542117811704e-08
-2.97000000000000020e+00,1.82335961903634286e-08,2.09426621645589839e-06,1.14857551664039349e+02,-4.99198116222616860e-10,-2.73779297847150001e-02,9.99999392204682258e-01,-1.69990608463809276e-04,-9.76234396492614044e-03,1.19337053505324558e-01,-4.37420188536275345e-01,1.84949380151846754e-01,-9.76234396492614044e-03,-1.76148153131772123e-06,7.26442683728620447e-02,-3.80769428173476295e-07,1.82335961903634286e-08
-2.95999999999999996e+00,1.93610988098781699e-08,2.13662925406346229e-06,1.10356817815181998e+02,-6.77244681122607541e-10,-3.49796614217511501e-02,9.99999223444780871e-01,-1.63329466195050182e-04,-9.01224625193500044e-03,1.15764461382756811e-01,-4.06954575260799645e-01,1.76887319928910769e-01,-9.01224625193500044e-03,-1.57416238003721398e-06,7.33743548982749988e-02,-4.97672962608737360e-07,1.93610988098781699e-08
-2.95000000000000018e+00,2.05583222976044118e-08,2.17986396685485490e-06,1.06033164345753391e+02,-8.64122114264221214e-10,-4.20327155959080503e-02,9.99999066865627895e-01,-1.56930405088944461e-04,-8.31989388905647262e-03,1.12667039895533311e-01,-3.78468354276420338e-01,1.69402809511349811e-01,-8.31989388905647262e-03,-1.57174354023167928e-06,7.41117787895868158e-02,-6.09835904876910848e-07,2.05583222976044118e-08
-2.93999999999999995e+00,2.18295779512547846e-08,2.22398815537466652e-06,1.01879576432526946e+02,-1.06161742809114221e-09,-4.86320638200941346e-02,9.99998920358837418e-01,-1.50783043122422201e-04,-7.68082983442991071e-03,1.09987449931632689e-01,-3.51831438048044731e-01,1.62469487562987902e-01,-7.68082983442991071e-03,-1.51023150364235081e-06,7.48566137943852128e-02,-7.17411460545757375e-07,2.18295779512547813e-08
-2.93000000000000016e+00,2.31794436643030764e-08,2.26902010531344982e-06,9.78893254805678481e+01,-1.27152680845256253e-09,-5.48557949391488553e-02,9.99998782190821833e-01,-1.44877421893323651e-04,-7.09094297399653125e-03,1.07676538197687036e-01,-3.26921966928059582e-01,1.56060490499174392e-01,-7.09094297399653125e-03,-1.45554472638295684e-06,7.56089344002188191e-02,-8.20548376446175621e-07,2.31794436643030731e-08
-2.91999999999999993e+00,2.46127804113463500e-08,2.31497859106506591e-06,9.40559559860971319e+01,-1.49566877570171188e-09,-6.07679730085357306e-02,9.99998650939346589e-01,-1.39203987177352140e-04,-6.54644089582310466e-03,1.05692015115481777e-01,-3.03625847423006190e-01,1.50148837726422985e-01,-6.54644089582310466e-03,-1.39476875810409795e-06,7.63688158422141800e-02,-9.19390752925517489e-07,2.46127804113463467e-08
-2.91000000000000014e+00,2.61347497528632502e-08,2.36188288059306699e-06,9.03732732445354969e+01,-1.73589629184342410e-09,-6.64210030039887461e-02,9.99998525441011088e-01,-1.33753570735898827e-04,-6.04382488309011638e-03,1.03997355879060352e-01,-2.81836307908011952e-01,1.44707730809823715e-01,-6.04382488309011638e-03,-1.33283811209333747e-06,7.71363341107719619e-02,-1.01407828181466744e-06,2.61347497528632469e-08
