y,z,W6,n_c,S_c,n_p,S_p,M_eff,v_x,rho,p_y,p_3,p_t,L_s
-3.00000000000000000e+00,1.52299797447126292e-08,1.52299797447126292e-08,8.88422288719410280e-07,0.00000000000000000e+00,5.83337800582330246e+01,0.00000000000000000e+00,1.00000000000000000e+00,3.48827201270746345e-01,-9.34543527919867500e+00,-1.73929618611713366e+01,1.28566508223614449e+01,1.01741419617038922e+01,1.01741419617038922e+01
-2.95000000000000018e+00,2.05583222976044118e-08,2.05583222976044118e-08,9.94917246484809770e-07,-4.15481049209977197e-08,4.83948656939162802e+01,-2.02098713696297905e+00,1.18127797120824773e+00,2.89393993309368602e-01,-6.06407321465410742e+00,-1.04263602801278097e+01,8.94716624455393195e+00,6.81940817707503921e+00,6.81940817707503921e+00
-2.89999999999999991e+00,2.77508324224075661e-08,2.77508324224075628e-08,1.13525162291272926e-06,-8.53112119672396278e-08,4.09087412454000585e+01,-3.07418569175440703e+00,1.27574749741164228e+00,2.44628098880213363e-01,-3.78619686678217793e+00,-6.03091646149775595e+00,6.35283088287475728e+00,4.57986245405142967e+00,4.57986245405142967e+00
-2.85000000000000009e+00,3.74597055629524578e-08,3.74597055629524512e-08,1.31071908351528750e-06,-1.35710995404141811e-07,3.49901064041353678e+01,-3.62285269904415896e+00,1.32496168592936447e+00,2.09235555743785800e-01,-2.18555142459797480e+00,-3.28374639570177607e+00,4.64562448053758015e+00,3.07194192382159370e+00,3.07194192382159370e+00
-2.79999999999999982e+00,5.05653134833554077e-08,5.05653134833553878e-08,1.52646470345091808e-06,-1.97744806296032151e-07,3.01879806194296769e+01,-3.91068091293696574e+00,1.35077922514903048e+00,1.80519568266945568e-01,-1.02899935373195084e+00,-1.58800316534514763e+00,3.52876201927718247e+00,2.03886711109379481e+00,2.03886711109379481e+00
-2.75000000000000000e+00,6.82560337633487521e-08,6.82560337633486991e-08,1.79121198733279021e-06,-2.77828429560706971e-07,2.62425442641909470e+01,-4.07038637088069422e+00,1.36510444319590496e+00,1.56926454290517492e-01,-1.62970412910799695e-01,-5.59426327786050614e-01,2.80496360517026266e+00,1.31601617658494807e+00,1.31601617658494807e+00
-2.70000000000000018e+00,9.21360083456611503e-08,9.21360083456610180e-08,2.11767546248364628e-06,-3.84578096236731834e-07,2.29842327718267647e+01,-4.17402602024969216e+00,1.37440068513170388e+00,1.37442243296217431e-01,5.11426121191603467e-01,4.89208380694342582e-02,2.34363327257796827e+00,7.98122838120681521e-01,7.98122838120681521e-01
-2.64999999999999991e+00,1.24370602360287510e-07,1.24370602360287193e-07,2.52339966564455587e-06,-5.29664652506102801e-07,2.02893579170305820e+01,-4.25876085227701662e+00,1.38200120774743351e+00,1.21327298363195113e-01,1.05725899323292860e+00,3.95298806064710129e-01,2.05764071742545962e+00,4.17400370943713850e-01,4.17400370943713850e-01
-2.60000000000000009e+00,1.67882752999566821e-07,1.67882752999566027e-07,3.03196357605094602e-06,-7.28813588865202087e-07,1.80600062953386562e+01,-4.34120584660108655e+00,1.38939633710476373e+00,1.07996112109417577e-01,1.51419275480431037e+00,5.80671865136115239e-01,1.88822248623471767e+00,1.29980240811624431e-01,1.29980240811624431e-01
-2.54999999999999982e+00,2.26618012776573347e-07,2.26618012776571415e-07,3.67455629457901817e-06,-1.00299822758554540e-06,1.62147582601999929e+01,-4.42594220687314621e+00,1.39699699680058664e+00,9.69618073360049709e-02,1.90642893465763708e+00,6.69021328614622712e-01,1.79534640049498817e+00,-9.24368704770651001e-02,-9.24368704770651001e-02
-2.50000000000000000e+00,3.05902320501830550e-07,3.05902320501825786e-07,4.49195417343947292e-06,-1.37985700037976065e-06,1.46842762293222400e+01,-4.51077650576869349e+00,1.40460644136922874e+00,8.78097557649718113e-02,2.24784886820470353e+00,7.00543863695260227e-01,1.75152715109877954e+00,-2.67833352327264851e-01,-2.67833352327264851e-01
-2.45000000000000018e+00,4.12924941587338202e-07,4.12924941587326449e-07,5.53693368232409967e-06,-1.89535064321754717e-06,1.34090560406439767e+01,-4.59006093439553897e+00,1.41171807513819880e+00,8.01841314872972083e-02,2.54546640001919489e+00,7.00237840544693846e-01,1.73778765692749437e+00,-4.07308841029186408e-01,-4.07308841029186408e-01
-2.39999999999999991e+00,5.57390369269489520e-07,5.57390369269460615e-07,6.87714557693921885e-06,-2.59565736941827739e-06,1.23381133871270467e+01,-4.65680340480273536e+00,1.41770472364652322e+00,7.37800560412203710e-02,2.80185752078294570e+00,6.83473395559817787e-01,1.74096474644333132e+00,-5.17431096898623544e-01,-5.17431096898623544e-01
-2.35000000000000009e+00,7.52398299216490886e-07,7.52398299216419947e-07,8.59845695137975297e-06,-3.53928182878414147e-06,1.14280653748613670e+01,-4.70400030471905861e+00,1.42193817872778960e+00,6.83381062683145052e-02,3.01694700895365031e+00,6.59576723470244874e-01,1.75187766445453219e+00,-6.01912532279622603e-01,-6.01912532279622603e-01
-2.29999999999999982e+00,1.01563147100266666e-06,1.01563147100249196e-06,1.08087396678363785e-05,-4.79932637129694857e-06,1.06423835578543819e+01,-4.72546047294075322e+00,1.42386310723716347e+00,6.36398475742564612e-02,3.18935899480635099e+00,6.34104689081888551e-01,1.76407054414397835e+00,-6.62834382077761242e-01,-6.62834382077761242e-01
-2.25000000000000000e+00,1.37095908638451390e-06,1.37095908638408445e-06,1.36420479727320448e-05,-6.46584139257188129e-06,9.95073310955840107e+00,-4.71629055658078666e+00,1.42304058649792586e+00,5.95038822742897308e-02,3.31743948138556943e+00,6.10260411391295388e-01,1.77295231001900988e+00,-7.01537565506010652e-01,-7.01537565506010652e-01
-2.20000000000000018e+00,1.85060119758296102e-06,1.85060119758190477e-06,1.72630876304322284e-05,-8.64813711454343432e-06,9.32836726410266515e+00,-4.67315006920105525e+00,1.41917098243855255e+00,5.57822284431801624e-02,3.40000609218023531e+00,5.89754141077704852e-01,1.77522141970796654e+00,-7.19245920393229321e-01,-7.19245920393229321e-01
-2.14999999999999991e+00,2.49805032586923788e-06,2.49805032586663961e-06,2.18718381713888263e-05,-1.14769050284998233e-05,8.75556346680121678e+00,-4.59434500164370530e+00,1.41210234627237008e+00,5.23569481803469322e-02,3.43685556306459805e+00,5.73316329644400602e-01,1.76849850549258192e+00,-7.17462906195386219e-01,-7.17462906195386219e-01
-2.10000000000000009e+00,3.37201523414556903e-06,3.37201523413917859e-06,2.77081550452304687e-05,-1.51059674376200555e-05,8.21709070727372293e+00,-4.47980403074198019e+00,1.40182828047277797e+00,4.91369623423127261e-02,3.42905143864303463e+00,5.61003019914743994e-01,1.75110959631396357e+00,-6.98174553509458895e-01,-6.98174553509458895e-01
-2.04999999999999982e+00,4.55174446309895718e-06,4.55174446308323963e-06,3.50561567458309935e-05,-1.97134527652320200e-05,7.70169701532076179e+00,-4.33096649539913248e+00,1.38847789048111636e+00,4.60549858453829092e-02,3.37901581925888816e+00,5.52386555830880921e-01,1.72197364902203920e+00,-6.63891603920340190e-01,-6.63891603920340190e-01
-2.00000000000000000e+00,6.14421235336686839e-06,6.14421235332820981e-06,4.42482002185789672e-05,-2.55021871709270295e-05,7.20160659724114272e+00,-4.15060315373262601e+00,1.37229970702826320e+00,4.30645206167128841e-02,3.29045488278872256e+00,5.46690521143943342e-01,1.68055519308706258e+00,-6.17567312038739824e-01,-6.17567312038739824e-01
-1.94999999999999996e+00,8.29381916085245496e-06,8.29381916075737043e-06,5.56682710719568762e-05,-3.26991032092631097e-05,6.71201891347645319e+00,-3.94258695245980073e+00,1.35364112466744113e+00,4.01368601542196543e-02,3.16815468063166872e+00,5.42902900128786392e-01,1.62684880928008746e+00,-5.62430768374139856e-01,-5.62430768374139856e-01
-1.89999999999999991e+00,1.11954848428248310e-05,1.11954848425909601e-05,6.97546648235253025e-05,-4.15534955575003019e-05,6.23060687449263195e+00,-3.71162983486149800e+00,1.33292479404435760e+00,3.72580888136836916e-02,3.01768876784258255e+00,5.39883486160546378e-01,1.56136848506746229e+00,-5.01776553780382994e-01,-5.01776553780382994e-01
-1.84999999999999987e+00,1.51123238204302654e-05,1.51123238198550334e-05,8.70019085926615466e-05,-5.23340014142347883e-05,5.75701722843946495e+00,-3.46300158983337614e+00,1.31062340329355087e+00,3.44260942023519104e-02,2.84508088078769150e+00,5.36469254854028521e-01,1.48512220570538878e+00,-4.38748866216958022e-01,-4.38748866216958022e-01
-1.79999999999999982e+00,2.03995034125867992e-05,2.03995034111719594e-05,1.07961961632399000e-04,-6.53242453656594174e-05,5.29238185147549789e+00,-3.20224684145419136e+00,1.28723429264333222e+00,3.16476447688346374e-02,2.65646338971831986e+00,5.31573912855779152e-01,1.39956025936852968e+00,-3.76151846737048490e-01,-3.76151846737048490e-01
-1.75000000000000000e+00,2.75364493532271049e-05,2.75364493497471581e-05,1.33244826614336090e-04,-8.08171591701562988e-05,4.83885285724245140e+00,-2.93491575996882759e+00,1.26325529980055840e+00,2.89356098279218432e-02,2.45776584510540275e+00,5.24274383228149454e-01,1.30649391932300807e+00,-3.16308487959018725e-01,-3.16308487959018725e-01
-1.69999999999999996e+00,3.71703186926860223e-05,3.71703186841267340e-05,1.63518788903102460e-04,-9.91080583057237749e-05,4.39917640450394565e+00,-2.66632253406121578e+00,1.23916309546026815e+00,2.63064109945817630e-02,2.25445862424458188e+00,5.13876769182154969e-01,1.20798842341256796e+00,-2.60979706295313085e-01,-2.60979706295313085e-01
-1.64999999999999991e+00,5.01746820772278190e-05,5.01746820561753707e-05,1.99510566544316119e-04,-1.20486621298355304e-04,3.97631949756940895e+00,-2.40134299532698536e+00,1.21539503067900378e+00,2.37777905068175602e-02,2.05136599580487111e+00,4.99956398043387207e-01,1.10623956802207024e+00,-2.11344629674086099e-01,-2.11344629674086099e-01
