iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.14214210673582155e-02,1.61399194854921634e-03,7.04758068575672691e-01,6.11302350476198200e+01,6.11302350476198200e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,6.85291793331422455e-03,9.68353229543902905e-04,7.04757999974904292e-01,6.11302350463687674e+01,6.11302350463687674e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,9.55729152035156278e-08,1.09906086415211876e-06,7.04757895253992239e-01,6.11302350453105916e+01,6.11302350453105916e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,1.00425780500347694e-08,4.02026449349284032e-08,7.04757892784849793e-01,6.11302350453360432e+01,6.11302350453360432e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,6.01457111227960061e-09,1.92082132994426912e-08,7.04757892880108594e-01,6.11302350453337553e+01,6.11302350453337553e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,1.82078246553980619e-09,2.93354848228354325e-09,7.04757892961316745e-01,6.11302350453320784e+01,6.11302350453320784e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,4.34988638528170813e-10,2.36240787883081823e-09,7.04757892972865174e-01,6.11302350453342385e+01,6.11302350453342385e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,1.78605256093769988e-10,1.60484601608370051e-09,7.04757892966342059e-01,6.11302350453339542e+01,6.11302350453339542e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,7.78869821939536569e-11,8.30252993158137408e-10,7.04757892960512389e-01,6.11302350453347572e+01,6.11302350453347572e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.15043965774706675e-12,2.65138546547993298e-12,7.04757892954773202e-01,6.11302350453331300e+01,6.11302350453331300e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
