iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,5.85582775097432057e-04,5.56141388502894452e-03,7.04936911289282153e-01,6.11475427597794905e+01,6.11475427597794905e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,3.52685736265432562e-04,3.35807847323186300e-03,7.04941926340086233e-01,6.11475311618162181e+01,6.11475311618162181e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,4.96736187054523854e-06,3.13603899038517297e-05,7.04949427754982150e-01,6.11475319507435131e+01,6.11475319507435131e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,1.00287426086085989e-06,3.40442877399516466e-06,7.04949250110110892e-01,6.11475318475811278e+01,6.11475318475811278e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.10215988409551662e-07,1.02478885744849044e-06,7.04949265944000536e-01,6.11475318479415364e+01,6.11475318479415364e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,8.51850383788223404e-08,7.45253803446230202e-07,7.04949267986284100e-01,6.11475318481337169e+01,6.11475318481337169e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,8.22459954214863796e-09,5.34537350374559111e-08,7.04949272913766745e-01,6.11475318483847801e+01,6.11475318483847801e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,3.12733534014855833e-09,1.73431426299078278e-08,7.04949273170216273e-01,6.11475318483852845e+01,6.11475318483852845e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,3.12065244051049460e-10,6.13485753954790015e-10,7.04949273277813204e-01,6.11475318483857819e+01,6.11475318483857819e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,8.17152875369505427e-12,1.13846549303166468e-10,7.04949273274073529e-01,6.11475318483853343e+01,6.11475318483853343e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,7.84643400377165401e-13,2.45723804544076285e-12,7.04949273274226407e-01,6.11475318483865635e+01,6.11475318483865635e+01,3.31000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
