iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.23900664362220066e-02,2.68515788121328775e-03,4.04711360389119245e-04,1.63505625360362071e-03,1.63505625360362071e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,1.34339614510122982e-02,2.68389686123879324e-03,4.04290666550051882e-04,1.63509846790539930e-03,1.63509846790539930e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,3.78574327607653714e-07,1.56698915179518772e-03,4.03675780498403036e-04,1.63512132081393489e-03,1.63512132081393489e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,3.24574604659137084e-07,3.28302972845222039e-05,4.03708079331075039e-04,1.63512112796677087e-03,1.63512112796677087e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,1.17460966603473280e-08,1.47177758896134340e-05,4.03722071317441070e-04,1.63512113281645186e-03,1.63512113281645186e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,1.32897199877166557e-09,8.80284653962442524e-06,4.03722518058831532e-04,1.63512113270538554e-03,1.63512113270538554e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,1.09645137181292573e-09,5.16279525215231185e-06,4.03722518472969549e-04,1.63512113269275133e-03,1.63512113269275133e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,8.25922375534076721e-10,2.92156571031958048e-06,4.03722518718702128e-04,1.63512113280663268e-03,1.63512113280663268e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,5.46882662506969202e-10,1.28162848880226084e-06,4.03722518959894502e-04,1.63512113278102794e-03,1.63512113278102794e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,2.03863107466665750e-12,9.01661819458886534e-09,4.03722519660168813e-04,1.63512113265850659e-03,1.63512113265850659e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,1.27714771003840073e-12,1.51817775141929111e-09,4.03722519549595045e-04,1.63512113285894565e-03,1.63512113285894565e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,8.41671432269096037e-14,6.62076910821424744e-11,4.03722519496211912e-04,1.63512113272315084e-03,1.63512113272315084e-03,1.97000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
