iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,8.35950675591708575e-02,7.04099564609495299e-01,6.08675958524938565e+01,6.08675958524938565e+01,7.88000000000000000e+02,1.40400000000000000e+04
1.00000000000000000e+00,5.99435029911066231e-01,5.11510339650804932e-02,7.05610546738556055e-01,6.10395016014480518e+01,6.10395016014480518e+01,7.89000000000000000e+02,3.64560000000000000e+04
2.00000000000000000e+00,8.26480305977531711e-04,1.79954999124790961e-03,7.08171136495773790e-01,6.13057470053070119e+01,6.13057470053070119e+01,7.93000000000000000e+02,7.95950000000000000e+04
3.00000000000000000e+00,8.09354163784116129e-04,1.86614790735267153e-04,7.08314042706826075e-01,6.13070712411832091e+01,6.13070712411832091e+01,7.89000000000000000e+02,1.29928000000000000e+05
4.00000000000000000e+00,3.31175314834505701e-04,1.38821332939180231e-04,7.08342625254184011e-01,6.13136220334796747e+01,6.13136220334796747e+01,7.89000000000000000e+02,1.37494000000000000e+05
5.00000000000000000e+00,3.45742763401213295e-05,5.33121006105174018e-05,7.08383910276357498e-01,6.13291915508707817e+01,6.13291915508707817e+01,7.91000000000000000e+02,1.45095000000000000e+05
6.00000000000000000e+00,2.32574076342784517e-05,1.51741109567315947e-05,7.08391827988775646e-01,6.13295418516289814e+01,6.13295418516289814e+01,7.92000000000000000e+02,1.52662000000000000e+05
7.00000000000000000e+00,3.22844296342437542e-05,6.14801632911057135e-06,7.08389142715466602e-01,6.13307082262471539e+01,6.13307082262471539e+01,7.92000000000000000e+02,1.60080000000000000e+05
8.00000000000000000e+00,1.20598915058911290e-05,1.60820020223282577e-05,7.08381444851790998e-01,6.13283779433700076e+01,6.13283779433700076e+01,7.92000000000000000e+02,1.67357000000000000e+05
9.00000000000000000e+00,6.48694787706225144e-06,9.53952572510350905e-07,7.08384233826074516e-01,6.13286063064300890e+01,6.13286063064300890e+01,7.92000000000000000e+02,1.74653000000000000e+05
1.00000000000000000e+01,4.88025215348467656e-06,1.39486414646775249e-06,7.08383168970757038e-01,6.13280717122599341e+01,6.13280717122599341e+01,7.92000000000000000e+02,1.81716000000000000e+05
1.10000000000000000e+01,6.61402497924150412e-07,2.15477275365609446e-07,7.08383689429419761e-01,6.13282930702488684e+01,6.13282930702488684e+01,7.92000000000000000e+02,1.88863000000000000e+05
1.20000000000000000e+01,1.68259578971644732e-07,4.61414607922806420e-08,7.08383731652241444e-01,6.13283242200134282e+01,6.13283242200134282e+01,7.92000000000000000e+02,1.95626000000000000e+05
1.30000000000000000e+01,7.25405588813680487e-08,2.46783202434627467e-08,7.08383712747176819e-01,6.13283165832695332e+01,6.13283165832695332e+01,7.92000000000000000e+02,2.02272000000000000e+05
1.40000000000000000e+01,1.71099757866727352e-08,8.86659663889942698e-09,7.08383691497786017e-01,6.13283097333942777e+01,6.13283097333942777e+01,7.92000000000000000e+02,2.09006000000000000e+05
1.50000000000000000e+01,1.18014562756324163e-08,4.97121273887345574e-09,7.08383692537469578e-01,6.13283098150710160e+01,6.13283098150710160e+01,7.92000000000000000e+02,2.15400000000000000e+05
1.60000000000000000e+01,3.87527840532868198e-09,1.68922269592689992e-09,7.08383695370932154e-01,6.13283106606236572e+01,6.13283106606236572e+01,7.92000000000000000e+02,2.21928000000000000e+05
1.70000000000000000e+01,1.29425371969485967e-09,4.86691944426167832e-10,7.08383696227590565e-01,6.13283109461030662e+01,6.13283109461030662e+01,7.92000000000000000e+02,2.28304000000000000e+05
1.80000000000000000e+01,4.30055750236296551e-10,1.05438438946329792e-10,7.08383696452960732e-01,6.13283110197238628e+01,6.13283110197238628e+01,7.92000000000000000e+02,2.34658000000000000e+05
1.90000000000000000e+01,5.88579566544939291e-11,6.64890787232149621e-11,7.08383696538571250e-01,6.13283110505593925e+01,6.13283110505593925e+01,7.92000000000000000e+02,2.40868000000000000e+05
