iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,3.47729687242263261e-02,1.60442484836021693e-02,3.47729687242263261e-02,9.90113534855794784e-04,1.61704693918212450e+00,1.35706912824210804e+02,1.35706912824210804e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,2.08659176138277259e-02,8.35338876936628054e-03,2.08659176138277259e-02,5.94071029310652698e-04,1.61705497002697429e+00,1.35707366914179403e+02,1.35707366914179403e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,1.60409708444417030e-05,2.75811680673950215e-03,6.26461733607392937e-05,3.06922909181217562e-05,1.61706913571619437e+00,1.35707622678822702e+02,1.35707622678822702e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,1.69669106544308679e-05,7.86388347994331410e-05,1.69669106544308679e-05,1.93078954557890370e-06,1.61707200867326639e+00,1.35707622460518650e+02,1.35707622460518650e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,1.39355013233922297e-07,7.97195153146450579e-06,1.81078520231881922e-07,2.24490119382636522e-07,1.61707181046341208e+00,1.35707622461178573e+02,1.35707622461178573e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,5.04063305634954254e-08,2.37429433442391020e-06,5.39307942031106017e-08,5.88777246216901988e-08,1.61707180900597036e+00,1.35707622461173230e+02,1.35707622461173230e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,9.82854466526144869e-09,1.06052960004150783e-07,9.82854466526144869e-09,1.63752664761318556e-08,1.61707180871024514e+00,1.35707622461174225e+02,1.35707622461174225e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,5.46664192970653676e-09,6.51292590217855685e-08,5.46664192970653676e-09,9.28313307705745143e-09,1.61707180888349100e+00,1.35707622461173855e+02,1.35707622461173855e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,2.25953899512937726e-09,2.66949689755870995e-08,2.25953899512937726e-09,3.59996329043118156e-09,1.61707180901508241e+00,1.35707622461172718e+02,1.35707622461172718e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,3.97111218820336201e-11,3.08228201387514501e-09,7.00123439853321571e-11,3.03750210169558445e-10,1.61707180910527692e+00,1.35707622461174083e+02,1.35707622461174083e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
