iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,6.47925841318122697e-02,5.60744933026693093e-02,6.47925841318122697e-02,1.80298963069669871e-03,1.61712449150784399e+00,1.35719123996654560e+02,1.35719123996654560e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,3.88863883261472490e-02,2.93170554846278429e-02,3.88863883261472490e-02,1.08166828582384011e-03,1.61714964914814874e+00,1.35722343503907950e+02,1.35722343503907950e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,6.08017013305182127e-05,9.11136294912079023e-03,2.14360444281886617e-04,1.17784226720522397e-04,1.61719575003742300e+00,1.35724158928595898e+02,1.35724158928595898e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,5.15784414386844480e-05,1.94468742064973972e-04,5.15784414386844480e-05,7.37845148890414748e-06,1.61720706422215521e+00,1.35724155971379020e+02,1.35724155971379020e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,5.25636441877301611e-07,2.20497044768810647e-05,5.25636441877301611e-07,8.48035868787159532e-07,1.61720627580329168e+00,1.35724155979403037e+02,1.35724155979403037e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,1.39777801071360794e-07,3.98849797231190280e-06,1.39777801071360794e-07,1.60871051591016112e-07,1.61720627074297862e+00,1.35724155979391071e+02,1.35724155979391071e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,2.38834906861537431e-08,3.43692342625278294e-07,2.38834906861537431e-08,6.20438996475532608e-08,1.61720627118322047e+00,1.35724155979391497e+02,1.35724155979391497e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,1.33162628359038036e-08,1.95592130879720813e-07,1.33162628359038036e-08,3.30047037107779813e-08,1.61720627171901454e+00,1.35724155979390986e+02,1.35724155979390986e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,4.09724576306780012e-09,6.05369433394352846e-08,4.09724576306780012e-09,9.31558385985908899e-09,1.61720627213636070e+00,1.35724155979389423e+02,1.35724155979389423e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,1.30117301218212105e-10,6.88006264921500098e-09,1.61894243301204814e-10,1.24182989817237898e-09,1.61720627233202152e+00,1.35724155979389707e+02,1.35724155979389707e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,8.19425901244617237e-12,1.64378040550326116e-10,8.19425901244617237e-12,1.05945622645246359e-10,1.61720627232542569e+00,1.35724155979390446e+02,1.35724155979390446e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
