iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.08639264269687499e-02,9.54880021946516028e-02,2.08639264269687499e-02,3.03658042552029279e-02,1.61619790343824032e+00,1.35798076314536104e+02,1.35798076314536104e+02,7.90000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,1.16701747140640615e-02,5.65779063910199914e-02,1.16701747140640615e-02,1.60444161631022979e-02,1.61688192021003796e+00,1.35792256457347264e+02,1.35792256457347264e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,1.51471079119339282e-04,5.59117202390314264e-03,1.51471079119339282e-04,1.35071690005054523e-03,1.61775972489607689e+00,1.35789516172756095e+02,1.35789516172756095e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,8.79043118351226761e-06,1.98849879383682592e-04,8.79043118351226761e-06,2.39212623674323055e-04,1.61776795980535404e+00,1.35789508888291692e+02,1.35789508888291692e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,1.06622707272023110e-05,9.69346262509060495e-05,1.06622707272023110e-05,3.94573166317968571e-06,1.61777206721114220e+00,1.35789508704754837e+02,1.35789508704754837e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,5.97808602254129672e-07,5.80920825183002005e-06,5.97808602254129672e-07,1.16633065552207427e-05,1.61777236352687637e+00,1.35789508706386187e+02,1.35789508706386187e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,1.54584027419834754e-08,1.09540541081934666e-07,1.54584027419834754e-08,2.45068667433419763e-07,1.61777220980058756e+00,1.35789508706121467e+02,1.35789508706121467e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,3.21879935767014867e-08,2.92493388184104836e-07,3.21879935767014867e-08,5.96674937310600282e-07,1.61777220447933723e+00,1.35789508706122433e+02,1.35789508706122433e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,1.89072023176875560e-09,3.26684003804743292e-08,1.89072023176875560e-09,9.17770564730820556e-08,1.61777221113862901e+00,1.35789508706120330e+02,1.35789508706120330e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,6.71641010408893466e-11,2.43783948647763617e-09,6.71641010408893466e-11,2.23899639569443342e-09,1.61777221131680049e+00,1.35789508706120614e+02,1.35789508706120614e+02,8.00000000000000000e+01,2.80000000000000000e+01,0.00000000000000000e+00
