iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.21624031109379485e-02,1.79836573615295729e-03,1.21624031109379485e-02,1.34533672804398874e-02,7.08400208516475671e-01,6.13296687089256025e+01,6.13296687089256025e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,7.29827566161727823e-03,1.07860469930827355e-03,7.29827566161727823e-03,9.12798871189535177e-03,7.08399669617907568e-01,6.13296687653369617e+01,6.13296687653369617e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,9.95063003415105813e-07,6.11230565310068086e-06,9.95063003415105813e-07,4.02332814823447293e-03,7.08398853454578870e-01,6.13296687539957688e+01,6.13296687539957688e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,4.24457412619655118e-07,7.38115228934861101e-07,4.24457412619655118e-07,2.44932084254700921e-03,7.08398900571903356e-01,6.13296687731077554e+01,6.13296687731077554e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.18330621642622778e-07,1.18455880887763088e-06,1.18330621642622778e-07,1.71619585384563678e-03,7.08398906421161212e-01,6.13296687647126006e+01,6.13296687647126006e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,5.69769694872285197e-08,2.33504743859535305e-07,5.69769694872285197e-08,2.74566165354372949e-04,7.08398880828175370e-01,6.13296687665913538e+01,6.13296687665913538e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,1.59019666434833810e-08,2.35510813691467684e-08,1.59019666434833810e-08,8.53171345384096114e-05,7.08398894439853932e-01,6.13296687663958551e+01,6.13296687663958551e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,8.28415929710563325e-09,4.86967665997080360e-08,8.28415929710563325e-09,1.39073679144896545e-04,7.08398898456439996e-01,6.13296687663868880e+01,6.13296687663868880e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,2.30533227362093259e-09,8.90658239485427072e-09,2.30533227362093259e-09,1.39595147525817254e-05,7.08398894849087912e-01,6.13296687663867885e+01,6.13296687663867885e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.15460708738776101e-09,1.29262695134273021e-09,1.15460708738776101e-09,5.67451687216724565e-06,7.08398894576884319e-01,6.13296687663855309e+01,6.13296687663855309e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,8.21249460634025984e-10,7.35882750684368287e-10,8.21249460634025984e-10,2.86510300151476827e-06,7.08398894631363296e-01,6.13296687663844438e+01,6.13296687663844438e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.20000000000000000e+01,2.50411100710977045e-11,9.66653740219904213e-11,2.50411100710977045e-11,1.64729755613990392e-07,7.08398894643789245e-01,6.13296687663858435e+01,6.13296687663858435e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
