iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.22730249624528837e-02,5.65009749625968154e-03,7.11912954551377042e-01,6.15077215256392833e+01,6.15077215256392833e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,1.33715933334429601e-02,3.38205949235094623e-03,7.11908474878306108e-01,6.15077257082130018e+01,6.15077257082130018e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,7.80951114686682464e-06,4.50184709012267122e-05,7.11902916722428003e-01,6.15077249623663533e+01,6.15077249623663533e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,4.56256458489319329e-06,1.10183216634531638e-05,7.11904663160808027e-01,6.15077257161489399e+01,6.15077257161489399e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.01431322492084475e-06,6.48558042009624573e-06,7.11904516451113079e-01,6.15077255081065601e+01,6.15077255081065601e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,8.44557142915943732e-07,3.71790961073103214e-06,7.11904531304848875e-01,6.15077255841057919e+01,6.15077255841057919e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,2.06212037275842760e-07,2.41935393301458056e-06,7.11904917191857556e-01,6.15077255503675886e+01,6.15077255503675886e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,8.96575564026260590e-08,4.67711763994264307e-07,7.11904757703877511e-01,6.15077255491535908e+01,6.15077255491535908e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,5.82228726136910571e-08,1.49827157244384910e-07,7.11904770125224462e-01,6.15077255487388257e+01,6.15077255487388257e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,2.67523518142024197e-08,1.13313803724249729e-07,7.11904780989371821e-01,6.15077255487389252e+01,6.15077255487389252e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,1.09986293293249497e-08,3.80590152197294770e-08,7.11904790197623538e-01,6.15077255487117469e+01,6.15077255487117469e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.20000000000000000e+01,2.28355435524573354e-09,7.41031476266800151e-09,7.11904790623589245e-01,6.15077255487043715e+01,6.15077255487043715e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.30000000000000000e+01,1.04655322868572559e-09,6.02949603350289918e-09,7.11904791601163045e-01,6.15077255487053378e+01,6.15077255487053378e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.40000000000000000e+01,4.29121560390638561e-10,1.29143754980191473e-09,7.11904791390878144e-01,6.15077255487055297e+01,6.15077255487055297e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.50000000000000000e+01,1.89245599802903551e-10,7.30922799789658370e-10,7.11904791298323292e-01,6.15077255487071710e+01,6.15077255487071710e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.60000000000000000e+01,3.97107559310256686e-11,2.32516533318474537e-10,7.11904791368157652e-01,6.15077255487070644e+01,6.15077255487070644e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.70000000000000000e+01,1.65274824742149620e-11,1.03526005580739369e-10,7.11904791363116907e-01,6.15077255487069863e+01,6.15077255487069863e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.80000000000000000e+01,1.05816625237558184e-11,3.72699417161776232e-11,7.11904791360046696e-01,6.15077255487062899e+01,6.15077255487062899e+01,3.36000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
