iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,3.88588067299343223e-03,3.18711633338632505e-02,3.88588067299343223e-03,5.27657017241373616e+00,7.08234277794215106e-01,6.13393210243188989e+01,6.13393210243188989e+01,3.39000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,2.09445466798739406e-03,1.95735294939538042e-02,2.09445466798739406e-03,1.18739808647254597e+00,7.08372828865554416e-01,6.13520426068870890e+01,6.13520426068870890e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,2.37321000110709890e-04,2.87180270562633049e-03,2.60230316976914626e-04,2.24283324853160604e+00,7.08570959191568983e-01,6.13455243901320344e+01,6.13455243901320344e+01,3.34000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,3.53395057151708320e-05,6.79090208836407401e-04,6.15752606093719385e-05,1.03775835556607876e+00,7.08621270097425260e-01,6.13489303255693486e+01,6.13489303255693486e+01,3.34000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,9.38884247890466229e-05,1.41793163446097073e-04,9.38884247890466229e-05,4.97640667117704938e-01,7.08635519396022096e-01,6.13498995140780821e+01,6.13498995140780821e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,3.55398663336671509e-05,2.03227886392432839e-04,3.55398663336671509e-05,1.96920974351643796e-01,7.08630198798499533e-01,6.13494613086345311e+01,6.13494613086345311e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,2.23270006803727248e-05,1.82715662200635487e-04,2.23270006803727248e-05,1.97156265898188021e-01,7.08619442496650209e-01,6.13494693304653609e+01,6.13494693304653609e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,8.22903086949230780e-06,8.46929001697525077e-05,8.22903086949230780e-06,1.51582510136259341e-01,7.08621948618251007e-01,6.13494109167004424e+01,6.13494109167004424e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,3.50366234795210941e-06,2.21934206636755131e-05,3.50366234795210941e-06,3.49208754937944121e-02,7.08619253036920527e-01,6.13494264883472979e+01,6.13494264883472979e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.35953023149155581e-06,9.72234714003803810e-06,1.35953023149155581e-06,1.41781380699423920e-02,7.08619675986605024e-01,6.13494271693426754e+01,6.13494271693426754e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,3.54178725592276293e-07,1.12113128607735924e-06,3.54178725592276293e-07,2.06839394237079421e-03,7.08619922877013808e-01,6.13494273033707316e+01,6.13494273033707316e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.20000000000000000e+01,7.87065322142716625e-08,2.71058700400254291e-07,7.87065322142716625e-08,3.85150184890381553e-04,7.08619859657362072e-01,6.13494272981030164e+01,6.13494272981030164e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.30000000000000000e+01,2.28043063003258764e-08,7.62924148178641224e-08,2.28043063003258764e-08,1.33176535361267945e-04,7.08619860016910241e-01,6.13494272978986572e+01,6.13494272978986572e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.40000000000000000e+01,6.85287420530200752e-09,4.65567827226619759e-08,6.85287420530200752e-09,6.15731947708475502e-05,7.08619855058925996e-01,6.13494272978790960e+01,6.13494272978790960e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.50000000000000000e+01,3.80167865404146719e-09,2.25977155180030453e-08,3.80167865404146719e-09,4.74593418493540753e-05,7.08619855939151000e-01,6.13494272978773623e+01,6.13494272978773623e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.60000000000000000e+01,7.30818193691270392e-10,2.36604717898508699e-09,7.30818193691270392e-10,4.37241677131439133e-06,7.08619857329431557e-01,6.13494272978774191e+01,6.13494272978774191e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.70000000000000000e+01,3.68507044758211768e-10,3.76806046965356811e-10,3.68507044758211768e-10,2.15207123677174650e-06,7.08619857218935834e-01,6.13494272978764670e+01,6.13494272978764670e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.80000000000000000e+01,2.35751527283345752e-10,3.72738577136844569e-10,2.35751527283345752e-10,1.37678258294027245e-06,7.08619857189945024e-01,6.13494272978760762e+01,6.13494272978760762e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
1.90000000000000000e+01,3.34357239547332744e-11,1.72124518020379513e-10,3.34357239547332744e-11,2.01687336609523982e-07,7.08619857195347036e-01,6.13494272978768933e+01,6.13494272978768933e+01,3.35000000000000000e+02,1.17000000000000000e+02,0.00000000000000000e+00
