y,z,W6,n_c,S_c,n_p,S_p,M_eff,v_x,rho,p_y,p_3,p_t,L_s
-3.00000000000000000e+00,1.52299797447126292e-08,1.52299797447126292e-08,1.48094963463347977e-06,0.00000000000000000e+00,9.72391073039751745e+01,0.00000000000000000e+00,1.00000000000000000e+00,5.91328652305226687e-01,-2.85863226361103564e+01,-2.85863226361103564e+01,2.87502513054701758e+01,2.87502513054701758e+01,2.87502513054701758e+01
-2.95000000000000018e+00,2.05583222976044118e-08,2.05583222976044118e-08,1.67107870544601019e-06,-8.42339700984371883e-08,8.12847800153777769e+01,-4.09731732380967184e+00,1.37374794951292967e+00,4.94307493683204591e-01,-1.91871018318419218e+01,-1.50897845080322295e+01,1.93241311304833303e+01,1.93241311304833303e+01,1.93241311304833303e+01
-2.89999999999999991e+00,2.77508324224075661e-08,2.77508324224075628e-08,1.93533410121157428e-06,-1.65843267252864587e-07,6.97396774177079664e+01,-5.97615468712763942e+00,1.54513121239271456e+00,4.24099630313334253e-01,-1.30418117562438738e+01,-7.06565706911623614e+00,1.31593784069264412e+01,1.31593784069264412e+01,1.31593784069264412e+01
-2.85000000000000009e+00,3.74597055629524578e-08,3.74597055629524512e-08,2.26511144786312768e-06,-2.47698940617689348e-07,6.04679458586913512e+01,-6.61241023908802283e+00,1.60316899397471491e+00,3.67716548656793651e-01,-9.02138844344831803e+00,-2.40897820436029653e+00,9.12332487778331469e+00,9.12332487778331469e+00,9.12332487778331469e+00
-2.79999999999999982e+00,5.05653134833554077e-08,5.05653134833553878e-08,2.65621159535154610e-06,-3.30786976434448759e-07,5.25303100558427829e+01,-6.54177644015465631e+00,1.59672593979283683e+00,3.19446345320648195e-01,-6.34992506876680896e+00,1.91851371387836561e-01,6.43848029475691419e+00,6.43848029475691419e+00,6.43848029475691419e+00
-2.75000000000000000e+00,6.82560337633487521e-08,6.82560337633486991e-08,3.10605040386013059e-06,-4.15049920588079545e-07,4.55058729991425608e+01,-6.08077993554539198e+00,1.55467488913851737e+00,2.76729469229256508e-01,-4.53326465047555160e+00,1.54751528506983638e+00,4.60997813126763756e+00,4.60997813126763756e+00,4.60997813126763756e+00
-2.70000000000000018e+00,9.21360083456611503e-08,9.21360083456610180e-08,3.61285376579655958e-06,-4.99824613979502325e-07,3.92121802394828904e+01,-5.42485639386873508e+00,1.49484303835304511e+00,2.38456381777325838e-01,-3.26686643398702925e+00,2.15798995988170761e+00,3.33297005260774881e+00,3.33297005260774881e+00,3.33297005260774881e+00
-2.64999999999999991e+00,1.24370602360287510e-07,1.24370602360287193e-07,4.17559158702183944e-06,-5.84133670372910598e-07,3.35737827732444103e+01,-4.69671818972736865e+00,1.42842393061676032e+00,2.04168263886143758e-01,-2.36465821378474628e+00,2.33205997594262415e+00,2.42125666206865109e+00,2.42125666206865109e+00,2.42125666206865109e+00
-2.60000000000000009e+00,1.67882752999566821e-07,1.67882752999566027e-07,4.79418642389625506e-06,-6.66900751838931918e-07,2.85567536762316969e+01,-3.97241967935000373e+00,1.36235507099592157e+00,1.73658799774770140e-01,-1.71171148068799761e+00,2.26070819866200301e+00,1.75985225682944146e+00,1.75985225682944146e+00,1.75985225682944146e+00
-2.54999999999999982e+00,2.26618012776573347e-07,2.26618012776571415e-07,5.46976910097220817e-06,-7.47105341272576061e-07,2.41365151602710242e+01,-3.29676062427202821e+00,1.30072299165029848e+00,1.46778527454501539e-01,-1.23496586752455828e+00,2.06179475674746948e+00,1.27565503673601444e+00,1.27565503673601444e+00,1.27565503673601444e+00
-2.50000000000000000e+00,3.05902320501830550e-07,3.05902320501825786e-07,6.20487272429601031e-06,-8.23881198546648218e-07,2.02838367297020064e+01,-2.69328195090213729e+00,1.24567504224298564e+00,1.23349690978329346e-01,-8.85971963414882824e-01,1.80730998748725358e+00,9.20166314396807850e-01,9.20166314396807850e-01,9.20166314396807850e-01
-2.45000000000000018e+00,4.12924941587338202e-07,4.12924941587326449e-07,7.00353061823762053e-06,-8.96564971415237477e-07,1.69607836991277914e+01,-2.17125409758187127e+00,1.19805685103448112e+00,1.03141602642373181e-01,-6.31072901056255242e-01,1.54018119652561603e+00,6.59665272519068147e-01,6.59665272519068147e-01,6.59665272519068147e-01
-2.39999999999999991e+00,5.57390369269489520e-07,5.57390369269460615e-07,7.87128821517968496e-06,-9.64705751004544603e-07,1.41216796147664514e+01,-1.73075425086538304e+00,1.15787545880636600e+00,8.58764956447174571e-02,-4.45932104766787796e-01,1.28482214609859580e+00,4.69738334402326319e-01,4.69738334402326319e-01,4.69738334402326319e-01
-2.35000000000000009e+00,7.52398299216490886e-07,7.52398299216419947e-07,8.81515941924293431e-06,-1.02804835801868515e-06,1.17160810018090427e+01,-1.36636188450896157e+00,1.12463641750671717e+00,7.12476140637645500e-02,-3.12471276172959611e-01,1.05389060833600290e+00,3.32222164437075806e-01,3.32222164437075806e-01,3.32222164437075806e-01
-2.29999999999999982e+00,1.01563147100266666e-06,1.01563147100249196e-06,9.84356122180836072e-06,-1.08650228183209553e-06,9.69206006593331360e+00,-1.06978004606301691e+00,1.09758289803976927e+00,5.89391755616760910e-02,-2.17086077735009264e-01,8.52693968328006924e-01,2.33424885586782566e-01,2.33424885586782566e-01,2.33424885586782566e-01
-2.25000000000000000e+00,1.37095908638451390e-06,1.37095908638408445e-06,1.09662540674798127e-05,-1.14010554236168464e-06,7.99896523272871374e+00,-8.31611645952704537e-01,1.07585771930813090e+00,4.86431587254243444e-02,-1.49520780115923541e-01,6.82090865836781357e-01,1.63005380455828630e-01,1.63005380455828630e-01,1.63005380455828630e-01
-2.20000000000000018e+00,1.85060119758296102e-06,1.85060119758190477e-06,1.21943060299124392e-05,-1.18898959200045497e-06,6.58937541262059856e+00,-6.42488286268296349e-01,1.05860631740271982e+00,4.00711873063323148e-02,-1.02086785272123698e-01,5.40401500996172457e-01,1.13195108867158209e-01,1.13195108867158209e-01,1.13195108867158209e-01
-2.14999999999999991e+00,2.49805032586923788e-06,2.49805032586663961e-06,1.35400901711050907e-05,-1.23334859703454402e-06,5.42026316719927426e+00,-4.93724479552533624e-01,1.04503642194974633e+00,3.29616036455383787e-02,-6.90750472458196846e-02,4.24649432306714036e-01,7.82124895130915376e-02,7.82124895130915376e-02,7.82124895130915376e-02
-2.10000000000000009e+00,3.37201523414556903e-06,3.37201523413917859e-06,1.50173181647095447e-05,-1.27341440467412462e-06,4.45351432955291138e+00,-3.77641948880224121e-01,1.03444763802497386e+00,2.70826285795085706e-02,-4.62942961423441074e-02,3.31347652737880138e-01,5.38019999057187184e-02,5.38019999057187184e-02,5.38019999057187184e-02
-2.04999999999999982e+00,4.55174446309895718e-06,4.55174446308323963e-06,1.66411095265891045e-05,-1.30943722758447894e-06,3.65598501004531906e+00,-2.87678106318274784e-01,1.02624134131164779e+00,2.22327081025128839e-02,-3.07034594344465124e-02,2.56974646883828428e-01,3.68666937817617238e-02,3.68666937817617238e-02,3.68666937817617238e-02
-2.00000000000000000e+00,6.14421235336686839e-06,6.14421235332820981e-06,1.84280940916429925e-05,-1.34167140680596163e-06,2.99926061013513268e+00,-2.18363449967545836e-01,1.01991861631016056e+00,1.82390478859410197e-02,-2.01209470798509975e-02,1.98242502887694877e-01,2.51770799678098130e-02,2.51770799678098130e-02,2.51770799678098130e-02
-1.94999999999999996e+00,8.29381916085245496e-06,8.29381916075737043e-06,2.03965450227284555e-05,-1.37036535131026164e-06,2.45924641318872128e+00,-1.65227300565487983e-01,1.01507165784574616e+00,1.49551235867618881e-02,-1.29982616801970225e-02,1.52229038885290990e-01,1.71440423604842206e-02,1.71440423604842206e-02,1.71440423604842206e-02
-1.89999999999999991e+00,1.11954848428248310e-05,1.11954848425909601e-05,2.25665400503495299e-05,-1.39575473039732107e-06,2.01568224758785597e+00,-1.24671217908085080e-01,1.01137222440294239e+00,1.22577294258332924e-02,-8.24692604887725285e-03,1.16424291859207815e-01,1.16449493169964204e-02,1.16449493169964204e-02,1.16449493169964204e-02
-1.84999999999999987e+00,1.51123238204302654e-05,1.51123238198550334e-05,2.49601494095406765e-05,-1.41805809357970929e-06,1.65164204440532592e+00,-9.38345492383256818e-02,1.00855937375596905e+00,1.00439349073387085e-02,-5.10858336097144965e-03,8.87259658773542209e-02,7.89291016308473099e-03,7.89291016308473099e-03,7.89291016308473099e-03
-1.79999999999999982e+00,2.03995034125867992e-05,2.03995034111719594e-05,2.76016498136279711e-05,-1.43747423615093633e-06,1.35305498654990308e+00,-7.04661386690272062e-02,1.00642776059462102e+00,8.22817283986637844e-03,-3.05914467049163809e-03,6.74069939985355721e-02,5.34011546694701782e-03,5.34011546694701782e-03,5.34011546694701782e-03
-1.75000000000000000e+00,2.75364493532271049e-05,2.75364493497471581e-05,3.05177646531060983e-05,-1.45418077548230100e-06,1.10826796387190418e+00,-5.28093058408655586e-02,1.00481714453955773e+00,6.73957854652826316e-03,-1.73912399527503770e-03,5.10701818455904927e-02,3.60743451407635014e-03,3.60743451407635014e-03,3.60743451407635014e-03
-1.69999999999999996e+00,3.71703186926860223e-05,3.71703186841267340e-05,3.37379313778541598e-05,-1.46833353341159446e-06,9.07657845620292170e-01,-3.95028502685029134e-02,1.00360335998434236e+00,5.51963202343149720e-03,-9.03673836034908098e-04,3.85991764324680117e-02,2.43379719796771700e-03,2.43379719796771700e-03,2.43379719796771700e-03
-1.64999999999999991e+00,5.01746820772278190e-05,5.01746820561753707e-05,3.72945977018314411e-05,-1.48006642696565377e-06,7.43295147542271550e-01,-2.94982721626133489e-02,1.00269076516746325e+00,4.52011263829463390e-03,-3.87160606093052753e-04,2.91111115565202902e-02,1.64020246221618753e-03,1.64020246221618753e-03,1.64020246221618753e-03
-1.59999999999999987e+00,6.77287365426345673e-05,6.77287364908538982e-05,4.12235488723237525e-05,-1.48949165294976946e-06,6.08656694457759384e-01,-2.19920188995539716e-02,1.00200606184968732e+00,3.70135177943522239e-03,-7.82983381474594027e-05,2.19137205614065127e-02,1.10436761586738658e-03,1.10436761586738658e-03,1.10436761586738658e-03
-1.54999999999999982e+00,9.14242316055333332e-05,9.14242314781734322e-05,4.55642687904566818e-05,-1.49670001454342886e-06,4.98382847236016002e-01,-1.63709335079371132e-02,1.00149331924931673e+00,3.03075650897164555e-03,9.71553543649260619e-05,1.64680888623020445e-02,7.43015029713789237e-04,7.43015029713789237e-04,7.43015029713789237e-04
-1.50000000000000000e+00,1.23409804399934354e-04,1.23409804086679561e-04,5.03603382776237935e-05,-1.50176128378615035e-06,4.08074047684672703e-01,-1.21688977217025308e-02,1.00111001912028885e+00,2.48157231538315148e-03,1.88349643905942897e-04,1.23572473656084706e-02,4.99578786448594595e-04,4.99578786448594595e-04,4.99578786448594595e-04
-1.44999999999999996e+00,1.66585811758116040e-04,1.66585810987633539e-04,5.56598742737409241e-05,-1.50472452651139444e-06,3.34121339289051633e-01,-9.03272924380755030e-03,1.00082394497828142e+00,2.03185247937930601e-03,2.27538054544539379e-04,9.26026729835209214e-03,3.35721407998161928e-04,3.35721407998161928e-04,3.35721407998161928e-04
-1.39999999999999991e+00,2.24867326073929780e-04,2.24867324178848601e-04,6.15160142455497796e-05,-1.50561833908609980e-06,2.73565821402414644e-01,-6.69558525047687144e-03,1.00061075602897831e+00,1.66360338933355307e-03,2.35667551236463192e-04,6.93125280171333520e-03,2.25507835091817970e-04,2.25507835091817970e-04,2.25507835091817970e-04
-1.34999999999999987e+00,3.03539142740014384e-04,3.03539138078866776e-04,6.79874505914465990e-05,-1.50445096190072832e-06,2.23982485493458311e-01,-4.95636566481201350e-03,1.00045210838162224e+00,1.36207812843019776e-03,2.26167719864316612e-04,5.18253338467632944e-03,1.51420419173064298e-04,1.51420419173064298e-04,1.51420419173064298e-04
