iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,2.23875366542885708e-02,1.73703278512558944e-03,2.26554409156622593e-03,1.10766173687951077e-02,1.10766173687951077e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,1.34319120825207444e-02,1.33946843634360395e-03,2.26377090885562186e-03,1.10767660310838317e-02,1.10767660310838317e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,4.59348026267761611e-06,6.51482636203907801e-04,2.26227992782482247e-03,1.10767894279688792e-02,1.10767894279688792e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,3.44927992109107686e-06,2.24576938898445928e-04,2.26313137856240130e-03,1.10767975802324291e-02,1.10767975802324291e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,3.21736166626415470e-07,5.04573494924358138e-05,2.26342096234362963e-03,1.10768010921688982e-02,1.10768010921688982e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,7.57100657776012647e-08,2.38768574858311128e-05,2.26336061923069912e-03,1.10768011005829628e-02,1.10768011005829628e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,4.64277638396513772e-08,8.33475294864333191e-06,2.26334874219497398e-03,1.10768010919018479e-02,1.10768010919018479e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,1.97853960623417460e-08,2.90719336140993074e-06,2.26335099998090355e-03,1.10768010911223534e-02,1.10768010911223534e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,3.33547040745063207e-09,9.86653790874131537e-07,2.26334926374389088e-03,1.10768010912370082e-02,1.10768010912370082e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,2.10669815036767186e-09,3.50582697707031473e-07,2.26334884220659276e-03,1.10768010911497725e-02,1.10768010911497725e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,4.66845431376785682e-10,3.82367840243302579e-08,2.26334903804521932e-03,1.10768010912614505e-02,1.10768010912614505e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,3.24506613127458893e-11,9.18154366257364166e-09,2.26334904764066919e-03,1.10768010912733403e-02,1.10768010912733403e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.30000000000000000e+01,2.11799018194717473e-11,3.08108538702418724e-09,2.26334905148916233e-03,1.10768010912332248e-02,1.10768010912332248e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.40000000000000000e+01,5.50722475788560926e-12,8.54919847767166386e-10,2.26334905344172934e-03,1.10768010912961380e-02,1.10768010912961380e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.50000000000000000e+01,1.29262337719947116e-12,2.77858153456302524e-10,2.26334905275754833e-03,1.10768010913071153e-02,1.10768010913071153e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.60000000000000000e+01,3.11738421637788229e-13,7.64127568148877382e-11,2.26334905287301543e-03,1.10768010911661309e-02,1.10768010911661309e-02,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
