iteration,residualN,residualS,residualD,residualPotential,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.21952319746327312e-02,5.36114101132830053e-04,1.21952319746327312e-02,8.35458049428738914e-03,1.68669377892054825e-03,7.83260486019541832e-03,7.83260486019541832e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
2.00000000000000000e+00,7.31697459987119391e-03,4.82570179494974097e-04,7.31697459987119391e-03,4.90774874033950148e-03,1.68627982028464701e-03,7.83262259188343204e-03,7.83262259188343204e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
3.00000000000000000e+00,1.08942592484662057e-06,2.50918193862438457e-04,1.08942592484662057e-06,1.26779027417289747e-03,1.68585943906283302e-03,7.83262939425063975e-03,7.83262939425063975e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
4.00000000000000000e+00,8.80922201726413410e-07,5.85634693304134423e-05,8.80922201726413410e-07,4.54628988362459907e-04,1.68605632569855581e-03,7.83262952083241606e-03,7.83262952083241606e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
5.00000000000000000e+00,8.07785421680630408e-08,2.67172583166848642e-05,8.07785421680630408e-08,2.07418251881863469e-04,1.68614633657385334e-03,7.83262968464267829e-03,7.83262968464267829e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
6.00000000000000000e+00,4.40357610908064166e-08,3.59879085872580966e-06,4.40357610908064166e-08,1.85726860411072892e-05,1.68614264174421946e-03,7.83262968268460744e-03,7.83262968268460744e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
7.00000000000000000e+00,8.89736169366723065e-09,4.59644969429855349e-06,8.89736169366723065e-09,3.48972629071742091e-05,1.68614025882609406e-03,7.83262968287575315e-03,7.83262968287575315e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
8.00000000000000000e+00,2.69973536490230992e-09,1.06389692010189482e-06,2.69973536490230992e-09,6.56936760590198787e-06,1.68614010562633410e-03,7.83262968261001953e-03,7.83262968261001953e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
9.00000000000000000e+00,1.67348702667763629e-09,2.81512528962243930e-07,1.67348702667763629e-09,1.38855138520632693e-06,1.68613999937822657e-03,7.83262968277522939e-03,7.83262968277522939e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.00000000000000000e+01,1.89380775639752663e-10,4.56727640886237592e-08,1.89380775639752663e-10,1.83724526703343827e-07,1.68613980827561280e-03,7.83262968282372185e-03,7.83262968282372185e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.10000000000000000e+01,1.52609086016360294e-10,1.21878774784865530e-08,1.52609086016360294e-10,4.12543461614234275e-08,1.68613982633214455e-03,7.83262968277799107e-03,7.83262968277799107e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
1.20000000000000000e+01,3.81157293848211114e-12,1.24957929719606341e-09,3.81157293848211114e-12,5.15719134064340778e-09,1.68613983205072554e-03,7.83262968272200460e-03,7.83262968272200460e-03,1.95000000000000000e+02,7.60000000000000000e+01,0.00000000000000000e+00
