iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.32625555667212099e-03,7.32625555667212099e-03,1.51200000000000000e+03,2.10520000000000000e+04
1.00000000000000000e+00,5.99999011311055819e-01,5.47750560860078384e-04,-7.32633499781578106e-04,1.46021024647374417e-03,1.46021024647374417e-03,1.51200000000000000e+03,5.03350000000000000e+04
2.00000000000000000e+00,8.47998881961658390e-05,8.18859739290563569e-04,-1.82833154836712134e-03,-7.35843878487169294e-03,-7.35843878487169294e-03,1.51200000000000000e+03,8.04310000000000000e+04
3.00000000000000000e+00,1.36464637764650051e-04,3.11324264326115625e-06,-1.82051951091676207e-03,-7.33513595009970508e-03,-7.33513595009970508e-03,1.51200000000000000e+03,1.09336000000000000e+05
4.00000000000000000e+00,2.19074382401227278e-05,1.23924016183681881e-06,-1.81486153370580467e-03,-7.28917131489415643e-03,-7.28917131489415643e-03,1.51200000000000000e+03,1.20993000000000000e+05
5.00000000000000000e+00,3.04546638951888576e-07,8.77415883529940736e-07,-1.81542206073933860e-03,-7.29370723544304871e-03,-7.29370723544304871e-03,1.51200000000000000e+03,1.32357000000000000e+05
6.00000000000000000e+00,2.04091326776473636e-07,3.21002116444715619e-07,-1.81543124567883573e-03,-7.29374267915083602e-03,-7.29374267915083602e-03,1.51200000000000000e+03,1.43364000000000000e+05
7.00000000000000000e+00,1.02552909191833923e-07,5.03402825287502092e-08,-1.81543462578739336e-03,-7.29375110548630742e-03,-7.29375110548630742e-03,1.51200000000000000e+03,1.54354000000000000e+05
8.00000000000000000e+00,3.42266732634483804e-08,1.78545281038990376e-09,-1.81543330818066499e-03,-7.29373675927359050e-03,-7.29373675927359050e-03,1.51200000000000000e+03,1.65263000000000000e+05
9.00000000000000000e+00,4.42699523283901708e-11,2.10475241232491331e-10,-1.81543356426508082e-03,-7.29373899615726184e-03,-7.29373899615726184e-03,1.51200000000000000e+03,1.75618000000000000e+05
1.00000000000000000e+01,5.23519067168887252e-11,1.11891810030843716e-10,-1.81543356943294392e-03,-7.29373904118354836e-03,-7.29373904118354836e-03,1.51200000000000000e+03,1.85890000000000000e+05
1.10000000000000000e+01,1.00368649405350971e-11,6.10295895262641545e-12,-1.81543356230958494e-03,-7.29373898670294084e-03,-7.29373898670294084e-03,1.51200000000000000e+03,1.96245000000000000e+05
