iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,6.61669679539226793e-05,1.43018919328254086e-04,1.30331576336990329e-01,1.03051231700964219e+00,-3.94611206447371243e-01,6.18000000000000000e+02,1.63970000000000000e+04
1.00000000000000000e+00,3.37318567982862564e-05,8.58971697294845711e-05,1.30331228563508428e-01,1.03051230610376510e+00,-3.94614140643997580e-01,6.18000000000000000e+02,2.19950000000000000e+04
2.00000000000000000e+00,9.24402300562356135e-06,8.03040445291381606e-07,1.30330811903983879e-01,1.03051465477550797e+00,-3.94616970894918762e-01,6.18000000000000000e+02,2.76180000000000000e+04
3.00000000000000000e+00,4.81808366044382250e-08,9.86019500825471747e-08,1.30330958322983026e-01,1.03051815830597926e+00,-3.94614731205700897e-01,6.18000000000000000e+02,3.29840000000000000e+04
4.00000000000000000e+00,5.18935524305342119e-08,1.63671880013679080e-09,1.30330959517257816e-01,1.03051818191606515e+00,-3.94614712176574844e-01,6.18000000000000000e+02,3.80840000000000000e+04
5.00000000000000000e+00,1.28881806153382536e-08,2.33209204972256868e-10,1.30330958907588002e-01,1.03051816753617587e+00,-3.94614721423753645e-01,6.18000000000000000e+02,4.31310000000000000e+04
6.00000000000000000e+00,4.67809364428306760e-09,8.64192068734567579e-11,1.30330958807119979e-01,1.03051816515988004e+00,-3.94614722956769359e-01,6.18000000000000000e+02,4.81760000000000000e+04
7.00000000000000000e+00,4.60215500314941317e-10,1.26121051532037910e-11,1.30330958755373094e-01,1.03051816394482487e+00,-3.94614723740487561e-01,6.18000000000000000e+02,5.32110000000000000e+04
8.00000000000000000e+00,1.53217396173244945e-11,8.95653025770479416e-12,1.30330958749541315e-01,1.03051816381226824e+00,-3.94614723827114711e-01,6.18000000000000000e+02,5.82720000000000000e+04
