y,z,n_c,n_p,S_c,S_p,M_eff,v_x,L_s,rho,p_y,p_3,p_t,conservation_residual,homo_a,homo_b,volume_factor
-3.00000000000000000e+00,1.52299797447126292e-08,1.96581695892627774e-06,1.29075480852740327e+02,0.00000000000000000e+00,0.00000000000000000e+00,1.00000000000000000e+00,-7.84931433130794526e-02,-5.06577010081280843e+00,5.16502296269505834e+00,4.48328849946850294e+00,-4.83852527468622995e+00,-5.06577010081280843e+00,-2.27979387804211342e-03,7.03727462080167288e-02,0.00000000000000000e+00,1.52299797447126292e-08
-2.99000000000000021e+00,1.61717490960814157e-08,2.00557022364104977e-06,1.24016902050936508e+02,2.87711928235135621e-09,1.77910210284459136e-01,1.00162285571802578e+00,-7.54169297034338881e-02,-4.67634262365749009e+00,4.77196135516228637e+00,3.94524149848883532e+00,-4.46007273682912952e+00,-4.67634262365749009e+00,1.43210345724043009e-03,7.10805685886010952e-02,-5.40068683179764720e-05,1.61717490960814157e-08
-2.97999999999999998e+00,1.71717542117811704e-08,2.04620534768029537e-06,1.19161113212093269e+02,5.69037231786399721e-09,3.31379790770587435e-01,1.00302276968598147e+00,-7.24640363517329716e-02,-4.31694677072214006e+00,4.40953827981789459e+00,3.46001689039383997e+00,-4.11089956674307544e+00,-4.31694677072214006e+00,3.44035789169083728e-04,7.17965627530024186e-02,-1.05872463337806767e-04,1.71717542117811704e-08
-2.97000000000000020e+00,1.82335961903634286e-08,2.08773303329757560e-06,1.14499246967033073e+02,8.43953137958849714e-09,4.62856108662143328e-01,1.00422206622977339e+00,-6.96290708498917277e-02,-3.98526097877377605e+00,4.07534623614953517e+00,3.02286285089164242e+00,-3.78871854903065142e+00,-3.98526097877377605e+00,4.88579191930682555e-05,7.25206751866393773e-02,-1.55670938472082522e-04,1.82335961903634286e-08
-2.95999999999999996e+00,1.93610988098781699e-08,2.13016543335524416e-06,1.10022961727173183e+02,1.11240263414499950e-08,5.74555527590946302e-01,1.00524096250821460e+00,-6.69069605265594641e-02,-3.67914536061539454e+00,3.76717295886568149e+00,2.62945487696730140e+00,-3.49142450515113012e+00,-3.67914536061539454e+00,1.13488622734081446e-04,7.32528737120429624e-02,-2.03468456171797843e-04,1.93610988098781699e-08
-2.95000000000000018e+00,2.05583222976044118e-08,2.17351534297999466e-06,1.05724353938806900e+02,1.37433433987880394e-08,6.68505104640250813e-01,1.00609794886694837e+00,-6.42928990873004175e-02,-3.39662434866016127e+00,3.48298174552721251e+00,2.27583341077780155e+00,-3.21707660142643137e+00,-3.39662434866016127e+00,8.66161018837630081e-05,7.39931328733022253e-02,-2.49330558901528384e-04,2.05583222976044118e-08
-2.93999999999999995e+00,2.18295779512547846e-08,2.21779639468183613e-06,1.01595935552860993e+02,1.62969015290785521e-08,7.46551379301485518e-01,1.00680986900913760e+00,-6.17823329135997676e-02,-3.13587499238473066e+00,3.22089787889318213e+00,1.95838041394079143e+00,-2.96388629345963306e+00,-3.13587499238473066e+00,8.40656821594620851e-05,7.47414370531975930e-02,-2.93320271077938217e-04,2.18295779512547813e-08
-2.93000000000000016e+00,2.31794436643030764e-08,2.26302298204487106e-06,9.76305995441117176e+01,1.87840730360231811e-08,8.10376353637474289e-01,1.00739206576484808e+00,-5.93709400943738183e-02,-2.89521505547699176e+00,2.97919516125513661e+00,1.67378915053852717e+00,-2.73020516623164422e+00,-2.89521505547699176e+00,7.60275623630235486e-05,7.54977788332557437e-02,-3.35498709965216491e-04,2.31794436643030731e-08
-2.91999999999999993e+00,2.46127804113463500e-08,2.30921026119342941e-06,9.38215927904226845e+01,2.12041656708509533e-08,8.61510374548174029e-01,1.00785849859933996e+00,-5.70546139334991362e-02,-2.67309228351489381e+00,2.75628388951222636e+00,1.41903866811258794e+00,-2.51451399783705876e+00,-2.67309228351489381e+00,7.00970765805664087e-05,7.62621586999070733e-02,-3.75925011671058532e-04,2.46127804113463467e-08
-2.91000000000000014e+00,2.61347497528632502e-08,2.35637413402858057e-06,9.01624907952456169e+01,2.35564160845870258e-08,9.01344619992248131e-01,1.00822185751102955e+00,-5.48294475779768573e-02,-2.46807441291511287e+00,2.55069979097807487e+00,1.19136978904753921e+00,-2.31541261570448231e+00,-2.46807441291511287e+00,6.42686474181530798e-05,7.70345844367256311e-02,-4.14656438728082193e-04,2.61347497528632469e-08
