iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,8.16427796598282185e-02,7.02365557569024079e-01,6.06669361992873633e+01,6.06669361992873633e+01,1.51200000000000000e+03,2.32850000000000000e+04
1.00000000000000000e+00,5.99789019907523979e-01,4.92432342549118801e-02,7.02840706224019951e-01,6.07125666601523335e+01,6.07125666601523335e+01,1.51300000000000000e+03,3.74880000000000000e+04
2.00000000000000000e+00,3.94216698959293569e-04,4.98957796429836862e-04,7.03580120330828285e-01,6.07837452261325168e+01,6.07837452261325168e+01,1.51400000000000000e+03,5.19460000000000000e+04
3.00000000000000000e+00,1.48748447793688729e-05,8.72197655477769648e-06,7.03607051442083242e-01,6.07864464587573607e+01,6.07864464587573607e+01,1.51400000000000000e+03,6.51470000000000000e+04
4.00000000000000000e+00,5.02037540024593851e-06,2.75059382533778945e-06,7.03606435330411339e-01,6.07863825886660862e+01,6.07863825886660862e+01,1.51400000000000000e+03,7.70770000000000000e+04
5.00000000000000000e+00,8.16572852410459495e-07,4.31376587893549558e-07,7.03606540057615137e-01,6.07863913872349855e+01,6.07863913872349855e+01,1.51400000000000000e+03,8.85810000000000000e+04
6.00000000000000000e+00,1.02576350754085882e-07,4.24981220972454045e-08,7.03606556868310085e-01,6.07863927572609981e+01,6.07863927572609981e+01,1.51400000000000000e+03,9.97860000000000000e+04
7.00000000000000000e+00,4.12408593888859252e-08,1.39186461640112709e-08,7.03606557585954695e-01,6.07863927850626027e+01,6.07863927850626027e+01,1.51400000000000000e+03,1.10568000000000000e+05
8.00000000000000000e+00,7.58310803899966551e-09,5.93155772895925765e-09,7.03606557939289834e-01,6.07863927951309648e+01,6.07863927951309648e+01,1.51400000000000000e+03,1.21110000000000000e+05
9.00000000000000000e+00,2.08475374287196894e-10,4.84503957860605014e-11,7.03606557268400157e-01,6.07863927058190754e+01,6.07863927058190754e+01,1.51400000000000000e+03,1.31767000000000000e+05
1.00000000000000000e+01,1.20105492883210300e-11,2.84158284526472958e-12,7.03606557267657307e-01,6.07863927058390487e+01,6.07863927058390487e+01,1.51400000000000000e+03,1.42114000000000000e+05
