iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,4.84197573401372403e-03,1.14365565303690183e-03,1.39005934391341324e+00,1.12649933862892362e+03,1.12649933862892362e+03,5.77000000000000000e+02,4.88530000000000000e+04
1.00000000000000000e+00,6.65478026969361369e-03,1.44253452784125994e-03,1.39217091374278334e+00,1.12677077190091291e+03,1.12677077190091291e+03,5.77000000000000000e+02,5.48370000000000000e+04
2.00000000000000000e+00,8.40315702587612033e-03,1.93608435928362176e-03,1.39247955034449777e+00,1.12670433327904493e+03,1.12670433327904493e+03,5.77000000000000000e+02,6.09420000000000000e+04
3.00000000000000000e+00,4.76246935596294756e-03,9.58721473730807130e-04,1.39471560474513478e+00,1.12688221523450284e+03,1.12688221523450284e+03,5.75000000000000000e+02,6.70390000000000000e+04
4.00000000000000000e+00,4.11903117780431510e-03,8.15658571966943022e-04,1.39460206834130185e+00,1.12689575562050481e+03,1.12689575562050481e+03,5.75000000000000000e+02,7.28650000000000000e+04
5.00000000000000000e+00,3.00834114693462147e-03,5.84971759701436301e-04,1.39228128677414675e+00,1.12689812640905666e+03,1.12689812640905666e+03,5.75000000000000000e+02,7.87200000000000000e+04
6.00000000000000000e+00,3.12829513510081217e-03,6.50471581163002393e-04,1.39076879218027516e+00,1.12681546720323877e+03,1.12681546720323877e+03,5.76000000000000000e+02,8.46470000000000000e+04
7.00000000000000000e+00,5.30580237087627162e-03,1.07658837786278887e-03,1.38890444698249715e+00,1.12701984139592696e+03,1.12701984139592696e+03,5.75000000000000000e+02,9.06740000000000000e+04
8.00000000000000000e+00,4.89023500570458063e-03,9.84482579746394186e-04,1.38890658086733865e+00,1.12693365683294519e+03,1.12693365683294519e+03,5.76000000000000000e+02,9.64200000000000000e+04
9.00000000000000000e+00,6.15514479016290080e-03,1.22824457542223750e-03,1.38890332378374803e+00,1.12697917698551737e+03,1.12697917698551737e+03,5.75000000000000000e+02,1.02337000000000000e+05
1.00000000000000000e+01,5.65493817235191744e-03,1.14850362310775457e-03,1.38890388277935339e+00,1.12706598784340440e+03,1.12706598784340440e+03,5.75000000000000000e+02,1.08216000000000000e+05
1.10000000000000000e+01,4.56215424709904317e-03,9.27827087268120023e-04,1.38891312149033808e+00,1.12696176994551661e+03,1.12696176994551661e+03,5.76000000000000000e+02,1.14187000000000000e+05
